,job_id,task_id,client_id,workflow_id,model_id,executing_worker_id,arrival_at_scheduler_timestamp,last_dep_dispatch_timestamp,arrival_at_worker_timestamp,execution_start_timestamp,execution_end_timestamp,dropped_timestamp
0,0,0,ca1f52b5-8377-4a34-a1d1-a7ea61b64617,1,4,2ff4557c-6586-4644-9aed-7158cb0cb269,162.0,162.0,162.0,162.0,214.2042291164463,
1,1000,0,57512a0f-880b-42a9-8467-9bf0b22b1265,4,4,2ff4557c-6586-4644-9aed-7158cb0cb269,165.0,214.2042291164463,214.2042291164463,214.2042291164463,293.58109946831314,
2,2000,0,21f3e266-4c21-4e34-a130-d288adad050a,5,10,f6bd2e41-8abb-4266-a08a-64cfa5dfc120,182.0,182.0,182.0,182.0,338.90476048157336,
3,0,1,ca1f52b5-8377-4a34-a1d1-a7ea61b64617,1,5,301efc37-0aa8-4959-b897-868f28cf5ccb,214.2042291164463,214.2042291164463,214.2042291164463,214.2042291164463,218.09964573996032,
4,0,2,ca1f52b5-8377-4a34-a1d1-a7ea61b64617,1,6,b461abf7-7bf2-4d76-b04a-d00421049756,218.09964573996032,218.09964573996032,218.09964573996032,218.09964573996032,256.1477543255806,
5,0,3,ca1f52b5-8377-4a34-a1d1-a7ea61b64617,1,7,9c69ece5-be51-4777-aed9-c98ad94123dc,256.1477543255806,256.1477543255806,256.1477543255806,256.1477543255806,402.87583545763965,
6,1000,1,57512a0f-880b-42a9-8467-9bf0b22b1265,4,5,301efc37-0aa8-4959-b897-868f28cf5ccb,293.58109946831314,293.58109946831314,293.58109946831314,293.58109946831314,309.8670200810206,
7,1000,2,57512a0f-880b-42a9-8467-9bf0b22b1265,4,6,b461abf7-7bf2-4d76-b04a-d00421049756,309.8670200810206,309.8670200810206,309.8670200810206,309.8670200810206,351.5216356184388,
8,1000,3,57512a0f-880b-42a9-8467-9bf0b22b1265,4,8,b4f21eed-9848-472e-89fe-90f5c1c6e456,309.8670200810206,,,309.8670200810206,315.2470461467497,
9,1001,0,57512a0f-880b-42a9-8467-9bf0b22b1265,4,4,2ff4557c-6586-4644-9aed-7158cb0cb269,314.0,314.0,314.0,314.0,375.08202057911967,
10,1000,4,57512a0f-880b-42a9-8467-9bf0b22b1265,4,9,d271c9b9-8179-483f-8c51-c224cf159dcf,315.2470461467497,315.2470461467497,315.2470461467497,315.2470461467497,901.1656104780989,
11,2001,0,21f3e266-4c21-4e34-a130-d288adad050a,5,10,c6d89c0d-8aaf-4492-b4a1-fdb672079d00,333.0,333.0,333.0,333.0,629.0299140015455,
12,1,0,ca1f52b5-8377-4a34-a1d1-a7ea61b64617,1,4,2ff4557c-6586-4644-9aed-7158cb0cb269,338.0,375.08202057911967,375.08202057911967,375.08202057911967,441.1841903519723,
13,2000,1,21f3e266-4c21-4e34-a130-d288adad050a,5,6,78a94565-3796-4c72-ad75-9c257c155f9b,338.90476048157336,,,338.90476048157336,374.46627379453315,
14,2000,2,21f3e266-4c21-4e34-a130-d288adad050a,5,7,2b47f979-a027-4ced-a1a4-8269cbbdabde,338.90476048157336,338.90476048157336,338.90476048157336,338.90476048157336,588.0400089983095,
15,1001,1,57512a0f-880b-42a9-8467-9bf0b22b1265,4,5,301efc37-0aa8-4959-b897-868f28cf5ccb,375.08202057911967,375.08202057911967,375.08202057911967,375.08202057911967,390.5547347570297,
16,1001,2,57512a0f-880b-42a9-8467-9bf0b22b1265,4,6,b461abf7-7bf2-4d76-b04a-d00421049756,390.5547347570297,390.5547347570297,390.5547347570297,390.5547347570297,423.4556087545528,
17,1001,3,57512a0f-880b-42a9-8467-9bf0b22b1265,4,8,b4f21eed-9848-472e-89fe-90f5c1c6e456,390.5547347570297,,,390.5547347570297,398.5393170931868,
18,1001,4,57512a0f-880b-42a9-8467-9bf0b22b1265,4,9,400a381a-75e1-4c19-b0b8-937caa665802,398.5393170931868,398.5393170931868,398.5393170931868,398.5393170931868,815.9300863290298,
19,1,1,ca1f52b5-8377-4a34-a1d1-a7ea61b64617,1,5,301efc37-0aa8-4959-b897-868f28cf5ccb,441.1841903519723,441.1841903519723,441.1841903519723,441.1841903519723,450.5650973354775,
20,1,2,ca1f52b5-8377-4a34-a1d1-a7ea61b64617,1,6,b461abf7-7bf2-4d76-b04a-d00421049756,450.5650973354775,450.5650973354775,450.5650973354775,450.5650973354775,493.7762179684727,
21,2,0,ca1f52b5-8377-4a34-a1d1-a7ea61b64617,1,4,2ff4557c-6586-4644-9aed-7158cb0cb269,490.0,490.0,490.0,490.0,551.0002208683877,
22,1002,0,57512a0f-880b-42a9-8467-9bf0b22b1265,4,4,2ff4557c-6586-4644-9aed-7158cb0cb269,491.0,551.0002208683877,551.0002208683877,551.0002208683877,606.3266713716129,
23,1,3,ca1f52b5-8377-4a34-a1d1-a7ea61b64617,1,7,9c69ece5-be51-4777-aed9-c98ad94123dc,493.7762179684727,493.7762179684727,493.7762179684727,493.7762179684727,668.2384956767899,
24,2002,0,21f3e266-4c21-4e34-a130-d288adad050a,5,10,f6bd2e41-8abb-4266-a08a-64cfa5dfc120,527.0,527.0,527.0,527.0,760.6039152766207,
25,2,1,ca1f52b5-8377-4a34-a1d1-a7ea61b64617,1,5,301efc37-0aa8-4959-b897-868f28cf5ccb,551.0002208683877,551.0002208683877,551.0002208683877,551.0002208683877,569.7848822668898,
26,2,2,ca1f52b5-8377-4a34-a1d1-a7ea61b64617,1,6,b461abf7-7bf2-4d76-b04a-d00421049756,569.7848822668898,569.7848822668898,569.7848822668898,569.7848822668898,576.3738460529394,
27,2,3,ca1f52b5-8377-4a34-a1d1-a7ea61b64617,1,7,b9f803dc-a94d-4118-a801-6c71be9f5688,576.3738460529394,576.3738460529394,576.3738460529394,576.3738460529394,714.2603620100593,
28,2000,3,21f3e266-4c21-4e34-a130-d288adad050a,5,13,301efc37-0aa8-4959-b897-868f28cf5ccb,588.0400089983095,588.0400089983095,588.0400089983095,588.0400089983095,590.9220358076454,
29,1002,1,57512a0f-880b-42a9-8467-9bf0b22b1265,4,5,301efc37-0aa8-4959-b897-868f28cf5ccb,606.3266713716129,606.3266713716129,606.3266713716129,606.3266713716129,622.4286843932277,
30,1002,2,57512a0f-880b-42a9-8467-9bf0b22b1265,4,6,b461abf7-7bf2-4d76-b04a-d00421049756,622.4286843932277,622.4286843932277,622.4286843932277,622.4286843932277,664.6123892160064,
31,1002,3,57512a0f-880b-42a9-8467-9bf0b22b1265,4,8,b4f21eed-9848-472e-89fe-90f5c1c6e456,622.4286843932277,,,622.4286843932277,629.7759841850827,
32,2001,1,21f3e266-4c21-4e34-a130-d288adad050a,5,6,78a94565-3796-4c72-ad75-9c257c155f9b,629.0299140015455,,,629.0299140015455,667.956747076833,
33,2001,2,21f3e266-4c21-4e34-a130-d288adad050a,5,7,2b47f979-a027-4ced-a1a4-8269cbbdabde,629.0299140015455,629.0299140015455,629.0299140015455,629.0299140015455,679.6783295014355,
34,1002,4,57512a0f-880b-42a9-8467-9bf0b22b1265,4,9,4b00615e-ba5f-43c4-b61f-a72c59290df2,629.7759841850827,629.7759841850827,629.7759841850827,629.7759841850827,960.9166599525013,
35,1003,0,57512a0f-880b-42a9-8467-9bf0b22b1265,4,4,2ff4557c-6586-4644-9aed-7158cb0cb269,635.0,635.0,635.0,635.0,701.4151907482693,
36,3,0,ca1f52b5-8377-4a34-a1d1-a7ea61b64617,1,4,2ff4557c-6586-4644-9aed-7158cb0cb269,660.0,701.4151907482693,701.4151907482693,701.4151907482693,778.4753773413415,
37,2001,3,21f3e266-4c21-4e34-a130-d288adad050a,5,13,301efc37-0aa8-4959-b897-868f28cf5ccb,679.6783295014355,679.6783295014355,679.6783295014355,679.6783295014355,682.6440914921048,
38,2003,0,21f3e266-4c21-4e34-a130-d288adad050a,5,10,c6d89c0d-8aaf-4492-b4a1-fdb672079d00,687.0,687.0,687.0,687.0,1043.6379283208712,
39,1003,1,57512a0f-880b-42a9-8467-9bf0b22b1265,4,5,301efc37-0aa8-4959-b897-868f28cf5ccb,701.4151907482693,701.4151907482693,701.4151907482693,701.4151907482693,715.1275200222318,
40,1003,2,57512a0f-880b-42a9-8467-9bf0b22b1265,4,6,b461abf7-7bf2-4d76-b04a-d00421049756,715.1275200222318,715.1275200222318,715.1275200222318,715.1275200222318,741.1970110672963,
41,1003,3,57512a0f-880b-42a9-8467-9bf0b22b1265,4,8,b4f21eed-9848-472e-89fe-90f5c1c6e456,715.1275200222318,,,715.1275200222318,721.9405186537892,
42,1003,4,57512a0f-880b-42a9-8467-9bf0b22b1265,4,9,0b65c0b3-5b63-48d7-9f1b-ae50941dc7a8,721.9405186537892,721.9405186537892,721.9405186537892,721.9405186537892,1017.1398207960754,
43,2002,1,21f3e266-4c21-4e34-a130-d288adad050a,5,6,b461abf7-7bf2-4d76-b04a-d00421049756,760.6039152766207,,,760.6039152766207,764.592176211495,
44,2002,2,21f3e266-4c21-4e34-a130-d288adad050a,5,7,9c69ece5-be51-4777-aed9-c98ad94123dc,760.6039152766207,760.6039152766207,760.6039152766207,760.6039152766207,1004.5006026362489,
45,3,1,ca1f52b5-8377-4a34-a1d1-a7ea61b64617,1,5,301efc37-0aa8-4959-b897-868f28cf5ccb,778.4753773413415,778.4753773413415,778.4753773413415,778.4753773413415,790.765041202809,
46,3,2,ca1f52b5-8377-4a34-a1d1-a7ea61b64617,1,6,b461abf7-7bf2-4d76-b04a-d00421049756,790.765041202809,790.765041202809,790.765041202809,790.765041202809,807.5255773721269,
