,worker_id,worker_creation_timestamp,instance_id,model_id,instance_loaded_timestamp
0,74884a87-bb05-42ca-ae3a-e47f9d3b0613,0,10e2c493-51cc-463f-8e2e-55309053b366,1,0
1,6eebf7d3-b075-47c3-a10c-70bee0250e1f,0,59176611-c4d4-4152-be9f-4e68aa82f5f3,1,0
2,a8f92d6d-b9a8-4d3f-b4e9-42399503194f,0,01ccd41e-f990-4bf2-ad88-3c3d638902e7,1,0
3,3a7c6c73-d1c3-4124-aea1-32acd5ea5699,0,8476ab7e-a942-4c07-a9c6-675846b593e2,3,0
4,6f8cd562-b60f-4eff-8301-f247fc529e6d,0,a5b7887d-8a7c-424f-8cba-27b3598590c1,3,0
5,9609ed6d-024c-4483-8ddf-8bcb30248327,0,ec085661-02eb-4c2e-a325-7a15372aa03b,3,0
6,d9d8db29-3d84-42b1-98e0-d93100526fd6,0,f5d6807b-12eb-4d59-80ff-ff5997c224e2,0,0
7,d9d8db29-3d84-42b1-98e0-d93100526fd6,0,2f16e2cb-d6e7-4a3f-8155-70347b86b983,2,0
8,076758d7-9771-4c9e-b59b-34ce8572ceca,0,08e1b838-6965-4bc3-b3f8-a5bfb9e15503,14,0
9,c5734178-804f-4023-b698-ffa73281ab48,0,8cd78e07-d455-41c9-bf07-0c5778770756,15,0
10,2d998f46-06ba-4a09-b9c8-787e66f49f6d,0,a279e9d2-fa9b-4efb-9ccb-685c712f5b64,16,0
