,workflow_id,task_id,mean_queueing_time,std_queueing_time,mean_dispatch_time,std_dispatch_time
0,6.0,0.0,1.2770828968039651,2.0798122908775203,0.0,0.0
1,6.0,1.0,0.8307095351921041,2.049404056848609,0.0,0.0
2,6.0,2.0,2.1407645072803994,3.5297332386916214,1.5999999999993397,8.646879474525439e-13
3,6.0,3.0,0.6216363097145868,2.4943069890058904,1.5999999999993377,8.643578528665468e-13
4,6.0,4.0,0.0017970700804964604,0.05648634652484588,2.4000000000006616,8.648057365708021e-13
5,7.0,0.0,1.44621263352664,2.234804554772072,0.0,0.0
6,7.0,1.0,0.7923164313819601,1.9780854459035782,0.0,0.0
7,7.0,2.0,2.1031935076688395,3.4619212560795254,1.5999999999993308,8.630355277947049e-13
8,7.0,3.0,0.5672790893882065,2.248651507601861,1.599999999999329,8.626860927641737e-13
9,7.0,4.0,0.021520683890533288,0.3818322461112124,2.4000000000006723,8.627857013900947e-13
10,8.0,0.0,1.4224098536419119,2.160116775832115,0.0,0.0
11,8.0,1.0,0.838498952085249,2.035696876493957,0.0,0.0
12,8.0,2.0,2.1054836204109826,3.4621790095861735,1.599999999999327,8.62772422702734e-13
13,8.0,3.0,0.5830223288481303,2.1601515831110185,1.5999999999993253,8.625017332203503e-13
14,8.0,4.0,0.23004394682053136,1.4322733499979214,2.400000000000674,8.628683774043144e-13
