,time,add_or_remove,worker_id
0,0,add,3ce44409-15a5-4866-bd2b-604eaac1073a
1,0,add,ffb066e5-7bd7-4fcd-a297-0245cf6e008b
2,0,add,ddba1726-0055-43fa-ba37-2e416f9d8971
3,0,add,02187b75-a763-430d-9239-1b770ecb2b93
4,0,add,e4ae3f45-c076-4308-a7f0-a463ebba37f0
5,0,add,b7c6913e-e38b-4f67-bb23-ac6b827a05fb
6,0,add,4805f7d2-282e-408a-ab61-c14879927d26
7,0,add,41d437e0-61f5-4e8b-a12d-1119c3b4c6f9
8,0,add,37670082-527a-42fb-ac13-3bc3ba04f0f2
9,0,add,aa6913ad-9c06-43ce-8f63-4b6e04f23160
10,0,add,726f75a8-7182-4147-afd7-ea575c8e8666
