,time,event
0,18.0,"[18] [Event ID: 0] Job Sent to Scheduler {'job': [Job 1000, Workflow 7], 'from_client_id': UUID('c6868f3a-ed49-4522-bae5-e7ad8f135e31'), 'ignore_transfer_time': False}"
1,18.88,"[18.88] [Event ID: 1] Job Arrival at Scheduler {'job': [Job 1000, Workflow 7]}"
2,18.88,"[18.88] [Event ID: 2] Tasks Assigned to Worker {'tasks': [[Job ID 1000, Task ID 0]], 'worker_id': UUID('7d1f0677-feb2-4df5-94f4-ce86a557688e'), 'force_instance_id': UUID('c5b5ff1b-0635-4e97-ad5b-c937be5e1d72')}"
3,18.88,"[18.88] [Event ID: 2] Tasks Assigned to Worker {'tasks': [[Job ID 1000, Task ID 1]], 'worker_id': UUID('1832103d-3cfb-41a1-a963-f93154900f04'), 'force_instance_id': UUID('3f1a9be9-d626-4e36-a14f-ee21c480f921')}"
4,18.88,"[18.88] [Event ID: 4] Tasks Inputs Sent to Worker {'tasks': [[Job ID 1000, Task ID 0]], 'from_worker_id': UUID('b7346278-6254-48ac-aae5-d5a4849faf90'), 'to_worker_id': UUID('7d1f0677-feb2-4df5-94f4-ce86a557688e'), 'force_instance_id': UUID('c5b5ff1b-0635-4e97-ad5b-c937be5e1d72'), 'ignore_transfer_time': False}"
5,18.88,"[18.88] [Event ID: 4] Tasks Inputs Sent to Worker {'tasks': [[Job ID 1000, Task ID 1]], 'from_worker_id': UUID('b7346278-6254-48ac-aae5-d5a4849faf90'), 'to_worker_id': UUID('1832103d-3cfb-41a1-a963-f93154900f04'), 'force_instance_id': UUID('3f1a9be9-d626-4e36-a14f-ee21c480f921'), 'ignore_transfer_time': False}"
6,18.959999999999997,"[18.959999999999997] [Event ID: 5] Tasks Inputs Arrival at Worker {'tasks': [[Job ID 1000, Task ID 0]], 'from_worker_id': UUID('b7346278-6254-48ac-aae5-d5a4849faf90'), 'to_worker_id': UUID('7d1f0677-feb2-4df5-94f4-ce86a557688e'), 'force_instance_id': UUID('c5b5ff1b-0635-4e97-ad5b-c937be5e1d72')}"
7,18.959999999999997,"[18.959999999999997] [Event ID: 13] Batch Started at Worker {'batch': [Batch 1ec910d8-5c6a-4570-ac09-d66ca6cd9b87 | Model ID 0] <Jobs [1000]>, 'model_instance_id': UUID('c5b5ff1b-0635-4e97-ad5b-c937be5e1d72'), 'worker_id': UUID('7d1f0677-feb2-4df5-94f4-ce86a557688e')}"
8,19.68,"[19.68] [Event ID: 5] Tasks Inputs Arrival at Worker {'tasks': [[Job ID 1000, Task ID 1]], 'from_worker_id': UUID('b7346278-6254-48ac-aae5-d5a4849faf90'), 'to_worker_id': UUID('1832103d-3cfb-41a1-a963-f93154900f04'), 'force_instance_id': UUID('3f1a9be9-d626-4e36-a14f-ee21c480f921')}"
9,19.68,"[19.68] [Event ID: 13] Batch Started at Worker {'batch': [Batch 23c72439-843a-4560-bda5-8c7bc80dc025 | Model ID 1] <Jobs [1000]>, 'model_instance_id': UUID('3f1a9be9-d626-4e36-a14f-ee21c480f921'), 'worker_id': UUID('1832103d-3cfb-41a1-a963-f93154900f04')}"
10,23.0,"[23] [Event ID: 0] Job Sent to Scheduler {'job': [Job 0, Workflow 6], 'from_client_id': UUID('0be30c05-164b-45a2-b33a-9a8b21013190'), 'ignore_transfer_time': False}"
11,23.88,"[23.88] [Event ID: 1] Job Arrival at Scheduler {'job': [Job 0, Workflow 6]}"
12,23.88,"[23.88] [Event ID: 2] Tasks Assigned to Worker {'tasks': [[Job ID 0, Task ID 1]], 'worker_id': UUID('1af7e447-d975-4fd2-a64d-bb266d620806'), 'force_instance_id': UUID('e39445d7-253c-4c01-b258-c71de45650f6')}"
13,23.88,"[23.88] [Event ID: 4] Tasks Inputs Sent to Worker {'tasks': [[Job ID 0, Task ID 1]], 'from_worker_id': UUID('b7346278-6254-48ac-aae5-d5a4849faf90'), 'to_worker_id': UUID('1af7e447-d975-4fd2-a64d-bb266d620806'), 'force_instance_id': UUID('e39445d7-253c-4c01-b258-c71de45650f6'), 'ignore_transfer_time': False}"
14,24.68,"[24.68] [Event ID: 5] Tasks Inputs Arrival at Worker {'tasks': [[Job ID 0, Task ID 1]], 'from_worker_id': UUID('b7346278-6254-48ac-aae5-d5a4849faf90'), 'to_worker_id': UUID('1af7e447-d975-4fd2-a64d-bb266d620806'), 'force_instance_id': UUID('e39445d7-253c-4c01-b258-c71de45650f6')}"
15,24.68,"[24.68] [Event ID: 13] Batch Started at Worker {'batch': [Batch 4110d073-85a1-496f-84af-af670b4206e7 | Model ID 1] <Jobs [0]>, 'model_instance_id': UUID('e39445d7-253c-4c01-b258-c71de45650f6'), 'worker_id': UUID('1af7e447-d975-4fd2-a64d-bb266d620806')}"
16,26.483755871547867,"[26.483755871547867] [Event ID: 11] Batch Finished at Worker {'batch': [Batch 1ec910d8-5c6a-4570-ac09-d66ca6cd9b87 | Model ID 0] <Jobs [1000]>, 'model_instance_id': UUID('c5b5ff1b-0635-4e97-ad5b-c937be5e1d72'), 'worker_id': UUID('7d1f0677-feb2-4df5-94f4-ce86a557688e')}"
17,26.483755871547867,"[26.483755871547867] [Event ID: 2] Tasks Assigned to Worker {'tasks': [[Job ID 0, Task ID 0]], 'worker_id': UUID('7d1f0677-feb2-4df5-94f4-ce86a557688e'), 'force_instance_id': UUID('c5b5ff1b-0635-4e97-ad5b-c937be5e1d72')}"
18,26.483755871547867,"[26.483755871547867] [Event ID: 4] Tasks Inputs Sent to Worker {'tasks': [[Job ID 0, Task ID 0]], 'from_worker_id': UUID('b7346278-6254-48ac-aae5-d5a4849faf90'), 'to_worker_id': UUID('7d1f0677-feb2-4df5-94f4-ce86a557688e'), 'force_instance_id': UUID('c5b5ff1b-0635-4e97-ad5b-c937be5e1d72'), 'ignore_transfer_time': False}"
19,26.483755871547867,"[26.483755871547867] [Event ID: 12] Check Queue for Execution at Worker {'model_id': 0, 'worker_id': UUID('7d1f0677-feb2-4df5-94f4-ce86a557688e')}"
20,26.563755871547865,"[26.563755871547865] [Event ID: 5] Tasks Inputs Arrival at Worker {'tasks': [[Job ID 0, Task ID 0]], 'from_worker_id': UUID('b7346278-6254-48ac-aae5-d5a4849faf90'), 'to_worker_id': UUID('7d1f0677-feb2-4df5-94f4-ce86a557688e'), 'force_instance_id': UUID('c5b5ff1b-0635-4e97-ad5b-c937be5e1d72')}"
21,26.563755871547865,"[26.563755871547865] [Event ID: 13] Batch Started at Worker {'batch': [Batch e9d351f6-1917-4496-b123-60d80ff12e63 | Model ID 0] <Jobs [0]>, 'model_instance_id': UUID('c5b5ff1b-0635-4e97-ad5b-c937be5e1d72'), 'worker_id': UUID('7d1f0677-feb2-4df5-94f4-ce86a557688e')}"
