,workflow_id,task_id,mean_queueing_time,std_queueing_time,mean_dispatch_time,std_dispatch_time
0,6.0,0.0,0.0,0.0,0.0832323232333192,0.015760356687781658
1,6.0,1.0,0.0,0.0,0.5560000000001484,0.3685102438194524
2,6.0,2.0,0.0,0.0,1.5999999999992307,8.486825850949029e-13
3,6.0,3.0,0.0,0.0,1.6916155419215577,0.3719313165645187
4,6.0,4.0,0.0,0.0,2.4000000000007735,8.483952716663216e-13
5,7.0,0.0,0.0,0.0,0.08326197757491546,0.015829502027833474
6,7.0,1.0,0.0,0.0,0.5016000000001196,0.38707527338663567
7,7.0,2.0,0.0,0.0,1.5999999999992185,8.451007415931178e-13
8,7.0,3.0,0.0,0.0,1.6840370751794784,0.3571112256567926
9,7.0,4.0,0.0,0.0,2.4000000000007846,8.441292773080261e-13
10,8.0,0.0,0.0,0.0,0.08308629441724694,0.015414914149073445
11,8.0,1.0,0.0,0.0,0.4944000000001511,0.38889571851586685
12,8.0,2.0,0.0,0.0,1.5999999999992198,8.453101966516584e-13
13,8.0,3.0,0.0,0.0,1.6867963152500356,0.3625949175717386
14,8.0,4.0,0.0,0.0,2.400000000000782,8.452210177452894e-13
