,job_id,task_id,client_id,workflow_id,model_id,executing_worker_id,arrival_at_scheduler_timestamp,last_dep_dispatch_timestamp,arrival_at_worker_timestamp,execution_start_timestamp,execution_end_timestamp,dropped_timestamp,curr_unfinished_jobs,curr_idle_instances
0,2000,0,27ab8bd5-ec8c-4d56-a64a-3fec62880d42,8,0,52fa0c14-abfb-43ec-8a9f-8f623a4c2400,16.0,16.0,16.0,16.0,23.406903845294906,,1,11
1,2000,1,27ab8bd5-ec8c-4d56-a64a-3fec62880d42,8,1,970ed4d3-9a45-44b8-8de3-ca264d50546b,16.0,16.0,16.0,16.0,46.54447833247127,,1,11
2,0,0,d44ef42c-fb01-451a-9b20-99a15af58fdd,6,0,52fa0c14-abfb-43ec-8a9f-8f623a4c2400,26.0,26.0,26.0,26.0,33.42091416906654,,2,10
3,0,1,d44ef42c-fb01-451a-9b20-99a15af58fdd,6,1,bbb05220-4192-4027-8708-11fc26a801c4,26.0,26.0,26.0,26.0,57.34394224516691,,2,10
4,1000,0,f528570d-65cc-44cc-b7c8-3da974d712fd,7,0,52fa0c14-abfb-43ec-8a9f-8f623a4c2400,28.0,33.42091416906654,33.42091416906654,33.42091416906654,41.39719088145233,,3,8
5,1000,1,f528570d-65cc-44cc-b7c8-3da974d712fd,7,1,e1a29bc8-7d3f-4a40-9929-78aea229b1c2,28.0,28.0,28.0,28.0,57.691682502152545,,3,8
6,2001,0,27ab8bd5-ec8c-4d56-a64a-3fec62880d42,8,0,52fa0c14-abfb-43ec-8a9f-8f623a4c2400,43.0,43.0,43.0,43.0,50.62046584614924,,4,8
7,2001,1,27ab8bd5-ec8c-4d56-a64a-3fec62880d42,8,1,970ed4d3-9a45-44b8-8de3-ca264d50546b,43.0,46.54447833247127,46.54447833247127,46.54447833247127,78.10371883371755,,4,8
8,2000,2,27ab8bd5-ec8c-4d56-a64a-3fec62880d42,8,2,52fa0c14-abfb-43ec-8a9f-8f623a4c2400,46.54447833247127,46.54447833247127,46.54447833247127,46.54447833247127,49.09683492279075,,4,7
9,1001,0,f528570d-65cc-44cc-b7c8-3da974d712fd,7,0,52fa0c14-abfb-43ec-8a9f-8f623a4c2400,49.0,50.62046584614924,50.62046584614924,50.62046584614924,57.550086526704256,,5,6
10,1001,1,f528570d-65cc-44cc-b7c8-3da974d712fd,7,1,bbb05220-4192-4027-8708-11fc26a801c4,49.0,57.34394224516691,57.34394224516691,57.34394224516691,86.22156735475899,,5,6
11,2000,3,27ab8bd5-ec8c-4d56-a64a-3fec62880d42,8,3,2fb4a83b-a996-40aa-8ad0-16a02f406976,49.09683492279075,49.09683492279075,49.09683492279075,49.09683492279075,74.82735972073297,,5,7
12,0,2,d44ef42c-fb01-451a-9b20-99a15af58fdd,6,2,52fa0c14-abfb-43ec-8a9f-8f623a4c2400,57.34394224516691,57.34394224516691,57.34394224516691,57.34394224516691,64.87235216345948,,5,6
13,1000,2,f528570d-65cc-44cc-b7c8-3da974d712fd,7,2,52fa0c14-abfb-43ec-8a9f-8f623a4c2400,57.691682502152545,64.87235216345948,64.87235216345948,64.87235216345948,67.27672498780886,,5,7
14,1,0,d44ef42c-fb01-451a-9b20-99a15af58fdd,6,0,52fa0c14-abfb-43ec-8a9f-8f623a4c2400,58.0,58.0,58.0,58.0,65.32326782360873,,6,7
15,1,1,d44ef42c-fb01-451a-9b20-99a15af58fdd,6,1,e1a29bc8-7d3f-4a40-9929-78aea229b1c2,58.0,58.0,58.0,58.0,89.38187626094113,,6,7
16,0,3,d44ef42c-fb01-451a-9b20-99a15af58fdd,6,3,24fa1727-edbd-4167-9469-a29c362bb52b,64.87235216345948,64.87235216345948,64.87235216345948,64.87235216345948,89.95738451084026,,6,5
17,1000,3,f528570d-65cc-44cc-b7c8-3da974d712fd,7,3,03e78254-1b54-4417-8eea-b21f08153fb1,67.27672498780886,67.27672498780886,67.27672498780886,67.27672498780886,91.23954447036107,,6,6
18,2002,0,27ab8bd5-ec8c-4d56-a64a-3fec62880d42,8,0,52fa0c14-abfb-43ec-8a9f-8f623a4c2400,70.0,70.0,70.0,70.0,78.37776914756685,,7,5
19,2002,1,27ab8bd5-ec8c-4d56-a64a-3fec62880d42,8,1,970ed4d3-9a45-44b8-8de3-ca264d50546b,70.0,78.10371883371755,78.10371883371755,78.10371883371755,134.74971699204337,,7,5
20,1002,0,f528570d-65cc-44cc-b7c8-3da974d712fd,7,0,52fa0c14-abfb-43ec-8a9f-8f623a4c2400,70.0,78.37776914756685,78.37776914756685,78.37776914756685,85.24692873025873,,8,5
21,1002,1,f528570d-65cc-44cc-b7c8-3da974d712fd,7,1,970ed4d3-9a45-44b8-8de3-ca264d50546b,70.0,78.10371883371755,78.10371883371755,78.10371883371755,134.74971699204337,,8,5
22,2000,4,27ab8bd5-ec8c-4d56-a64a-3fec62880d42,8,16,88c35ade-4216-4faf-a5a0-4d3f516e5733,74.82735972073297,74.82735972073297,74.82735972073297,74.82735972073297,95.61950684213932,,8,5
23,2001,2,27ab8bd5-ec8c-4d56-a64a-3fec62880d42,8,2,52fa0c14-abfb-43ec-8a9f-8f623a4c2400,78.10371883371755,78.10371883371755,78.10371883371755,78.10371883371755,83.41807901842604,,8,4
24,2,0,d44ef42c-fb01-451a-9b20-99a15af58fdd,6,0,52fa0c14-abfb-43ec-8a9f-8f623a4c2400,79.0,85.24692873025873,85.24692873025873,85.24692873025873,92.43464195196988,,9,3
25,2,1,d44ef42c-fb01-451a-9b20-99a15af58fdd,6,1,bbb05220-4192-4027-8708-11fc26a801c4,79.0,86.22156735475899,86.22156735475899,86.22156735475899,116.96659980544831,,9,3
26,2001,3,27ab8bd5-ec8c-4d56-a64a-3fec62880d42,8,3,2fb4a83b-a996-40aa-8ad0-16a02f406976,83.41807901842604,83.41807901842604,83.41807901842604,83.41807901842604,111.66981724006422,,9,4
27,1001,2,f528570d-65cc-44cc-b7c8-3da974d712fd,7,2,52fa0c14-abfb-43ec-8a9f-8f623a4c2400,86.22156735475899,86.22156735475899,86.22156735475899,86.22156735475899,95.19003135576664,,9,3
28,1,2,d44ef42c-fb01-451a-9b20-99a15af58fdd,6,2,52fa0c14-abfb-43ec-8a9f-8f623a4c2400,89.38187626094113,95.19003135576664,95.19003135576664,95.19003135576664,97.17912248627526,,9,3
29,0,4,d44ef42c-fb01-451a-9b20-99a15af58fdd,6,14,c1e957e7-1695-4719-88c6-dccefa43563f,89.95738451084026,89.95738451084026,89.95738451084026,89.95738451084026,92.04872556346176,,9,4
30,1000,4,f528570d-65cc-44cc-b7c8-3da974d712fd,7,15,90b04c71-56cb-4078-a11a-2d3afb13826a,91.23954447036107,91.23954447036107,91.23954447036107,91.23954447036107,102.6027710801023,,9,4
31,1003,0,f528570d-65cc-44cc-b7c8-3da974d712fd,7,0,52fa0c14-abfb-43ec-8a9f-8f623a4c2400,94.0,94.0,94.0,94.0,101.46723894394958,,9,5
32,1003,1,f528570d-65cc-44cc-b7c8-3da974d712fd,7,1,e1a29bc8-7d3f-4a40-9929-78aea229b1c2,94.0,94.0,94.0,94.0,124.13976900919916,,9,5
33,1001,3,f528570d-65cc-44cc-b7c8-3da974d712fd,7,3,24fa1727-edbd-4167-9469-a29c362bb52b,95.19003135576664,95.19003135576664,95.19003135576664,95.19003135576664,119.08090321802868,,9,3
34,1,3,d44ef42c-fb01-451a-9b20-99a15af58fdd,6,3,03e78254-1b54-4417-8eea-b21f08153fb1,97.17912248627526,97.17912248627526,97.17912248627526,97.17912248627526,124.3679009412177,,8,4
35,3,0,d44ef42c-fb01-451a-9b20-99a15af58fdd,6,0,52fa0c14-abfb-43ec-8a9f-8f623a4c2400,108.0,108.0,108.0,108.0,115.63456974065787,,8,5
36,3,1,d44ef42c-fb01-451a-9b20-99a15af58fdd,6,1,bbb05220-4192-4027-8708-11fc26a801c4,108.0,116.96659980544831,116.96659980544831,116.96659980544831,173.63706120208678,,8,5
37,2003,0,27ab8bd5-ec8c-4d56-a64a-3fec62880d42,8,0,52fa0c14-abfb-43ec-8a9f-8f623a4c2400,111.0,115.63456974065787,115.63456974065787,115.63456974065787,122.41969857508266,,9,4
38,2003,1,27ab8bd5-ec8c-4d56-a64a-3fec62880d42,8,1,bbb05220-4192-4027-8708-11fc26a801c4,111.0,116.96659980544831,116.96659980544831,116.96659980544831,173.63706120208678,,9,4
39,2001,4,27ab8bd5-ec8c-4d56-a64a-3fec62880d42,8,16,88c35ade-4216-4faf-a5a0-4d3f516e5733,111.66981724006422,111.66981724006422,111.66981724006422,111.66981724006422,130.80459413764208,,9,5
40,2,2,d44ef42c-fb01-451a-9b20-99a15af58fdd,6,2,52fa0c14-abfb-43ec-8a9f-8f623a4c2400,116.96659980544831,116.96659980544831,116.96659980544831,116.96659980544831,125.00745945494377,,9,4
41,1001,4,f528570d-65cc-44cc-b7c8-3da974d712fd,7,15,90b04c71-56cb-4078-a11a-2d3afb13826a,119.08090321802868,119.08090321802868,119.08090321802868,119.08090321802868,129.32361231107853,,9,4
42,1003,2,f528570d-65cc-44cc-b7c8-3da974d712fd,7,2,52fa0c14-abfb-43ec-8a9f-8f623a4c2400,124.13976900919916,125.00745945494377,125.00745945494377,125.00745945494377,129.0781584981339,,9,5
43,1,4,d44ef42c-fb01-451a-9b20-99a15af58fdd,6,14,c1e957e7-1695-4719-88c6-dccefa43563f,124.3679009412177,124.3679009412177,124.3679009412177,124.3679009412177,126.78251152853858,,9,6
44,2,3,d44ef42c-fb01-451a-9b20-99a15af58fdd,6,3,2fb4a83b-a996-40aa-8ad0-16a02f406976,125.00745945494377,125.00745945494377,125.00745945494377,125.00745945494377,150.99538405368372,,9,5
45,1003,3,f528570d-65cc-44cc-b7c8-3da974d712fd,7,3,24fa1727-edbd-4167-9469-a29c362bb52b,129.0781584981339,129.0781584981339,129.0781584981339,129.0781584981339,157.2055490717405,,8,6
46,1004,0,f528570d-65cc-44cc-b7c8-3da974d712fd,7,0,52fa0c14-abfb-43ec-8a9f-8f623a4c2400,133.0,133.0,133.0,133.0,140.03117045044326,,7,7
47,1004,1,f528570d-65cc-44cc-b7c8-3da974d712fd,7,1,e1a29bc8-7d3f-4a40-9929-78aea229b1c2,133.0,133.0,133.0,133.0,164.41459409924985,,7,7
48,2002,2,27ab8bd5-ec8c-4d56-a64a-3fec62880d42,8,2,52fa0c14-abfb-43ec-8a9f-8f623a4c2400,134.74971699204337,134.74971699204337,134.74971699204337,134.74971699204337,146.26377710848337,,7,6
49,1002,2,f528570d-65cc-44cc-b7c8-3da974d712fd,7,2,52fa0c14-abfb-43ec-8a9f-8f623a4c2400,134.74971699204337,134.74971699204337,134.74971699204337,134.74971699204337,146.26377710848337,,7,6
50,2004,0,27ab8bd5-ec8c-4d56-a64a-3fec62880d42,8,0,52fa0c14-abfb-43ec-8a9f-8f623a4c2400,139.0,140.03117045044326,140.03117045044326,140.03117045044326,147.17749834134224,,8,5
51,2004,1,27ab8bd5-ec8c-4d56-a64a-3fec62880d42,8,1,970ed4d3-9a45-44b8-8de3-ca264d50546b,139.0,139.0,139.0,139.0,169.8338824226035,,8,5
52,4,0,d44ef42c-fb01-451a-9b20-99a15af58fdd,6,0,52fa0c14-abfb-43ec-8a9f-8f623a4c2400,142.0,147.17749834134224,147.17749834134224,147.17749834134224,154.58987534076576,,9,4
53,4,1,d44ef42c-fb01-451a-9b20-99a15af58fdd,6,1,e1a29bc8-7d3f-4a40-9929-78aea229b1c2,142.0,164.41459409924985,164.41459409924985,164.41459409924985,237.7838975086297,,9,4
54,2002,3,27ab8bd5-ec8c-4d56-a64a-3fec62880d42,8,3,03e78254-1b54-4417-8eea-b21f08153fb1,146.26377710848337,146.26377710848337,146.26377710848337,146.26377710848337,198.92072210513186,,9,5
55,1002,3,f528570d-65cc-44cc-b7c8-3da974d712fd,7,3,03e78254-1b54-4417-8eea-b21f08153fb1,146.26377710848337,146.26377710848337,146.26377710848337,146.26377710848337,198.92072210513186,,9,5
56,2,4,d44ef42c-fb01-451a-9b20-99a15af58fdd,6,14,c1e957e7-1695-4719-88c6-dccefa43563f,150.99538405368372,150.99538405368372,150.99538405368372,150.99538405368372,153.5015626329787,,9,5
57,1003,4,f528570d-65cc-44cc-b7c8-3da974d712fd,7,15,90b04c71-56cb-4078-a11a-2d3afb13826a,157.2055490717405,157.2055490717405,157.2055490717405,157.2055490717405,167.17916793320035,,8,7
58,1005,0,f528570d-65cc-44cc-b7c8-3da974d712fd,7,0,52fa0c14-abfb-43ec-8a9f-8f623a4c2400,160.0,160.0,160.0,160.0,167.04110627285175,,9,6
