,worker_id,worker_creation_timestamp,instance_id,model_id,instance_loaded_timestamp,worker_mem_size_gb
0,22003666-7888-4d22-8fec-460f5aae33c2,0,afc75065-b148-4eb8-9d53-a2e42a6dcfa6,1,0,24
1,5af84c2f-1ee5-4772-9be6-c71f10dc81a9,0,93afdff0-4b5a-4fc2-90a8-bbe1ee7069af,1,0,24
2,4bee22ef-9896-4313-b80f-fe990218548b,0,185ec146-d82b-4a1d-a65e-8fe32bb74978,1,0,24
3,9a955c34-6c78-4ff7-a9d9-f49e1809a86e,0,afd970ab-0ba0-4134-807c-07ec154821ac,3,0,6
4,b03902e8-1041-4bc6-ba01-7252d11631b5,0,67acae06-e8e3-4625-8b06-291e15e51fca,3,0,6
5,b1796444-30aa-4c42-a930-cb0caed4ad13,0,5ff40753-8291-4971-b055-8fc0602dc3e7,3,0,6
6,1a5d9b3c-3b3d-4af4-a87d-ecd5c01f620c,0,cf371e4f-1d94-49a9-b844-c87922774992,0,0,6
7,1a5d9b3c-3b3d-4af4-a87d-ecd5c01f620c,0,2eb3dc00-f8d1-4a45-a7e7-b274077c4600,2,0,6
8,d7f80e1f-12b7-4338-8d0b-068bad2f5729,0,8532fffd-04de-415a-a3c6-3619e16286b6,14,0,6
9,7f5c60ff-c33a-41d2-9bcc-458443a3ea30,0,7c0b6f3c-0874-4ef3-a104-4953d99df924,15,0,6
10,c6e350de-c1a8-4a5e-abb4-39fa1d046a81,0,3fc1af5e-12e0-4be6-b20a-63a56d31be78,16,0,6
