,client_id,job_id,workflow_id,task_id,drop_time,create_time,arrival_time,slo,deadline
0,0,59,6,0,2287.0000000000005,2279.8000000000006,2287.0000000000005,0,2279.8000000000006
1,2,10134,8,0,5186.999999999986,5179.7999999999865,5186.999999999986,0,5179.7999999999865
2,1,5138,7,0,5254.7999999999865,5247.599999999987,5254.7999999999865,0,5247.599999999987
3,1,5178,7,0,6750.799999999979,6743.599999999979,6750.799999999979,0,6743.599999999979
4,2,10178,8,0,6901.799999999978,6894.5999999999785,6901.799999999978,0,6894.5999999999785
5,2,10179,8,0,6938.999999999978,6931.799999999978,6938.999999999978,0,6931.799999999978
6,0,221,6,0,8518.39999999998,8511.199999999979,8518.39999999998,0,8511.199999999979
7,1,5226,7,0,8574.39999999998,8567.199999999979,8574.39999999998,0,8567.199999999979
8,1,5239,7,0,9047.999999999989,9040.799999999988,9047.999999999989,0,9040.799999999988
9,1,5271,7,0,10267.400000000012,10260.200000000012,10267.400000000012,0,10260.200000000012
10,1,5272,7,0,10300.600000000013,10293.400000000012,10300.600000000013,0,10293.400000000012
11,1,5334,7,0,12665.000000000058,12657.800000000057,12665.000000000058,0,12657.800000000057
12,2,10337,8,0,12978.600000000064,12971.400000000063,12978.600000000064,0,12971.400000000063
13,0,370,6,0,14073.200000000088,14066.000000000087,14073.200000000088,0,14066.000000000087
14,0,377,6,0,14322.600000000093,14315.400000000092,14322.600000000093,0,14315.400000000092
15,2,10374,8,0,14344.000000000091,14336.80000000009,14344.000000000091,0,14336.80000000009
16,2,10418,8,0,15994.800000000123,15987.600000000122,15994.800000000123,0,15987.600000000122
17,0,461,6,0,17608.400000000154,17601.200000000154,17608.400000000154,0,17601.200000000154
18,1,5494,7,0,18800.000000000175,18792.800000000174,18800.000000000175,0,18792.800000000174
19,2,10519,8,0,19849.000000000196,19841.800000000196,19849.000000000196,0,19841.800000000196
20,2,10525,8,0,20077.2000000002,20070.0000000002,20077.2000000002,0,20070.0000000002
21,0,539,6,0,20582.00000000021,20574.80000000021,20582.00000000021,0,20574.80000000021
22,2,10567,8,0,21635.60000000023,21628.40000000023,21635.60000000023,0,21628.40000000023
23,2,10616,8,0,23629.400000000267,23622.200000000266,23629.400000000267,0,23622.200000000266
24,1,5622,7,0,23710.600000000268,23703.400000000267,23710.600000000268,0,23703.400000000267
25,0,620,6,0,23731.20000000027,23724.00000000027,23731.20000000027,0,23724.00000000027
26,2,10622,8,0,23865.60000000027,23858.40000000027,23865.60000000027,0,23858.40000000027
27,2,10661,8,0,25315.4000000003,25308.2000000003,25315.4000000003,0,25308.2000000003
28,1,5704,7,0,26808.000000000327,26800.800000000327,26808.000000000327,0,26800.800000000327
29,0,709,6,0,27144.000000000335,27136.800000000334,27144.000000000335,0,27136.800000000334
30,1,5717,7,0,27329.600000000337,27322.400000000336,27329.600000000337,0,27322.400000000336
31,1,5738,7,0,28111.800000000352,28104.60000000035,28111.800000000352,0,28104.60000000035
32,0,769,6,0,29421.00000000038,29413.800000000378,29421.00000000038,0,29413.800000000378
33,1,5800,7,0,30521.200000000397,30514.000000000397,30521.200000000397,0,30514.000000000397
34,0,812,6,0,31070.60000000041,31063.40000000041,31070.60000000041,0,31063.40000000041
35,0,856,6,0,32734.40000000044,32727.20000000044,32734.40000000044,0,32727.20000000044
36,1,5884,7,0,33770.000000000364,33762.80000000037,33770.000000000364,0,33762.80000000037
37,2,10897,8,0,34318.600000000326,34311.40000000033,34318.600000000326,0,34311.40000000033
38,0,905,6,0,34649.2000000003,34642.000000000306,34649.2000000003,0,34642.000000000306
39,2,10921,8,0,35341.400000000256,35334.20000000026,35341.400000000256,0,35334.20000000026
40,2,10931,8,0,35737.40000000023,35730.20000000023,35737.40000000023,0,35730.20000000023
41,2,10966,8,0,37068.400000000125,37061.20000000013,37068.400000000125,0,37061.20000000013
42,2,10972,8,0,37284.60000000011,37277.40000000011,37284.60000000011,0,37277.40000000011
43,2,11047,8,0,40119.59999999989,40112.39999999989,40119.59999999989,0,40112.39999999989
44,2,11056,8,0,40465.39999999986,40458.199999999866,40465.39999999986,0,40458.199999999866
45,2,11057,8,0,40509.59999999986,40502.39999999986,40509.59999999986,0,40502.39999999986
46,2,11101,8,0,42158.39999999973,42151.199999999735,42158.39999999973,0,42151.199999999735
47,0,1151,6,0,44106.39999999959,44099.19999999959,44106.39999999959,0,44099.19999999959
48,1,6183,7,0,45282.79999999949,45275.5999999995,45282.79999999949,0,45275.5999999995
49,2,11198,8,0,45875.79999999945,45868.59999999945,45875.79999999945,0,45868.59999999945
50,1,6239,7,0,47360.99999999933,47353.79999999933,47360.99999999933,0,47353.79999999933
51,1,6293,7,0,49420.79999999917,49413.599999999176,49420.79999999917,0,49413.599999999176
52,2,11295,8,0,49580.19999999917,49572.99999999917,49580.19999999917,0,49572.99999999917
53,0,1328,6,0,50884.79999999907,50877.599999999074,50884.79999999907,0,50877.599999999074
54,2,11329,8,0,50898.99999999907,50891.79999999907,50898.99999999907,0,50891.79999999907
55,0,1373,6,0,52650.79999999894,52643.59999999894,52650.79999999894,0,52643.59999999894
56,2,11392,8,0,53288.599999998885,53281.39999999889,53288.599999998885,0,53281.39999999889
57,1,6422,7,0,54547.5999999988,54540.3999999988,54547.5999999988,0,54540.3999999988
58,2,11431,8,0,54777.39999999877,54770.199999998775,54777.39999999877,0,54770.199999998775
59,0,1432,6,0,54956.59999999877,54949.39999999877,54956.59999999877,0,54949.39999999877
60,2,11491,8,0,57065.3999999986,57058.1999999986,57065.3999999986,0,57058.1999999986
61,2,11499,8,0,57378.999999998574,57371.79999999858,57378.999999998574,0,57371.79999999858
62,2,11522,8,0,58267.59999999851,58260.39999999851,58267.59999999851,0,58260.39999999851
63,0,1547,6,0,59304.599999998434,59297.39999999844,59304.599999998434,0,59297.39999999844
64,0,1560,6,0,59797.1999999984,59789.9999999984,59797.1999999984,0,59789.9999999984
65,2,11596,8,0,61021.39999999829,61014.199999998295,61021.39999999829,0,61014.199999998295
66,1,6628,7,0,62446.7999999982,62439.5999999982,62446.7999999982,0,62439.5999999982
67,2,11651,8,0,63125.39999999813,63118.199999998134,63125.39999999813,0,63118.199999998134
