,time,client_id,workflow_id,job_id,task_id,model_id,worker_id
0,20.0,1,7,1000,0,0,N/A
1,20.0,1,7,1000,1,1,N/A
2,20.0,1,7,1000,0,0,6fa88f20-7a73-4629-9eb3-1106eb6266a9
3,20.0,1,7,1000,1,1,9101c0eb-8add-40f8-8b1e-e3adac83d737
4,28.0,2,8,2000,0,0,N/A
5,28.0,2,8,2000,1,1,N/A
6,28.0,2,8,2000,0,0,6fa88f20-7a73-4629-9eb3-1106eb6266a9
7,28.0,2,8,2000,1,1,dbb3bb04-8d95-4b39-a435-2adad654ca77
8,29.0,0,6,0,0,0,N/A
9,29.0,0,6,0,1,1,N/A
10,29.0,0,6,0,0,0,6fa88f20-7a73-4629-9eb3-1106eb6266a9
11,29.0,0,6,0,1,1,adda0b27-2fd6-455c-92f6-54c4940820f8
12,48.57614991820692,1,7,1000,2,2,6fa88f20-7a73-4629-9eb3-1106eb6266a9
13,52.0,1,7,1001,0,0,N/A
14,52.0,1,7,1001,1,1,N/A
15,52.0,1,7,1001,0,0,6fa88f20-7a73-4629-9eb3-1106eb6266a9
16,52.0,1,7,1001,1,1,9101c0eb-8add-40f8-8b1e-e3adac83d737
17,56.30244040004824,1,7,1000,3,3,e39d9b4c-a7ae-496d-a83b-b3bea81dd525
18,57.0,2,8,2001,0,0,N/A
19,57.0,2,8,2001,1,1,N/A
20,57.0,2,8,2001,0,0,6fa88f20-7a73-4629-9eb3-1106eb6266a9
21,57.0,2,8,2001,1,1,dbb3bb04-8d95-4b39-a435-2adad654ca77
22,58.79455828917931,0,6,0,2,2,6fa88f20-7a73-4629-9eb3-1106eb6266a9
23,59.51592220509838,2,8,2000,2,2,6fa88f20-7a73-4629-9eb3-1106eb6266a9
24,64.0,0,6,1,0,0,N/A
25,64.0,0,6,1,1,1,N/A
26,64.0,0,6,1,0,0,6fa88f20-7a73-4629-9eb3-1106eb6266a9
27,64.0,0,6,1,1,1,adda0b27-2fd6-455c-92f6-54c4940820f8
28,68.72069086484407,0,6,0,3,3,082f26e6-20d0-4d11-b348-a33ff5a5a996
29,83.12412314005357,1,7,1000,4,15,75f3bf6f-b395-4f2a-9e9f-eb0987fff649
30,85.0,1,7,1002,0,0,N/A
31,85.0,1,7,1002,1,1,N/A
32,85.0,1,7,1002,0,0,6fa88f20-7a73-4629-9eb3-1106eb6266a9
33,85.0,1,7,1002,1,1,9101c0eb-8add-40f8-8b1e-e3adac83d737
