,client_id,workflow_id,job_id,task_id,worker_id,worker_arrival_time,exec_start_time,exec_end_time,deadline
0,1,7,1000,0,6fa88f20-7a73-4629-9eb3-1106eb6266a9,20.0,20.0,27.503599352232005,160
1,2,8,2000,0,6fa88f20-7a73-4629-9eb3-1106eb6266a9,28.0,28.0,34.96886288509591,188
2,0,6,0,0,6fa88f20-7a73-4629-9eb3-1106eb6266a9,29.0,34.96886288509591,42.40133408788505,153
3,1,7,1000,1,9101c0eb-8add-40f8-8b1e-e3adac83d737,20.0,20.0,48.57614991820692,160
4,1,7,1000,2,6fa88f20-7a73-4629-9eb3-1106eb6266a9,48.57614991820692,48.57614991820692,56.30244040004824,160
5,0,6,0,1,adda0b27-2fd6-455c-92f6-54c4940820f8,29.0,29.0,58.79455828917931,153
6,1,7,1001,0,6fa88f20-7a73-4629-9eb3-1106eb6266a9,52.0,52.0,59.18425955786685,192
7,2,8,2000,1,dbb3bb04-8d95-4b39-a435-2adad654ca77,28.0,28.0,59.51592220509838,188
8,2,8,2001,0,6fa88f20-7a73-4629-9eb3-1106eb6266a9,57.0,59.18425955786685,66.00802016254003,217
9,0,6,0,2,6fa88f20-7a73-4629-9eb3-1106eb6266a9,58.79455828917931,58.79455828917931,68.72069086484407,153
10,0,6,1,0,6fa88f20-7a73-4629-9eb3-1106eb6266a9,64.0,66.00802016254003,73.01375324938766,188
11,1,7,1000,3,e39d9b4c-a7ae-496d-a83b-b3bea81dd525,56.30244040004824,56.30244040004824,83.12412314005357,160
12,1,7,1001,1,9101c0eb-8add-40f8-8b1e-e3adac83d737,52.0,52.0,85.52985653627437,192
13,2,8,2000,2,6fa88f20-7a73-4629-9eb3-1106eb6266a9,59.51592220509838,68.72069086484407,85.60284132682,188
14,1,7,1001,2,6fa88f20-7a73-4629-9eb3-1106eb6266a9,85.52985653627437,85.60284132682,88.56422815437527,192
15,2,8,2001,1,dbb3bb04-8d95-4b39-a435-2adad654ca77,57.0,59.51592220509838,88.6480595583028,217
16,1,7,1002,0,6fa88f20-7a73-4629-9eb3-1106eb6266a9,85.0,85.0,92.2801049697091,225
17,0,6,0,3,082f26e6-20d0-4d11-b348-a33ff5a5a996,68.72069086484407,68.72069086484407,92.587518365042,153
18,1,7,1000,4,75f3bf6f-b395-4f2a-9e9f-eb0987fff649,83.12412314005357,83.12412314005357,93.57707949379551,160
19,0,6,1,1,adda0b27-2fd6-455c-92f6-54c4940820f8,64.0,64.0,95.01109107401405,188
20,0,6,0,4,c482b36a-9b06-4fea-b12d-95f56fd534f0,92.587518365042,92.587518365042,95.26510633861017,153
21,2,8,2001,2,6fa88f20-7a73-4629-9eb3-1106eb6266a9,88.6480595583028,88.6480595583028,101.57165185472468,217
22,0,6,2,0,6fa88f20-7a73-4629-9eb3-1106eb6266a9,89.0,92.2801049697091,102.01302864529653,213
