,time,worker_id,event
0,32.0,N/A,[Job Arrival at Scheduler (Job 2000)] ++
1,32.0,7c9f43b4-29cf-4cb5-876c-3415dd410ec9,[Task Arrival (Job 2000 - Task 0) at [Worker_id:7c9f43b4-29cf-4cb5-876c-3415dd410ec9]] ---
2,32.0,7c9f43b4-29cf-4cb5-876c-3415dd410ec9,"[Batch 65eedfa9-d85f-4f35-aead-c6ce6b11f77f Start (Jobs 2000) at Worker 7c9f43b4-29cf-4cb5-876c-3415dd410ec9, Model 16]"
3,36.0,N/A,[Job Arrival at Scheduler (Job 1000)] ++
4,36.0,cba70037-3c9d-481b-b0c1-a70ea1b908b3,[Task Arrival (Job 1000 - Task 0) at [Worker_id:cba70037-3c9d-481b-b0c1-a70ea1b908b3]] ---
5,36.0,cba70037-3c9d-481b-b0c1-a70ea1b908b3,"[Batch 37712232-601c-4449-b2f6-020fea126479 Start (Jobs 1000) at Worker cba70037-3c9d-481b-b0c1-a70ea1b908b3, Model 15]"
6,40.0,N/A,[Job Arrival at Scheduler (Job 0)] ++
7,40.0,c06ad526-4cbe-4845-81c9-ccf1a64bf17f,[Task Arrival (Job 0 - Task 0) at [Worker_id:c06ad526-4cbe-4845-81c9-ccf1a64bf17f]] ---
8,40.0,616f889f-f4ee-44b2-9658-471776092c2a,[Task Arrival (Job 0 - Task 1) at [Worker_id:616f889f-f4ee-44b2-9658-471776092c2a]] ---
9,40.0,c06ad526-4cbe-4845-81c9-ccf1a64bf17f,"[Batch 89ecada9-d95a-45d2-896d-6307def234cd Start (Jobs 0) at Worker c06ad526-4cbe-4845-81c9-ccf1a64bf17f, Model 0]"
10,40.0,616f889f-f4ee-44b2-9658-471776092c2a,"[Batch 341dd0a4-4a0d-4283-a1cc-711fd354e161 Start (Jobs 0) at Worker 616f889f-f4ee-44b2-9658-471776092c2a, Model 1]"
11,44.873252931440575,cba70037-3c9d-481b-b0c1-a70ea1b908b3,[Batch 37712232-601c-4449-b2f6-020fea126479 End (Jobs 1000) at Worker cba70037-3c9d-481b-b0c1-a70ea1b908b3]
12,44.873252931440575,c06ad526-4cbe-4845-81c9-ccf1a64bf17f,"[Tasks Arrival at Worker (Job ID, Task ID: [(1000, 1)]) at c06ad526-4cbe-4845-81c9-ccf1a64bf17f] ---"
13,44.873252931440575,af512dc2-06fd-4037-af98-f3c666e10ce8,"[Tasks Arrival at Worker (Job ID, Task ID: [(1000, 2)]) at af512dc2-06fd-4037-af98-f3c666e10ce8] ---"
14,44.873252931440575,af512dc2-06fd-4037-af98-f3c666e10ce8,"[Batch afc42509-06c4-4f89-9720-75eec23bebee Start (Jobs 1000) at Worker af512dc2-06fd-4037-af98-f3c666e10ce8, Model 1]"
15,46.96886288509591,c06ad526-4cbe-4845-81c9-ccf1a64bf17f,[Batch 89ecada9-d95a-45d2-896d-6307def234cd End (Jobs 0) at Worker c06ad526-4cbe-4845-81c9-ccf1a64bf17f]
16,46.96886288509591,c06ad526-4cbe-4845-81c9-ccf1a64bf17f,"[Batch 9e208a5d-bed4-4dee-b483-73ffce4a0667 Start (Jobs 1000) at Worker c06ad526-4cbe-4845-81c9-ccf1a64bf17f, Model 0]"
17,52.83871468184041,7c9f43b4-29cf-4cb5-876c-3415dd410ec9,[Batch 65eedfa9-d85f-4f35-aead-c6ce6b11f77f End (Jobs 2000) at Worker 7c9f43b4-29cf-4cb5-876c-3415dd410ec9]
18,52.83871468184041,c06ad526-4cbe-4845-81c9-ccf1a64bf17f,"[Tasks Arrival at Worker (Job ID, Task ID: [(2000, 1)]) at c06ad526-4cbe-4845-81c9-ccf1a64bf17f] ---"
19,52.83871468184041,af512dc2-06fd-4037-af98-f3c666e10ce8,"[Tasks Arrival at Worker (Job ID, Task ID: [(2000, 2)]) at af512dc2-06fd-4037-af98-f3c666e10ce8] ---"
20,54.40133408788505,c06ad526-4cbe-4845-81c9-ccf1a64bf17f,[Batch 9e208a5d-bed4-4dee-b483-73ffce4a0667 End (Jobs 1000) at Worker c06ad526-4cbe-4845-81c9-ccf1a64bf17f]
21,54.40133408788505,c06ad526-4cbe-4845-81c9-ccf1a64bf17f,"[Batch 5190c0a0-7167-40f1-9829-80af0d8ea54c Start (Jobs 2000) at Worker c06ad526-4cbe-4845-81c9-ccf1a64bf17f, Model 0]"
22,61.87748636014516,c06ad526-4cbe-4845-81c9-ccf1a64bf17f,[Batch 5190c0a0-7167-40f1-9829-80af0d8ea54c End (Jobs 2000) at Worker c06ad526-4cbe-4845-81c9-ccf1a64bf17f]
23,64.0,N/A,[Job Arrival at Scheduler (Job 1001)] ++
24,64.0,cba70037-3c9d-481b-b0c1-a70ea1b908b3,[Task Arrival (Job 1001 - Task 0) at [Worker_id:cba70037-3c9d-481b-b0c1-a70ea1b908b3]] ---
25,64.0,cba70037-3c9d-481b-b0c1-a70ea1b908b3,"[Batch e8db6bc2-e2f2-4cd7-b1f9-6c54c349fb74 Start (Jobs 1001) at Worker cba70037-3c9d-481b-b0c1-a70ea1b908b3, Model 15]"
26,69.0,N/A,[Job Arrival at Scheduler (Job 2001)] ++
27,69.0,N/A,[Job Arrival at Scheduler (Job 1)] ++
28,69.0,7c9f43b4-29cf-4cb5-876c-3415dd410ec9,[Task Arrival (Job 2001 - Task 0) at [Worker_id:7c9f43b4-29cf-4cb5-876c-3415dd410ec9]] ---
29,69.0,c06ad526-4cbe-4845-81c9-ccf1a64bf17f,[Task Arrival (Job 1 - Task 0) at [Worker_id:c06ad526-4cbe-4845-81c9-ccf1a64bf17f]] ---
30,69.0,616f889f-f4ee-44b2-9658-471776092c2a,[Task Arrival (Job 1 - Task 1) at [Worker_id:616f889f-f4ee-44b2-9658-471776092c2a]] ---
31,69.0,7c9f43b4-29cf-4cb5-876c-3415dd410ec9,"[Batch c06f3d68-963e-4898-8156-db9db72a8e3b Start (Jobs 2001) at Worker 7c9f43b4-29cf-4cb5-876c-3415dd410ec9, Model 16]"
32,69.0,c06ad526-4cbe-4845-81c9-ccf1a64bf17f,"[Batch f30c7f34-63c8-4082-8996-f7d184aea701 Start (Jobs 1) at Worker c06ad526-4cbe-4845-81c9-ccf1a64bf17f, Model 0]"
33,71.51592220509838,616f889f-f4ee-44b2-9658-471776092c2a,[Batch 341dd0a4-4a0d-4283-a1cc-711fd354e161 End (Jobs 0) at Worker 616f889f-f4ee-44b2-9658-471776092c2a]
34,71.51592220509838,c06ad526-4cbe-4845-81c9-ccf1a64bf17f,"[Tasks Arrival at Worker (Job ID, Task ID: [(0, 2)]) at c06ad526-4cbe-4845-81c9-ccf1a64bf17f] ---"
35,71.51592220509838,616f889f-f4ee-44b2-9658-471776092c2a,"[Batch cc22616e-3430-4043-8224-8ea97266f39a Start (Jobs 1) at Worker 616f889f-f4ee-44b2-9658-471776092c2a, Model 1]"
36,71.51592220509838,c06ad526-4cbe-4845-81c9-ccf1a64bf17f,"[Batch 3f5ab94e-2794-4417-83f3-06fdd158774d Start (Jobs 0) at Worker c06ad526-4cbe-4845-81c9-ccf1a64bf17f, Model 2]"
37,73.75470495537914,c06ad526-4cbe-4845-81c9-ccf1a64bf17f,[Batch 3f5ab94e-2794-4417-83f3-06fdd158774d End (Jobs 0) at Worker c06ad526-4cbe-4845-81c9-ccf1a64bf17f]
38,73.75470495537914,acbd626c-5197-4895-871e-98d580c7ce54,"[Tasks Arrival at Worker (Job ID, Task ID: [(0, 3)]) at acbd626c-5197-4895-871e-98d580c7ce54] ---"
39,73.75470495537914,acbd626c-5197-4895-871e-98d580c7ce54,"[Batch fad28641-e288-4558-b3db-ac6c4325b0b4 Start (Jobs 0) at Worker acbd626c-5197-4895-871e-98d580c7ce54, Model 3]"
40,73.91192091048558,cba70037-3c9d-481b-b0c1-a70ea1b908b3,[Batch e8db6bc2-e2f2-4cd7-b1f9-6c54c349fb74 End (Jobs 1001) at Worker cba70037-3c9d-481b-b0c1-a70ea1b908b3]
41,73.91192091048558,c06ad526-4cbe-4845-81c9-ccf1a64bf17f,"[Tasks Arrival at Worker (Job ID, Task ID: [(1001, 1)]) at c06ad526-4cbe-4845-81c9-ccf1a64bf17f] ---"
42,73.91192091048558,c3bef392-7e9d-42f6-ad0f-762b854dbb6b,"[Tasks Arrival at Worker (Job ID, Task ID: [(1001, 2)]) at c3bef392-7e9d-42f6-ad0f-762b854dbb6b] ---"
43,73.91192091048558,c3bef392-7e9d-42f6-ad0f-762b854dbb6b,"[Batch 67a14c2b-8ffa-4722-abc2-99c239874b07 Start (Jobs 1001) at Worker c3bef392-7e9d-42f6-ad0f-762b854dbb6b, Model 1]"
44,74.66781122061988,af512dc2-06fd-4037-af98-f3c666e10ce8,[Batch afc42509-06c4-4f89-9720-75eec23bebee End (Jobs 1000) at Worker af512dc2-06fd-4037-af98-f3c666e10ce8]
45,74.66781122061988,c06ad526-4cbe-4845-81c9-ccf1a64bf17f,"[Tasks Arrival at Worker (Job ID, Task ID: [(1000, 3)]) at c06ad526-4cbe-4845-81c9-ccf1a64bf17f] ---"
46,74.66781122061988,af512dc2-06fd-4037-af98-f3c666e10ce8,"[Batch a28594ac-7330-4be8-8076-7d8ef74f419c Start (Jobs 2000) at Worker af512dc2-06fd-4037-af98-f3c666e10ce8, Model 1]"
47,74.66781122061988,c06ad526-4cbe-4845-81c9-ccf1a64bf17f,"[Batch aad16ac2-aab5-414d-8a08-7b344afb3249 Start (Jobs 1000) at Worker c06ad526-4cbe-4845-81c9-ccf1a64bf17f, Model 2]"
48,76.85610026278655,c06ad526-4cbe-4845-81c9-ccf1a64bf17f,[Batch f30c7f34-63c8-4082-8996-f7d184aea701 End (Jobs 1) at Worker c06ad526-4cbe-4845-81c9-ccf1a64bf17f]
49,76.85610026278655,c06ad526-4cbe-4845-81c9-ccf1a64bf17f,"[Batch 64981801-e80c-4cc1-9e49-a45c4d9f23bc Start (Jobs 1001) at Worker c06ad526-4cbe-4845-81c9-ccf1a64bf17f, Model 0]"
50,83.85798748800664,c06ad526-4cbe-4845-81c9-ccf1a64bf17f,[Batch 64981801-e80c-4cc1-9e49-a45c4d9f23bc End (Jobs 1001) at Worker c06ad526-4cbe-4845-81c9-ccf1a64bf17f]
51,91.54996168259581,c06ad526-4cbe-4845-81c9-ccf1a64bf17f,[Batch aad16ac2-aab5-414d-8a08-7b344afb3249 End (Jobs 1000) at Worker c06ad526-4cbe-4845-81c9-ccf1a64bf17f]
52,91.54996168259581,20fa6022-9911-4a72-9652-d33fd66f4ca8,"[Tasks Arrival at Worker (Job ID, Task ID: [(1000, 4)]) at 20fa6022-9911-4a72-9652-d33fd66f4ca8] ---"
