,worker_id,instance_id,model_id,idle_time_s,idle_percent_worker_lifetime,mean_batch_size,std_batch_size
0,4ec3178d-f9ed-47cd-be0f-a2934ec982ef,e28d4a2f-de4a-40c8-bf9f-ea843e5d3802,2,23175.77110355441,92.19074501375259,1.003968253968254,0.06299407883487121
1,d92fb1d4-bde3-47e0-af07-0f71c24516f3,a6e3326d-ef8d-4730-b6a6-9b56ba0886d2,15,23436.9080768465,93.22952003491001,1.0,0.0
2,0f039e96-b202-485a-96a4-79e1574a56e7,538570db-59c2-43c6-b9e7-3a632debb877,3,22770.745168393947,90.57959505263617,1.0,0.0
3,e8990eb4-1c90-4839-9cb0-da5b83722279,5e6e00f6-54bf-4266-9c78-bd38e73d15d7,3,22959.730608778096,91.33135897315118,1.0,0.0
4,2cbe11ce-1cd3-44b9-90a6-16ca40db827c,566c74b0-2c5e-4f77-ab3f-c63aae766274,1,22248.73593917834,88.50309802777295,1.0,0.0
5,4ec3178d-f9ed-47cd-be0f-a2934ec982ef,ab8b856f-33e0-404a-8c03-4db8f40149c8,0,23179.091704727914,92.20395401097262,1.003968253968254,0.0629940788348712
6,d2d2571a-642a-41fc-b1d4-81a9f3ffcc6e,2eae5f91-99cd-46ad-8300-82b02b02af12,1,22426.830366736907,89.21153866114217,1.0,0.0
7,a3cc2e26-0c12-4ca0-98d0-0097567c922d,9e40abb8-bc38-4b90-9fea-e126a23f6b81,16,22788.323467841925,90.64951965255317,1.0,0.0
8,6c6d909a-e728-462d-8a51-caa886eb6546,97f0b174-db80-46b4-a915-964e3a5f57c9,14,24703.322065882545,98.26717977979614,1.0,0.0
9,e33ff873-29e5-4976-84a0-36649a14a5ab,a3955029-cbfa-438c-9a48-d6f68869e770,1,22439.73196454425,89.26285984085233,1.0,0.0
10,f57770e1-ed3d-4f00-afe1-7d763685af8a,2e117bb7-d98a-4251-b315-7f8b52a80d86,3,22951.459331917657,91.29845671619621,1.0,0.0
