,worker_id,worker_creation_timestamp,instance_id,model_id,instance_loaded_timestamp
0,41c448c7-25b5-4740-944a-836118ddcc25,0,4564a8e0-2ed4-4de4-8c92-f8d7129a094d,1,0
1,8364c68b-0ab0-49c4-8a6c-75b3809abf3d,0,dff4cb4b-85c4-405e-8b53-67c851aceecc,1,0
2,43d8adca-f0ed-498d-878a-e5f249914a9d,0,b910c1ba-fc8e-4989-8fea-e2c86c5e9633,1,0
3,6ef1797f-53b5-4465-8d32-7e5fc13485eb,0,07ed5ea6-2a55-463f-b885-093d0035da7b,3,0
4,ac2ec692-d4b4-4aa2-9829-c06cc8df3a18,0,0a0e42e0-9877-4b6e-8ab3-7370e620b281,3,0
5,fdee6dec-e5b1-49d0-8824-fd26bcb57fe2,0,fd036605-73a6-483d-9a8a-52a271f5adcd,3,0
6,742424d3-8d5d-4b67-ba1d-adca6ee715e4,0,48a40629-e23a-4ac1-8cf2-3c20931bfa15,0,0
7,742424d3-8d5d-4b67-ba1d-adca6ee715e4,0,4d6ec6af-ea82-4a4c-808f-712c84c8d9db,2,0
8,e4ac2c36-8172-4d6f-a8ab-afa323c5a36c,0,3c3708f6-505a-43d4-b898-a0d6cf6ca3fc,14,0
9,f82a59f2-209a-464a-ad5d-3b0b2be2525c,0,12401b04-be74-4415-a968-85aa7ce03bdd,15,0
10,7eba93e2-779c-448f-a735-4f078c1598a1,0,c7bc6241-56bd-405c-be0d-817b532b5b61,16,0
