,job_id,task_id,client_id,workflow_id,model_id,executing_worker_id,arrival_at_scheduler_timestamp,last_dep_dispatch_timestamp,arrival_at_worker_timestamp,execution_start_timestamp,execution_end_timestamp,dropped_timestamp,curr_unfinished_jobs,curr_idle_instances,executing_worker_qlen_at_arrival
0,0,0,504df68e-2e2f-414e-950d-daddce33dd3c,6,0,e61355be-2a8e-44a8-8a99-95fc935ef628,59.0,59.0,59.0,59.0,66.17402783459448,,1,11,1.0
1,0,1,504df68e-2e2f-414e-950d-daddce33dd3c,6,1,e3338aaa-cdb5-4e48-b104-e219d7bb4488,59.0,59.0,59.0,59.0,92.86428752355253,,1,11,1.0
2,1000,0,f37c7bcd-3c1f-4c7f-a448-d28ce22398e7,7,15,7b99cc0a-3737-4d4c-a169-30703700ec65,59.0,59.0,59.0,59.0,69.02098335287278,,2,11,1.0
3,2000,0,223111d0-96c2-4f9a-ba06-89552a918c08,8,16,8e2be369-3613-4991-bf42-e16e4a8c8a07,63.0,63.0,63.0,63.0,89.31876509172248,,3,8,1.0
4,0,2,504df68e-2e2f-414e-950d-daddce33dd3c,6,2,e61355be-2a8e-44a8-8a99-95fc935ef628,,92.86428752355253,92.86428752355253,92.86428752355253,102.01241476241947,,3,8,1.0
5,1000,1,f37c7bcd-3c1f-4c7f-a448-d28ce22398e7,7,0,e61355be-2a8e-44a8-8a99-95fc935ef628,,69.02098335287278,69.02098335287278,69.02098335287278,76.57188007346429,,3,9,1.0
6,1000,2,f37c7bcd-3c1f-4c7f-a448-d28ce22398e7,7,1,e3987963-b243-472b-95e1-ea8b17f5ea41,,69.02098335287278,69.02098335287278,69.02098335287278,99.08424285885403,,3,9,1.0
7,1000,3,f37c7bcd-3c1f-4c7f-a448-d28ce22398e7,7,2,e61355be-2a8e-44a8-8a99-95fc935ef628,,99.08424285885403,99.08424285885403,102.01241476241947,108.31697570199674,,3,8,1.0
8,2000,1,223111d0-96c2-4f9a-ba06-89552a918c08,8,0,e61355be-2a8e-44a8-8a99-95fc935ef628,,89.31876509172248,89.31876509172248,89.31876509172248,96.73198471614455,,3,9,1.0
9,2000,2,223111d0-96c2-4f9a-ba06-89552a918c08,8,1,e3987963-b243-472b-95e1-ea8b17f5ea41,,89.31876509172248,89.31876509172248,99.08424285885403,130.23054200907484,,3,9,1.0
10,2000,3,223111d0-96c2-4f9a-ba06-89552a918c08,8,2,e61355be-2a8e-44a8-8a99-95fc935ef628,,130.23054200907484,130.23054200907484,130.23054200907484,139.7493230487057,,3,9,1.0
11,0,3,504df68e-2e2f-414e-950d-daddce33dd3c,6,3,48bda507-aca8-452e-9d71-bdddc8c91a2e,,102.01241476241947,102.01241476241947,102.01241476241947,128.21399978363917,,3,10,1.0
12,1000,4,f37c7bcd-3c1f-4c7f-a448-d28ce22398e7,7,3,912e80a1-724e-450c-a057-f308afa788a6,,108.31697570199674,108.31697570199674,108.31697570199674,135.71187611508202,,3,9,1.0
13,1001,0,f37c7bcd-3c1f-4c7f-a448-d28ce22398e7,7,15,7b99cc0a-3737-4d4c-a169-30703700ec65,119.0,119.0,119.0,119.0,129.25178645505648,,4,8,1.0
14,2001,0,223111d0-96c2-4f9a-ba06-89552a918c08,8,16,8e2be369-3613-4991-bf42-e16e4a8c8a07,123.0,123.0,123.0,123.0,141.73797744867687,,5,7,1.0
15,1,0,504df68e-2e2f-414e-950d-daddce33dd3c,6,0,e61355be-2a8e-44a8-8a99-95fc935ef628,127.0,127.0,127.0,127.0,134.44640954389462,,6,6,1.0
16,1,1,504df68e-2e2f-414e-950d-daddce33dd3c,6,1,e3987963-b243-472b-95e1-ea8b17f5ea41,127.0,127.0,127.0,130.23054200907484,158.9649418461883,,6,6,1.0
17,0,4,504df68e-2e2f-414e-950d-daddce33dd3c,6,14,961e9557-408a-4c59-9a15-6194dace5204,,128.21399978363917,128.21399978363917,128.21399978363917,130.96418408563676,,6,6,1.0
18,1001,1,f37c7bcd-3c1f-4c7f-a448-d28ce22398e7,7,0,e61355be-2a8e-44a8-8a99-95fc935ef628,,129.25178645505648,129.25178645505648,134.44640954389462,141.95172880474158,,6,6,1.0
19,1001,2,f37c7bcd-3c1f-4c7f-a448-d28ce22398e7,7,1,02b5a658-855f-4cd7-a85d-9648d899c72f,,129.25178645505648,129.25178645505648,129.25178645505648,161.60099679210563,,6,6,1.0
20,1,2,504df68e-2e2f-414e-950d-daddce33dd3c,6,2,e61355be-2a8e-44a8-8a99-95fc935ef628,,158.9649418461883,158.9649418461883,158.9649418461883,166.56885220723822,,5,6,1.0
21,2000,4,223111d0-96c2-4f9a-ba06-89552a918c08,8,3,be293129-aa0e-4eb8-ba44-e9c315615cfa,,139.7493230487057,139.7493230487057,139.7493230487057,167.0435263357867,,4,7,1.0
22,2001,1,223111d0-96c2-4f9a-ba06-89552a918c08,8,0,e61355be-2a8e-44a8-8a99-95fc935ef628,,141.73797744867687,141.73797744867687,141.95172880474158,148.88455577160693,,4,7,1.0
23,2001,2,223111d0-96c2-4f9a-ba06-89552a918c08,8,1,02b5a658-855f-4cd7-a85d-9648d899c72f,,141.73797744867687,141.73797744867687,161.60099679210563,194.431615030008,,4,7,1.0
24,1001,3,f37c7bcd-3c1f-4c7f-a448-d28ce22398e7,7,2,e61355be-2a8e-44a8-8a99-95fc935ef628,,161.60099679210563,161.60099679210563,166.56885220723822,172.80935036199813,,4,8,1.0
