,time,event
0,18.0,"[18] [Event ID: 0] Job Sent to Scheduler {'job': [Job 1000, Workflow 7], 'from_client_id': UUID('c3015c93-a0e6-427a-9b3f-1f1a30eef55e'), 'ignore_transfer_time': False}"
1,18.88,"[18.88] [Event ID: 1] Job Arrival at Scheduler {'job': [Job 1000, Workflow 7]}"
2,18.88,"[18.88] [Event ID: 2] Tasks Assigned to Worker {'tasks': [[Job ID 1000, Task ID 0]], 'worker_id': UUID('2d910a4f-0b10-47b5-89ca-b5352331c1d5'), 'force_instance_id': UUID('049c5e1b-a9fb-41f6-8abc-bd9277b83399')}"
3,18.88,"[18.88] [Event ID: 2] Tasks Assigned to Worker {'tasks': [[Job ID 1000, Task ID 1]], 'worker_id': UUID('655cf4c3-9927-4399-b5c5-34d6273af166'), 'force_instance_id': UUID('02cb7d5f-30a6-4d04-84d3-52c463c0ca78')}"
4,18.88,"[18.88] [Event ID: 4] Tasks Inputs Sent to Worker {'tasks': [[Job ID 1000, Task ID 0]], 'from_worker_id': UUID('10b077f6-58ca-4d50-b3fa-0e122cc53932'), 'to_worker_id': UUID('2d910a4f-0b10-47b5-89ca-b5352331c1d5'), 'force_instance_id': UUID('049c5e1b-a9fb-41f6-8abc-bd9277b83399'), 'ignore_transfer_time': False}"
5,18.88,"[18.88] [Event ID: 4] Tasks Inputs Sent to Worker {'tasks': [[Job ID 1000, Task ID 1]], 'from_worker_id': UUID('10b077f6-58ca-4d50-b3fa-0e122cc53932'), 'to_worker_id': UUID('655cf4c3-9927-4399-b5c5-34d6273af166'), 'force_instance_id': UUID('02cb7d5f-30a6-4d04-84d3-52c463c0ca78'), 'ignore_transfer_time': False}"
6,18.959999999999997,"[18.959999999999997] [Event ID: 5] Tasks Inputs Arrival at Worker {'tasks': [[Job ID 1000, Task ID 0]], 'from_worker_id': UUID('10b077f6-58ca-4d50-b3fa-0e122cc53932'), 'to_worker_id': UUID('2d910a4f-0b10-47b5-89ca-b5352331c1d5'), 'force_instance_id': UUID('049c5e1b-a9fb-41f6-8abc-bd9277b83399')}"
7,18.959999999999997,"[18.959999999999997] [Event ID: 13] Batch Started at Worker {'batch': [Batch d2b6fd0f-fa26-43fc-b67e-d7b87b5589ad | Model ID 0] <Jobs [1000]>, 'model_instance_id': UUID('049c5e1b-a9fb-41f6-8abc-bd9277b83399'), 'worker_id': UUID('2d910a4f-0b10-47b5-89ca-b5352331c1d5')}"
8,19.68,"[19.68] [Event ID: 5] Tasks Inputs Arrival at Worker {'tasks': [[Job ID 1000, Task ID 1]], 'from_worker_id': UUID('10b077f6-58ca-4d50-b3fa-0e122cc53932'), 'to_worker_id': UUID('655cf4c3-9927-4399-b5c5-34d6273af166'), 'force_instance_id': UUID('02cb7d5f-30a6-4d04-84d3-52c463c0ca78')}"
9,19.68,"[19.68] [Event ID: 13] Batch Started at Worker {'batch': [Batch f0951fa2-ff7b-4a80-85e8-9f331236c3eb | Model ID 1] <Jobs [1000]>, 'model_instance_id': UUID('02cb7d5f-30a6-4d04-84d3-52c463c0ca78'), 'worker_id': UUID('655cf4c3-9927-4399-b5c5-34d6273af166')}"
10,23.0,"[23] [Event ID: 0] Job Sent to Scheduler {'job': [Job 0, Workflow 6], 'from_client_id': UUID('f26ca974-cb6e-48d0-bf08-6b83c3d64e8d'), 'ignore_transfer_time': False}"
11,23.88,"[23.88] [Event ID: 1] Job Arrival at Scheduler {'job': [Job 0, Workflow 6]}"
12,23.88,"[23.88] [Event ID: 2] Tasks Assigned to Worker {'tasks': [[Job ID 0, Task ID 1]], 'worker_id': UUID('10b077f6-58ca-4d50-b3fa-0e122cc53932'), 'force_instance_id': UUID('a40eca7f-8c4b-491b-942c-d7dbab9582db')}"
13,23.88,"[23.88] [Event ID: 4] Tasks Inputs Sent to Worker {'tasks': [[Job ID 0, Task ID 1]], 'from_worker_id': UUID('10b077f6-58ca-4d50-b3fa-0e122cc53932'), 'to_worker_id': UUID('10b077f6-58ca-4d50-b3fa-0e122cc53932'), 'force_instance_id': UUID('a40eca7f-8c4b-491b-942c-d7dbab9582db'), 'ignore_transfer_time': False}"
14,23.88,"[23.88] [Event ID: 5] Tasks Inputs Arrival at Worker {'tasks': [[Job ID 0, Task ID 1]], 'from_worker_id': UUID('10b077f6-58ca-4d50-b3fa-0e122cc53932'), 'to_worker_id': UUID('10b077f6-58ca-4d50-b3fa-0e122cc53932'), 'force_instance_id': UUID('a40eca7f-8c4b-491b-942c-d7dbab9582db')}"
15,23.88,"[23.88] [Event ID: 13] Batch Started at Worker {'batch': [Batch 05b6cfd3-52f4-4dda-837b-b03ae50875c3 | Model ID 1] <Jobs [0]>, 'model_instance_id': UUID('a40eca7f-8c4b-491b-942c-d7dbab9582db'), 'worker_id': UUID('10b077f6-58ca-4d50-b3fa-0e122cc53932')}"
16,26.483755871547867,"[26.483755871547867] [Event ID: 11] Batch Finished at Worker {'batch': [Batch d2b6fd0f-fa26-43fc-b67e-d7b87b5589ad | Model ID 0] <Jobs [1000]>, 'model_instance_id': UUID('049c5e1b-a9fb-41f6-8abc-bd9277b83399'), 'worker_id': UUID('2d910a4f-0b10-47b5-89ca-b5352331c1d5')}"
