,job_id,task_id,client_id,workflow_id,model_id,executing_worker_id,arrival_at_scheduler_timestamp,last_dep_dispatch_timestamp,arrival_at_worker_timestamp,execution_start_timestamp,execution_end_timestamp,dropped_timestamp
0,0,0,c4230ebc-48ca-4d22-ad12-ca9760ab2705,6,0,e2d1a73d-bf8e-4322-94c1-2fb2b4575742,19.0,19.0,19.0,19.0,25.968225464495386,
1,0,1,c4230ebc-48ca-4d22-ad12-ca9760ab2705,6,1,a5b9b129-85f0-483c-ad50-383061e8466e,19.0,19.0,19.0,19.0,50.20838004717561,
2,1000,0,7725dbe5-483f-4425-9b8f-4edeb4e71146,7,15,db4e733f-3bdb-4c3c-ba5a-b62893e58bb5,24.0,24.0,24.0,24.0,32.07583067660738,
3,2000,0,46c2ee7e-e1ae-4518-b156-452b597d5be7,8,16,8f1a7fb6-05ce-4ba9-a23b-8d616559123c,26.0,26.0,26.0,26.0,43.86432450946626,
4,1000,1,7725dbe5-483f-4425-9b8f-4edeb4e71146,7,0,e2d1a73d-bf8e-4322-94c1-2fb2b4575742,32.07583067660738,,,32.07583067660738,38.82008952793507,
5,1000,2,7725dbe5-483f-4425-9b8f-4edeb4e71146,7,1,e9478790-673c-4e80-8d3d-b4449e539e47,32.07583067660738,32.07583067660738,32.07583067660738,32.07583067660738,64.0304477690254,
6,1,0,c4230ebc-48ca-4d22-ad12-ca9760ab2705,6,0,e2d1a73d-bf8e-4322-94c1-2fb2b4575742,43.0,43.0,43.0,43.0,49.832585597460664,
7,1,1,c4230ebc-48ca-4d22-ad12-ca9760ab2705,6,1,7e90b037-61ca-4bd9-be45-9d24d23630b1,43.0,43.0,43.0,43.0,74.91356631664824,
8,2000,1,46c2ee7e-e1ae-4518-b156-452b597d5be7,8,0,e2d1a73d-bf8e-4322-94c1-2fb2b4575742,43.86432450946626,,,49.832585597460664,57.75641688260046,
9,2000,2,46c2ee7e-e1ae-4518-b156-452b597d5be7,8,1,a5b9b129-85f0-483c-ad50-383061e8466e,43.86432450946626,43.86432450946626,43.86432450946626,50.20838004717561,82.60682867955757,
10,1001,0,7725dbe5-483f-4425-9b8f-4edeb4e71146,7,15,db4e733f-3bdb-4c3c-ba5a-b62893e58bb5,47.0,47.0,47.0,47.0,56.808703774314175,
11,0,2,c4230ebc-48ca-4d22-ad12-ca9760ab2705,6,2,e2d1a73d-bf8e-4322-94c1-2fb2b4575742,50.20838004717561,50.20838004717561,50.20838004717561,50.20838004717561,65.63975362698363,
12,2001,0,46c2ee7e-e1ae-4518-b156-452b597d5be7,8,16,8f1a7fb6-05ce-4ba9-a23b-8d616559123c,53.0,53.0,53.0,53.0,75.8723852204569,
13,1001,1,7725dbe5-483f-4425-9b8f-4edeb4e71146,7,0,e2d1a73d-bf8e-4322-94c1-2fb2b4575742,56.808703774314175,,,57.75641688260046,65.82399160055,
14,1001,2,7725dbe5-483f-4425-9b8f-4edeb4e71146,7,1,e9478790-673c-4e80-8d3d-b4449e539e47,56.808703774314175,56.808703774314175,56.808703774314175,64.0304477690254,96.7118557528753,
15,2,0,c4230ebc-48ca-4d22-ad12-ca9760ab2705,6,0,e2d1a73d-bf8e-4322-94c1-2fb2b4575742,58.0,58.0,58.0,65.82399160055,73.71446964707897,
16,2,1,c4230ebc-48ca-4d22-ad12-ca9760ab2705,6,1,7e90b037-61ca-4bd9-be45-9d24d23630b1,58.0,58.0,58.0,74.91356631664824,103.72547572597473,
17,1000,3,7725dbe5-483f-4425-9b8f-4edeb4e71146,7,2,e2d1a73d-bf8e-4322-94c1-2fb2b4575742,64.0304477690254,64.0304477690254,64.0304477690254,65.63975362698363,75.1693132496473,
18,0,3,c4230ebc-48ca-4d22-ad12-ca9760ab2705,6,3,bb0d9edd-f80e-4540-b71f-b0887e3cca2c,65.63975362698363,65.63975362698363,65.63975362698363,65.63975362698363,91.2389669128325,
19,2002,0,46c2ee7e-e1ae-4518-b156-452b597d5be7,8,16,8f1a7fb6-05ce-4ba9-a23b-8d616559123c,69.0,69.0,69.0,75.8723852204569,97.2297064783679,
20,1002,0,7725dbe5-483f-4425-9b8f-4edeb4e71146,7,15,db4e733f-3bdb-4c3c-ba5a-b62893e58bb5,73.0,73.0,73.0,73.0,82.06803655048455,
21,1,2,c4230ebc-48ca-4d22-ad12-ca9760ab2705,6,2,e2d1a73d-bf8e-4322-94c1-2fb2b4575742,74.91356631664824,74.91356631664824,74.91356631664824,75.1693132496473,87.23509604097731,
22,1000,4,7725dbe5-483f-4425-9b8f-4edeb4e71146,7,3,66c3f695-33cd-40fa-8f39-09ddd827d118,75.1693132496473,75.1693132496473,75.1693132496473,75.1693132496473,99.3367360888165,
23,2001,1,46c2ee7e-e1ae-4518-b156-452b597d5be7,8,0,e2d1a73d-bf8e-4322-94c1-2fb2b4575742,75.8723852204569,,,75.8723852204569,83.346385014971,
24,2001,2,46c2ee7e-e1ae-4518-b156-452b597d5be7,8,1,a5b9b129-85f0-483c-ad50-383061e8466e,75.8723852204569,75.8723852204569,75.8723852204569,82.60682867955757,115.12159466475097,
25,3,0,c4230ebc-48ca-4d22-ad12-ca9760ab2705,6,0,e2d1a73d-bf8e-4322-94c1-2fb2b4575742,80.0,80.0,80.0,83.346385014971,91.81376650551087,
26,3,1,c4230ebc-48ca-4d22-ad12-ca9760ab2705,6,1,e9478790-673c-4e80-8d3d-b4449e539e47,80.0,80.0,80.0,96.7118557528753,130.0114718296121,
27,1002,1,7725dbe5-483f-4425-9b8f-4edeb4e71146,7,0,e2d1a73d-bf8e-4322-94c1-2fb2b4575742,82.06803655048455,,,83.346385014971,91.81376650551087,
28,1002,2,7725dbe5-483f-4425-9b8f-4edeb4e71146,7,1,7e90b037-61ca-4bd9-be45-9d24d23630b1,82.06803655048455,82.06803655048455,82.06803655048455,103.72547572597473,135.18904495832464,
29,2000,3,46c2ee7e-e1ae-4518-b156-452b597d5be7,8,2,e2d1a73d-bf8e-4322-94c1-2fb2b4575742,82.60682867955757,82.60682867955757,82.60682867955757,87.23509604097731,95.09705282187905,
30,2003,0,46c2ee7e-e1ae-4518-b156-452b597d5be7,8,16,8f1a7fb6-05ce-4ba9-a23b-8d616559123c,85.0,85.0,85.0,97.2297064783679,122.93570358226012,
31,1003,0,7725dbe5-483f-4425-9b8f-4edeb4e71146,7,15,db4e733f-3bdb-4c3c-ba5a-b62893e58bb5,86.0,86.0,86.0,86.0,95.35695732954174,
32,1,3,c4230ebc-48ca-4d22-ad12-ca9760ab2705,6,3,b8be2d8f-bfa9-420e-8a40-10c6c53f7f22,87.23509604097731,87.23509604097731,87.23509604097731,87.23509604097731,114.94988999868556,
33,0,4,c4230ebc-48ca-4d22-ad12-ca9760ab2705,6,14,2d2609ae-2bb3-43af-a801-4f6b49e93804,91.2389669128325,91.2389669128325,91.2389669128325,91.2389669128325,93.68040044924294,
34,2000,4,46c2ee7e-e1ae-4518-b156-452b597d5be7,8,3,bb0d9edd-f80e-4540-b71f-b0887e3cca2c,95.09705282187905,95.09705282187905,95.09705282187905,95.09705282187905,119.77758072880556,
35,1003,1,7725dbe5-483f-4425-9b8f-4edeb4e71146,7,0,e2d1a73d-bf8e-4322-94c1-2fb2b4575742,95.35695732954174,,,95.35695732954174,102.90040076392852,
36,1003,2,7725dbe5-483f-4425-9b8f-4edeb4e71146,7,1,a5b9b129-85f0-483c-ad50-383061e8466e,95.35695732954174,95.35695732954174,95.35695732954174,115.12159466475097,166.12705308016672,
37,1001,3,7725dbe5-483f-4425-9b8f-4edeb4e71146,7,2,e2d1a73d-bf8e-4322-94c1-2fb2b4575742,96.7118557528753,96.7118557528753,96.7118557528753,96.7118557528753,108.50787664657577,
38,2002,1,46c2ee7e-e1ae-4518-b156-452b597d5be7,8,0,e2d1a73d-bf8e-4322-94c1-2fb2b4575742,97.2297064783679,,,102.90040076392852,109.81244061586372,
39,2002,2,46c2ee7e-e1ae-4518-b156-452b597d5be7,8,1,e9478790-673c-4e80-8d3d-b4449e539e47,97.2297064783679,97.2297064783679,97.2297064783679,130.0114718296121,185.65427481958713,
40,1004,0,7725dbe5-483f-4425-9b8f-4edeb4e71146,7,15,db4e733f-3bdb-4c3c-ba5a-b62893e58bb5,99.0,99.0,99.0,99.0,107.48100105939179,
41,2,2,c4230ebc-48ca-4d22-ad12-ca9760ab2705,6,2,e2d1a73d-bf8e-4322-94c1-2fb2b4575742,103.72547572597473,103.72547572597473,103.72547572597473,108.50787664657577,119.99417101115034,
42,2004,0,46c2ee7e-e1ae-4518-b156-452b597d5be7,8,16,8f1a7fb6-05ce-4ba9-a23b-8d616559123c,106.0,106.0,106.0,122.93570358226012,145.08545844243503,
43,4,0,c4230ebc-48ca-4d22-ad12-ca9760ab2705,6,0,e2d1a73d-bf8e-4322-94c1-2fb2b4575742,106.0,106.0,106.0,109.81244061586372,118.50185926523677,
44,4,1,c4230ebc-48ca-4d22-ad12-ca9760ab2705,6,1,7e90b037-61ca-4bd9-be45-9d24d23630b1,106.0,106.0,106.0,135.18904495832464,188.7526689366593,
45,1004,1,7725dbe5-483f-4425-9b8f-4edeb4e71146,7,0,e2d1a73d-bf8e-4322-94c1-2fb2b4575742,107.48100105939179,,,109.81244061586372,118.50185926523677,
46,1004,2,7725dbe5-483f-4425-9b8f-4edeb4e71146,7,1,a5b9b129-85f0-483c-ad50-383061e8466e,107.48100105939179,107.48100105939179,107.48100105939179,115.12159466475097,166.12705308016672,
47,1001,4,7725dbe5-483f-4425-9b8f-4edeb4e71146,7,3,66c3f695-33cd-40fa-8f39-09ddd827d118,108.50787664657577,108.50787664657577,108.50787664657577,108.50787664657577,133.01310630829914,
48,1,4,c4230ebc-48ca-4d22-ad12-ca9760ab2705,6,14,2d2609ae-2bb3-43af-a801-4f6b49e93804,114.94988999868556,114.94988999868556,114.94988999868556,114.94988999868556,117.59345936735323,
49,2001,3,46c2ee7e-e1ae-4518-b156-452b597d5be7,8,2,e2d1a73d-bf8e-4322-94c1-2fb2b4575742,115.12159466475097,115.12159466475097,115.12159466475097,119.99417101115034,127.28293433838391,
50,1005,0,7725dbe5-483f-4425-9b8f-4edeb4e71146,7,15,db4e733f-3bdb-4c3c-ba5a-b62893e58bb5,118.0,118.0,118.0,118.0,128.15088613744194,
51,2,3,c4230ebc-48ca-4d22-ad12-ca9760ab2705,6,3,b8be2d8f-bfa9-420e-8a40-10c6c53f7f22,119.99417101115034,119.99417101115034,119.99417101115034,119.99417101115034,145.55919201708335,
