,worker_id,worker_creation_timestamp,instance_id,model_id,instance_loaded_timestamp,worker_mem_size_gb
0,54633c98-5efe-4efd-b0c5-347361d6ffb4,0,5916530e-b0ad-456e-9e80-beb1862318e9,1,0,24
1,74646d54-dcce-4a7c-b145-e491a043c339,0,3ed8160c-8d6e-4df4-9ed3-23750dc81457,1,0,24
2,ae048233-1f79-480b-a018-03ac62519eaf,0,3a75461c-0e7b-43f9-ad00-3cadecb2a617,1,0,24
3,d0a1093c-5d9f-4707-bf0b-2d7b2d48bd42,0,44a098b8-e5d2-461e-a3fa-2909ca12e222,3,0,6
4,8a8ad6d8-b0a2-40ab-8538-bdd9dd729c04,0,b7f9c80b-a7b8-4934-91e7-aa1ce0eaced1,3,0,6
5,119dfe17-bee1-4566-866c-6bae7a273bd8,0,b94e846b-e113-4337-acb2-10b93ad3bfb4,3,0,6
6,986d4860-80cd-48e2-863b-f2276a2a0fa0,0,dc3068b5-7cc1-40fe-9d16-723d02692367,0,0,6
7,986d4860-80cd-48e2-863b-f2276a2a0fa0,0,896cefb3-e92e-4fb2-aa0b-697eeba12c61,2,0,6
8,5192ce7c-ef52-4285-bd54-62a33f1f6d5e,0,e8e82b36-3912-4721-8593-971a47e5821d,14,0,6
9,3b1d4044-54ea-42aa-a169-fa45b1fd76b9,0,8ecaafff-ca14-407e-ad02-df85be56a46a,15,0,6
10,4e04faaa-f9c1-4658-abdf-f8d41c3ef5cd,0,ac285b65-f5fc-4bfb-9d7b-0f7405e40295,16,0,6
