,workflow_id,task_id,mean_queueing_time,std_queueing_time,mean_dispatch_time,std_dispatch_time
0,6.0,0.0,2.2450102677436186,2.440163887920595,0.0,0.0
1,6.0,1.0,78.34220835173666,46.08007312640381,0.0,0.0
2,6.0,2.0,19.75235884745871,27.624846649525402,0.0,0.0
3,6.0,3.0,25.45466249616191,25.784157559051227,0.0,0.0
4,6.0,4.0,0.1403109207877406,0.4914332319255271,0.0,0.0
5,7.0,0.0,1.9783395338101073,2.3284507839525146,0.0,0.0
6,7.0,1.0,75.70901182262365,46.348118638366074,0.0,0.0
7,7.0,2.0,17.67252060400552,28.353498171277998,0.0,0.0
8,7.0,3.0,26.130999071364116,25.431904189257185,0.0,0.0
9,7.0,4.0,2.000797379139008,3.334098130512928,0.0,0.0
10,8.0,0.0,2.1700244133432505,2.3986812873116956,0.0,0.0
11,8.0,1.0,77.74449363191307,47.819638153607656,0.0,0.0
12,8.0,2.0,19.16198056159243,31.481769893434446,0.0,0.0
13,8.0,3.0,26.62474678668347,25.78579439972939,0.0,0.0
14,8.0,4.0,6.340562537798176,7.801343815775813,0.0,0.0
