,worker_id,worker_creation_timestamp,instance_id,model_id,instance_loaded_timestamp
0,e0541d97-7d35-41f5-bf49-5540c58f0237,0,8896385a-8847-4b30-953c-5a0120d25cda,1,0
1,1eedecf5-4e9f-4351-9116-aa9fc30c180e,0,f69a8f5c-83d3-4cd9-988f-303e7c6c2088,1,0
2,9661afeb-4ee5-4545-b4b6-5f0af73c9ea2,0,23c18be7-3bd0-4f2d-9463-17cd65e92a9c,1,0
3,85f423d2-5a37-4179-a477-e6b32ced9ea6,0,b93951d3-2f74-47e9-9ffa-265daf204f09,3,0
4,0b3dde25-aafd-42f1-ad03-b07655a2168a,0,fd48451c-1bda-4824-9abd-eabc1a6a86ae,3,0
5,46c6fc13-d6e7-405f-a7d2-da0ba547f176,0,92fe25ad-0342-488b-918e-bad98bcda86d,3,0
6,94acf485-982e-4411-8dfb-8e893425b012,0,c470cdc0-55d4-4a08-9393-66e46121532f,0,0
7,94acf485-982e-4411-8dfb-8e893425b012,0,c7752125-03d0-4710-b767-3ec165d3fec6,2,0
8,4e89c4d9-580e-4aeb-9ea0-ecc4fad05c74,0,30766f5e-76c6-45fc-8769-fd383dc88528,14,0
9,3f6b3ed6-31b4-40e4-987f-4d654f76777c,0,e37cfda9-3179-495d-b39a-9f0752167649,15,0
10,14867746-f18d-4092-a882-524605d38567,0,1d953f20-45be-4c31-8bd5-8d777adf2efc,16,0
