,workflow_id,task_id,mean_queueing_time,std_queueing_time,mean_dispatch_time,std_dispatch_time
0,6.0,0.0,1.391709296762448,2.2585783656890874,0.0,0.0
1,6.0,1.0,7.1385264574206895,9.199544960990574,0.0,0.0
2,6.0,2.0,2.868175381864856,4.094569505025544,0.0,0.0
3,6.0,3.0,1.487847859180652,3.780640421728245,0.0,0.0
4,6.0,4.0,0.015113234652138544,0.15925383347168143,0.0,0.0
5,7.0,0.0,0.0,0.0,0.0,0.0
6,7.0,1.0,1.5799665626941422,2.3746252327282815,0.0,0.0
7,7.0,2.0,9.276700491793306,9.904771427226443,0.0,0.0
8,7.0,3.0,2.5485312406411262,3.975868236640378,0.0,0.0
9,7.0,4.0,1.2687770825771127,3.5249999404564143,0.0,0.0
10,8.0,0.0,0.0057569372346097224,0.11338143885800468,0.0,0.0
11,8.0,1.0,1.509585264271349,2.327442152729671,0.0,0.0
12,8.0,2.0,8.786676023741574,10.055588258167868,0.0,0.0
13,8.0,3.0,2.7623808286125815,4.187644292549767,0.0,0.0
14,8.0,4.0,1.2328281565477512,3.4840390718713583,0.0,0.0
