,time,client_id,workflow_id,job_id,task_id,model_id,worker_id
0,16.0,2,8,2000,0,0,N/A
1,16.0,2,8,2000,1,1,N/A
2,16.0,2,8,2000,0,0,36f94f94-0b17-48e4-9201-f5575759245e
3,16.0,2,8,2000,1,1,a7d0264e-a2f2-4547-938a-f89413f4e980
4,26.0,0,6,0,0,0,N/A
5,26.0,0,6,0,1,1,N/A
6,26.0,0,6,0,0,0,36f94f94-0b17-48e4-9201-f5575759245e
7,26.0,0,6,0,1,1,f5267a98-258b-4812-aa22-6bae50f4a7ce
8,28.0,1,7,1000,0,0,N/A
9,28.0,1,7,1000,1,1,N/A
10,28.0,1,7,1000,0,0,36f94f94-0b17-48e4-9201-f5575759245e
11,28.0,1,7,1000,1,1,f4dcfc26-a42b-4a94-8511-973f996e30ab
12,43.0,2,8,2001,0,0,N/A
13,43.0,2,8,2001,1,1,N/A
14,43.0,2,8,2001,0,0,36f94f94-0b17-48e4-9201-f5575759245e
15,43.0,2,8,2001,1,1,a7d0264e-a2f2-4547-938a-f89413f4e980
16,46.54447833247127,2,8,2000,2,2,36f94f94-0b17-48e4-9201-f5575759245e
17,49.0,1,7,1001,0,0,N/A
18,49.0,1,7,1001,1,1,N/A
19,49.0,1,7,1001,0,0,36f94f94-0b17-48e4-9201-f5575759245e
20,49.0,1,7,1001,1,1,f5267a98-258b-4812-aa22-6bae50f4a7ce
21,49.09683492279075,2,8,2000,3,3,a0c952d0-d926-4b89-b920-8723ed810bf9
22,57.34394224516691,0,6,0,2,2,36f94f94-0b17-48e4-9201-f5575759245e
23,57.691682502152545,1,7,1000,2,2,36f94f94-0b17-48e4-9201-f5575759245e
24,58.0,0,6,1,0,0,N/A
25,58.0,0,6,1,1,1,N/A
26,58.0,0,6,1,0,0,36f94f94-0b17-48e4-9201-f5575759245e
27,58.0,0,6,1,1,1,f4dcfc26-a42b-4a94-8511-973f996e30ab
28,64.87235216345948,0,6,0,3,3,950d6fa0-fafa-4c3e-af8d-ce9d53dd7f98
29,67.27672498780886,1,7,1000,3,3,d3cf8705-3a80-4deb-b1b4-f24c37a051a1
30,70.0,2,8,2002,0,0,N/A
31,70.0,2,8,2002,1,1,N/A
32,70.0,1,7,1002,0,0,N/A
33,70.0,1,7,1002,1,1,N/A
34,70.0,2,8,2002,0,0,36f94f94-0b17-48e4-9201-f5575759245e
35,70.0,2,8,2002,1,1,a7d0264e-a2f2-4547-938a-f89413f4e980
36,70.0,1,7,1002,0,0,36f94f94-0b17-48e4-9201-f5575759245e
37,70.0,1,7,1002,1,1,f5267a98-258b-4812-aa22-6bae50f4a7ce
38,74.82735972073297,2,8,2000,4,16,82390f0a-deeb-4937-9da5-eed3e2a55542
39,78.10371883371755,2,8,2001,2,2,36f94f94-0b17-48e4-9201-f5575759245e
40,79.0,0,6,2,0,0,N/A
41,79.0,0,6,2,1,1,N/A
42,79.0,0,6,2,0,0,36f94f94-0b17-48e4-9201-f5575759245e
43,79.0,0,6,2,1,1,f4dcfc26-a42b-4a94-8511-973f996e30ab
44,83.41807901842604,2,8,2001,3,3,a0c952d0-d926-4b89-b920-8723ed810bf9
45,86.22156735475899,1,7,1001,2,2,36f94f94-0b17-48e4-9201-f5575759245e
46,89.38187626094113,0,6,1,2,2,36f94f94-0b17-48e4-9201-f5575759245e
47,89.95738451084026,0,6,0,4,14,f8ab2f6e-e456-4d08-aa4e-b1c582fcfa06
48,91.23954447036107,1,7,1000,4,15,925393a5-20ec-4fd2-9f7c-652bd350e852
49,94.0,1,7,1003,0,0,N/A
50,94.0,1,7,1003,1,1,N/A
51,94.0,1,7,1003,0,0,36f94f94-0b17-48e4-9201-f5575759245e
52,94.0,1,7,1003,1,1,a7d0264e-a2f2-4547-938a-f89413f4e980
53,95.19003135576664,1,7,1001,3,3,950d6fa0-fafa-4c3e-af8d-ce9d53dd7f98
54,97.17912248627526,0,6,1,3,3,d3cf8705-3a80-4deb-b1b4-f24c37a051a1
55,108.0,0,6,3,0,0,N/A
56,108.0,0,6,3,1,1,N/A
57,108.0,0,6,3,0,0,36f94f94-0b17-48e4-9201-f5575759245e
58,108.0,0,6,3,1,1,f5267a98-258b-4812-aa22-6bae50f4a7ce
59,109.88929098708314,2,8,2002,2,2,36f94f94-0b17-48e4-9201-f5575759245e
60,111.0,2,8,2003,0,0,N/A
61,111.0,2,8,2003,1,1,N/A
62,111.0,2,8,2003,0,0,36f94f94-0b17-48e4-9201-f5575759245e
63,111.0,2,8,2003,1,1,f4dcfc26-a42b-4a94-8511-973f996e30ab
64,111.66981724006422,2,8,2001,4,16,82390f0a-deeb-4937-9da5-eed3e2a55542
65,111.94016424478869,2,8,2002,3,3,a0c952d0-d926-4b89-b920-8723ed810bf9
66,116.96659980544831,1,7,1002,2,2,36f94f94-0b17-48e4-9201-f5575759245e
67,117.416864318101,0,6,2,2,2,36f94f94-0b17-48e4-9201-f5575759245e
68,119.08090321802868,1,7,1001,4,15,925393a5-20ec-4fd2-9f7c-652bd350e852
69,121.03729884863843,1,7,1002,3,3,950d6fa0-fafa-4c3e-af8d-ce9d53dd7f98
70,124.3679009412177,0,6,1,4,14,f8ab2f6e-e456-4d08-aa4e-b1c582fcfa06
71,124.60486800563376,0,6,2,3,3,d3cf8705-3a80-4deb-b1b4-f24c37a051a1
72,133.0,1,7,1004,0,0,N/A
73,133.0,1,7,1004,1,1,N/A
74,133.0,1,7,1004,0,0,36f94f94-0b17-48e4-9201-f5575759245e
75,133.0,1,7,1004,1,1,a7d0264e-a2f2-4547-938a-f89413f4e980
76,137.55035714842091,2,8,2002,4,16,82390f0a-deeb-4937-9da5-eed3e2a55542
77,139.0,2,8,2004,0,0,N/A
78,139.0,2,8,2004,1,1,N/A
79,139.0,2,8,2004,0,0,36f94f94-0b17-48e4-9201-f5575759245e
80,139.0,2,8,2004,1,1,f5267a98-258b-4812-aa22-6bae50f4a7ce
81,139.89661063730705,1,7,1003,2,2,36f94f94-0b17-48e4-9201-f5575759245e
82,142.0,0,6,4,0,0,N/A
83,142.0,0,6,4,1,1,N/A
84,142.0,0,6,4,0,0,36f94f94-0b17-48e4-9201-f5575759245e
85,142.0,0,6,4,1,1,f4dcfc26-a42b-4a94-8511-973f996e30ab
86,146.74089354255702,1,7,1002,4,15,925393a5-20ec-4fd2-9f7c-652bd350e852
87,147.47217528154818,0,6,3,2,2,36f94f94-0b17-48e4-9201-f5575759245e
88,147.60620046115912,1,7,1003,3,3,a0c952d0-d926-4b89-b920-8723ed810bf9
89,149.12638123189987,2,8,2003,2,2,36f94f94-0b17-48e4-9201-f5575759245e
90,149.7486087730191,0,6,2,4,14,f8ab2f6e-e456-4d08-aa4e-b1c582fcfa06
91,151.42798311859914,0,6,3,3,3,950d6fa0-fafa-4c3e-af8d-ce9d53dd7f98
92,158.31325197409922,2,8,2003,3,3,d3cf8705-3a80-4deb-b1b4-f24c37a051a1
93,160.0,1,7,1005,0,0,N/A
94,160.0,1,7,1005,1,1,N/A
95,160.0,1,7,1005,0,0,36f94f94-0b17-48e4-9201-f5575759245e
96,160.0,1,7,1005,1,1,a7d0264e-a2f2-4547-938a-f89413f4e980
97,164.0,0,6,5,0,0,N/A
98,164.0,0,6,5,1,1,N/A
99,164.0,0,6,5,0,0,36f94f94-0b17-48e4-9201-f5575759245e
100,164.0,0,6,5,1,1,f5267a98-258b-4812-aa22-6bae50f4a7ce
101,170.87885636763295,1,7,1004,2,2,36f94f94-0b17-48e4-9201-f5575759245e
102,173.6784503001678,1,7,1003,4,15,925393a5-20ec-4fd2-9f7c-652bd350e852
103,175.0,2,8,2005,0,0,N/A
104,175.0,2,8,2005,1,1,N/A
105,175.0,2,8,2005,0,0,36f94f94-0b17-48e4-9201-f5575759245e
106,175.0,2,8,2005,1,1,f4dcfc26-a42b-4a94-8511-973f996e30ab
107,175.75489576838652,1,7,1004,3,3,a0c952d0-d926-4b89-b920-8723ed810bf9
108,176.27126157637213,0,6,3,4,14,f8ab2f6e-e456-4d08-aa4e-b1c582fcfa06
109,179.37522910631859,2,8,2004,2,2,36f94f94-0b17-48e4-9201-f5575759245e
110,179.7396915665197,0,6,4,2,2,36f94f94-0b17-48e4-9201-f5575759245e
111,181.77120158791143,2,8,2003,4,16,82390f0a-deeb-4937-9da5-eed3e2a55542
112,183.37263611643976,2,8,2004,3,3,950d6fa0-fafa-4c3e-af8d-ce9d53dd7f98
113,186.31205176390205,0,6,4,3,3,d3cf8705-3a80-4deb-b1b4-f24c37a051a1
114,189.0,1,7,1006,0,0,N/A
115,189.0,1,7,1006,1,1,N/A
116,189.0,0,6,6,0,0,N/A
117,189.0,0,6,6,1,1,N/A
118,189.0,1,7,1006,0,0,36f94f94-0b17-48e4-9201-f5575759245e
119,189.0,1,7,1006,1,1,a7d0264e-a2f2-4547-938a-f89413f4e980
120,189.0,0,6,6,0,0,36f94f94-0b17-48e4-9201-f5575759245e
121,189.0,0,6,6,1,1,f5267a98-258b-4812-aa22-6bae50f4a7ce
122,199.90970491714845,1,7,1004,4,15,925393a5-20ec-4fd2-9f7c-652bd350e852
123,202.5722661131203,1,7,1005,2,2,36f94f94-0b17-48e4-9201-f5575759245e
124,207.0,2,8,2006,0,0,N/A
125,207.0,2,8,2006,1,1,N/A
126,207.0,2,8,2006,0,0,36f94f94-0b17-48e4-9201-f5575759245e
127,207.0,2,8,2006,1,1,f4dcfc26-a42b-4a94-8511-973f996e30ab
128,209.23920861154156,2,8,2004,4,16,82390f0a-deeb-4937-9da5-eed3e2a55542
129,209.53349525864164,0,6,4,4,14,f8ab2f6e-e456-4d08-aa4e-b1c582fcfa06
130,209.63666268404177,2,8,2005,2,2,36f94f94-0b17-48e4-9201-f5575759245e
131,210.441143968333,1,7,1005,3,3,a0c952d0-d926-4b89-b920-8723ed810bf9
132,212.34482460510787,0,6,5,2,2,36f94f94-0b17-48e4-9201-f5575759245e
133,213.0,1,7,1007,0,0,N/A
134,213.0,1,7,1007,1,1,N/A
135,213.0,1,7,1007,0,0,36f94f94-0b17-48e4-9201-f5575759245e
136,213.0,1,7,1007,1,1,a7d0264e-a2f2-4547-938a-f89413f4e980
137,216.0,0,6,7,0,0,N/A
138,216.0,0,6,7,1,1,N/A
139,216.0,0,6,7,0,0,36f94f94-0b17-48e4-9201-f5575759245e
140,216.0,0,6,7,1,1,f5267a98-258b-4812-aa22-6bae50f4a7ce
141,216.9767632815898,2,8,2005,3,3,950d6fa0-fafa-4c3e-af8d-ce9d53dd7f98
142,232.0,2,8,2007,0,0,N/A
143,232.0,2,8,2007,1,1,N/A
144,232.0,2,8,2007,0,0,36f94f94-0b17-48e4-9201-f5575759245e
145,232.0,2,8,2007,1,1,f4dcfc26-a42b-4a94-8511-973f996e30ab
146,234.4477161423232,1,7,1006,2,2,36f94f94-0b17-48e4-9201-f5575759245e
147,234.86985707392319,1,7,1005,4,15,925393a5-20ec-4fd2-9f7c-652bd350e852
148,239.07136725205743,0,6,5,3,3,d3cf8705-3a80-4deb-b1b4-f24c37a051a1
149,240.81510898104472,2,8,2006,2,2,36f94f94-0b17-48e4-9201-f5575759245e
150,242.72103220208882,2,8,2005,4,16,82390f0a-deeb-4937-9da5-eed3e2a55542
151,243.78668188861602,0,6,6,2,2,36f94f94-0b17-48e4-9201-f5575759245e
152,244.84606273432848,1,7,1006,3,3,a0c952d0-d926-4b89-b920-8723ed810bf9
153,245.0,1,7,1008,0,0,N/A
154,245.0,1,7,1008,1,1,N/A
155,245.0,0,6,8,0,0,N/A
156,245.0,0,6,8,1,1,N/A
157,245.0,1,7,1008,0,0,36f94f94-0b17-48e4-9201-f5575759245e
158,245.0,1,7,1008,1,1,a7d0264e-a2f2-4547-938a-f89413f4e980
159,245.0,0,6,8,0,0,36f94f94-0b17-48e4-9201-f5575759245e
160,245.0,0,6,8,1,1,f5267a98-258b-4812-aa22-6bae50f4a7ce
161,264.48938890379503,1,7,1007,2,2,36f94f94-0b17-48e4-9201-f5575759245e
