,workflow_id,task_id,mean_queueing_time,std_queueing_time,mean_dispatch_time,std_dispatch_time
0,6.0,0.0,1.2887176555651625,2.1503150557332593,0.0,0.0
1,6.0,1.0,0.09451461679594013,0.5974309010863805,0.0,0.0
2,6.0,2.0,1.9122309066751275,3.2095051311303955,1.5999999999992287,8.484577742848078e-13
3,6.0,3.0,0.20987886958087268,1.229111376629634,1.5999999999992285,8.483574656327025e-13
4,6.0,4.0,0.0,0.0,2.4000000000007726,8.483855268424405e-13
5,7.0,0.0,1.0780266570045092,1.9761994144215456,0.0,0.0
6,7.0,1.0,0.07786801862576771,0.5434812198834899,0.0,0.0
7,7.0,2.0,1.7791784348408946,3.2764324121924147,1.599999999999214,8.437052204308805e-13
8,7.0,3.0,0.1598319850450107,1.0621568539172221,1.599999999999212,8.43184363586484e-13
9,7.0,4.0,0.008812571037236011,0.14473783853292407,2.400000000000788,8.431095169638324e-13
10,8.0,0.0,1.1247861036913027,2.0034706881429454,0.0,0.0
11,8.0,1.0,0.056374995260746345,0.4530084446083986,0.0,0.0
12,8.0,2.0,1.8706173141656952,3.3805722124484485,1.5999999999992183,8.45329750218319e-13
13,8.0,3.0,0.16007836198519407,1.1468699414682197,1.599999999999218,8.452290640499995e-13
14,8.0,4.0,0.09254076921233843,0.8010528145867599,2.4000000000007815,8.456494040967442e-13
