,job_id,task_id,client_id,workflow_id,model_id,executing_worker_id,arrival_at_scheduler_timestamp,last_dep_dispatch_timestamp,arrival_at_worker_timestamp,execution_start_timestamp,execution_end_timestamp,dropped_timestamp,curr_unfinished_jobs,curr_idle_instances
0,1000,0,936f6f80-aefd-46c0-b40c-e5448a4c716a,7,0,faa132a8-4dd0-4b22-8cff-61b84dcc5264,18.0,18.0,18.0,18.0,25.52375587154787,,1,11
1,1000,1,936f6f80-aefd-46c0-b40c-e5448a4c716a,7,1,4dffe9d3-6579-4e81-a54a-b943400613e0,18.0,18.0,18.0,18.0,46.982060957919735,,1,11
2,0,0,dae82cfc-b7f9-45ce-9aa9-027b1755a61a,6,0,faa132a8-4dd0-4b22-8cff-61b84dcc5264,23.0,25.52375587154787,25.52375587154787,25.52375587154787,32.55339322195995,,2,9
3,0,1,dae82cfc-b7f9-45ce-9aa9-027b1755a61a,6,1,8d76bd98-831e-4fe2-9c47-3b279b430f19,23.0,23.0,23.0,23.0,53.77298677929664,,2,9
4,2000,0,9e530ac0-154f-482e-9c90-71780c742582,8,0,faa132a8-4dd0-4b22-8cff-61b84dcc5264,29.0,32.55339322195995,32.55339322195995,32.55339322195995,40.047073683819505,,3,8
5,2000,1,9e530ac0-154f-482e-9c90-71780c742582,8,1,baccb09c-f351-4698-808c-f858812a082a,29.0,29.0,29.0,29.0,63.44609995200923,,3,8
6,1000,2,936f6f80-aefd-46c0-b40c-e5448a4c716a,7,2,faa132a8-4dd0-4b22-8cff-61b84dcc5264,46.982060957919735,46.982060957919735,46.982060957919735,46.982060957919735,56.432757486821295,,3,9
7,1,0,dae82cfc-b7f9-45ce-9aa9-027b1755a61a,6,0,faa132a8-4dd0-4b22-8cff-61b84dcc5264,52.0,52.0,52.0,52.0,59.2353172595721,,4,8
8,1,1,dae82cfc-b7f9-45ce-9aa9-027b1755a61a,6,1,4dffe9d3-6579-4e81-a54a-b943400613e0,52.0,52.0,52.0,52.0,81.03316633719375,,4,8
9,1001,0,936f6f80-aefd-46c0-b40c-e5448a4c716a,7,0,faa132a8-4dd0-4b22-8cff-61b84dcc5264,53.0,59.2353172595721,59.2353172595721,59.2353172595721,66.82743228417661,,5,6
10,1001,1,936f6f80-aefd-46c0-b40c-e5448a4c716a,7,1,8d76bd98-831e-4fe2-9c47-3b279b430f19,53.0,53.77298677929664,53.77298677929664,53.77298677929664,87.83065727792174,,5,6
11,0,2,dae82cfc-b7f9-45ce-9aa9-027b1755a61a,6,2,faa132a8-4dd0-4b22-8cff-61b84dcc5264,53.77298677929664,56.432757486821295,56.432757486821295,56.432757486821295,61.309189459676766,,5,6
12,1000,3,936f6f80-aefd-46c0-b40c-e5448a4c716a,7,3,68b6aff9-aa7b-4b1f-9dea-7f710cb2a3cb,56.432757486821295,56.432757486821295,56.432757486821295,56.432757486821295,81.49083955704425,,5,6
13,0,3,dae82cfc-b7f9-45ce-9aa9-027b1755a61a,6,3,0e902d6c-78c6-4000-a498-b1e92beec6ee,61.309189459676766,61.309189459676766,61.309189459676766,61.309189459676766,83.75456533539204,,5,6
14,2000,2,9e530ac0-154f-482e-9c90-71780c742582,8,2,faa132a8-4dd0-4b22-8cff-61b84dcc5264,63.44609995200923,63.44609995200923,63.44609995200923,63.44609995200923,74.74652419195525,,5,6
15,2001,0,9e530ac0-154f-482e-9c90-71780c742582,8,0,faa132a8-4dd0-4b22-8cff-61b84dcc5264,65.0,66.82743228417661,66.82743228417661,66.82743228417661,74.0050071356119,,6,5
16,2001,1,9e530ac0-154f-482e-9c90-71780c742582,8,1,baccb09c-f351-4698-808c-f858812a082a,65.0,65.0,65.0,65.0,96.17909193269232,,6,5
