,worker_id,worker_creation_timestamp,instance_id,model_id,instance_loaded_timestamp,worker_mem_size_gb
0,c792349a-4c92-4ad5-b732-e73268032dd9,0,7005661e-ddd7-4948-a3e8-9f280626a021,1,0,24
1,85aebcc4-670a-4686-8e13-ced6adacaeca,0,0aca8ad6-5566-44ea-a23e-0211faa3d0bc,1,0,24
2,1525c9b4-e882-4f5f-9d8f-91adc99a9e70,0,51cfebad-6b7d-4e13-8308-907834375023,1,0,24
3,0d605b40-32aa-4321-8201-8df31cd8d388,0,c6143a89-1d48-4368-a81b-6544c0daca62,3,0,6
4,19637c86-19e4-4efb-b761-2d4493e3192b,0,320af9c6-879b-4af5-9dc9-9013a6f0fff7,3,0,6
5,2043b082-7e4d-409b-9718-671c68e2d628,0,3ecdc068-e8af-434a-a75b-3f61c8d65354,3,0,6
6,e228981c-7e5a-41ee-b7b0-b980f2947853,0,3dcd79d9-8923-4ba8-b321-2777d86c2b85,0,0,6
7,e228981c-7e5a-41ee-b7b0-b980f2947853,0,e9223da1-1d30-4df9-840e-7cb458f0ec37,2,0,6
8,bb72bd62-8f59-466a-aa7a-8ece15cdd920,0,a3eabd43-6255-4d1a-8a20-55104d4e6857,14,0,6
9,28a818ca-5fb4-4361-a353-5175b2f51a1e,0,18e06bbd-94db-4cd0-b594-8f49de1a1abc,15,0,6
10,ec3cc36d-120a-4d9a-95a5-fb0fe8ffabb4,0,c6ac3e83-45f4-48e8-a444-d7b9f816aef1,16,0,6
