,time,add_or_remove,worker_id
0,0,add,b063f71c-8e27-4aca-ba1e-d7819602f658
1,0,add,c84a4d92-80ef-4753-ba9b-2b44831c7bf1
2,0,add,f349fc3e-c0ab-4c3d-9204-eef48fea8606
3,0,add,a11b74f7-2783-46e4-ba32-5e9ac2caba33
4,0,add,d1a5dd5a-c04f-418b-9208-36b9e99404ae
5,0,add,bc64754f-ead6-4f13-b5e6-1cd88792a9f1
6,0,add,a95d07c3-6501-457d-831b-ee35f9d15257
7,0,add,81a850cb-2177-4fce-9b46-069971f0695a
8,0,add,b8c28be0-bb17-45f9-9600-c25a94262044
9,0,add,4d11f577-fb24-445b-8361-4a32b1c242d1
10,0,add,0e958c64-3076-4a7c-95e8-56fb7e998e93
