,time,event
0,16.0,"[16] [Event ID: 0] Job Sent to Scheduler {'job': [Job 2000, Workflow 8], 'from_client_id': UUID('723c1a77-c460-436d-8d82-b5d1b099cf38'), 'ignore_transfer_time': False}"
1,16.88,"[16.88] [Event ID: 1] Job Arrival at Scheduler {'job': [Job 2000, Workflow 8]}"
2,16.88,"[16.88] [Event ID: 10] Jobs Dropped {'job_task_ids': [(2000, 0)]}"
3,26.0,"[26] [Event ID: 0] Job Sent to Scheduler {'job': [Job 0, Workflow 6], 'from_client_id': UUID('fecde5bd-9ba5-4c4b-9180-1b1173fc1eb9'), 'ignore_transfer_time': False}"
4,26.88,"[26.88] [Event ID: 1] Job Arrival at Scheduler {'job': [Job 0, Workflow 6]}"
5,26.88,"[26.88] [Event ID: 10] Jobs Dropped {'job_task_ids': [(0, 0)]}"
6,28.0,"[28] [Event ID: 0] Job Sent to Scheduler {'job': [Job 1000, Workflow 7], 'from_client_id': UUID('d8b707b5-c67a-4a83-93b8-85f3536819e1'), 'ignore_transfer_time': False}"
7,28.88,"[28.88] [Event ID: 1] Job Arrival at Scheduler {'job': [Job 1000, Workflow 7]}"
8,28.88,"[28.88] [Event ID: 10] Jobs Dropped {'job_task_ids': [(1000, 0)]}"
9,43.0,"[43] [Event ID: 0] Job Sent to Scheduler {'job': [Job 2001, Workflow 8], 'from_client_id': UUID('723c1a77-c460-436d-8d82-b5d1b099cf38'), 'ignore_transfer_time': False}"
10,43.88,"[43.88] [Event ID: 1] Job Arrival at Scheduler {'job': [Job 2001, Workflow 8]}"
11,43.88,"[43.88] [Event ID: 2] Tasks Assigned to Worker {'worker_id': UUID('10abe17e-e0d2-4afc-a34e-0f5b2e680016'), 'tasks': [[Job ID 2001, Task ID 0]]}"
12,43.88,"[43.88] [Event ID: 2] Tasks Assigned to Worker {'worker_id': UUID('3e6d5b78-473b-422c-9b3e-3bbc0d011b0a'), 'tasks': [[Job ID 2001, Task ID 1]]}"
13,43.88,"[43.88] [Event ID: 4] Tasks Inputs Sent to Worker {'tasks': [[Job ID 2001, Task ID 0]], 'from_worker_id': None, 'to_worker_id': UUID('10abe17e-e0d2-4afc-a34e-0f5b2e680016'), 'ignore_transfer_time': True}"
14,43.88,"[43.88] [Event ID: 4] Tasks Inputs Sent to Worker {'tasks': [[Job ID 2001, Task ID 1]], 'from_worker_id': None, 'to_worker_id': UUID('3e6d5b78-473b-422c-9b3e-3bbc0d011b0a'), 'ignore_transfer_time': True}"
15,43.88,"[43.88] [Event ID: 5] Tasks Inputs Arrival at Worker {'tasks': [[Job ID 2001, Task ID 0]], 'from_worker_id': None, 'to_worker_id': UUID('10abe17e-e0d2-4afc-a34e-0f5b2e680016')}"
16,43.88,"[43.88] [Event ID: 5] Tasks Inputs Arrival at Worker {'tasks': [[Job ID 2001, Task ID 1]], 'from_worker_id': None, 'to_worker_id': UUID('3e6d5b78-473b-422c-9b3e-3bbc0d011b0a')}"
