,workflow_id,task_id,mean_queueing_time,std_queueing_time,mean_dispatch_time,std_dispatch_time
0,6.0,0.0,0.0,0.0,0.08512000000098897,0.019590032398286068
1,6.0,1.0,0.0,0.0,0.5312000000001666,0.3797509325477164
2,6.0,2.0,0.0,0.0,1.6015999999992272,0.05059644256271277
3,6.0,3.0,0.0,0.0,1.8287999999993099,0.5649510861392756
4,6.0,4.0,0.0,0.0,2.400000000000774,8.477945707074809e-13
5,7.0,0.0,0.0,0.0,0.08456000000100947,0.01855669018838769
6,7.0,1.0,0.0,0.0,0.5616000000001855,0.36957005022337525
7,7.0,2.0,0.0,0.0,1.6031999999992124,0.07151835341274305
8,7.0,3.0,0.0,0.0,1.811199999999288,0.5465649945738236
9,7.0,4.0,0.0,0.0,2.4000000000007895,8.430842819582976e-13
10,8.0,0.0,0.0,0.0,0.08504000000099987,0.0194467626245034
11,8.0,1.0,0.0,0.0,0.5544000000001027,0.37091537878371456
12,8.0,2.0,0.0,0.0,1.6015999999992168,0.05059644256262674
13,8.0,3.0,0.0,0.0,1.8255999999992942,0.561693991547328
14,8.0,4.0,0.0,0.0,2.4000000000007833,8.452402422108391e-13
