,job_id,task_id,client_id,workflow_id,model_id,executing_worker_id,arrival_at_scheduler_timestamp,last_dep_dispatch_timestamp,arrival_at_worker_timestamp,execution_start_timestamp,execution_end_timestamp,dropped_timestamp,curr_unfinished_jobs,curr_idle_instances,executing_worker_qlen_at_arrival
0,0,0,24772ae0-aab1-4019-94b1-1bb6463b66c0,6,0,b562c838-b0af-43bb-bb7c-e890e23a17ca,59.0,59.0,59.0,59.0,66.17402783459448,,1,11,1.0
1,0,1,24772ae0-aab1-4019-94b1-1bb6463b66c0,6,1,6df570ac-8086-437b-bd85-29ff2ea4fc87,59.0,59.0,59.0,59.0,92.86428752355253,,1,11,1.0
2,1000,0,2083fd01-0a7d-4b6b-a430-caef7d36d48a,7,0,b562c838-b0af-43bb-bb7c-e890e23a17ca,59.0,59.0,59.0,66.17402783459448,74.7379314549863,,2,11,2.0
3,1000,1,2083fd01-0a7d-4b6b-a430-caef7d36d48a,7,1,9d592833-630b-4b80-b79c-9e28b3fa7d2a,59.0,59.0,59.0,59.0,89.33045586736603,,2,11,1.0
4,2000,0,15551b1a-44ed-49fa-b371-f7e7028a945d,8,0,b562c838-b0af-43bb-bb7c-e890e23a17ca,63.0,63.0,63.0,74.7379314549863,81.79396924716022,,3,8,2.0
5,2000,1,15551b1a-44ed-49fa-b371-f7e7028a945d,8,1,0a45d038-7e76-47fe-a7b1-b4bb637ddc08,63.0,63.0,63.0,63.0,98.49768262759892,,3,8,1.0
6,0,2,24772ae0-aab1-4019-94b1-1bb6463b66c0,6,2,b562c838-b0af-43bb-bb7c-e890e23a17ca,,92.86428752355253,92.86428752355253,94.50398924452927,95.94843089699327,,3,8,1.0
7,1000,2,2083fd01-0a7d-4b6b-a430-caef7d36d48a,7,2,b562c838-b0af-43bb-bb7c-e890e23a17ca,,89.33045586736603,89.33045586736603,89.33045586736603,94.50398924452927,,3,8,1.0
8,2000,2,15551b1a-44ed-49fa-b371-f7e7028a945d,8,2,b562c838-b0af-43bb-bb7c-e890e23a17ca,,98.49768262759892,98.49768262759892,98.49768262759892,104.80224356717619,,3,8,1.0
9,1000,3,2083fd01-0a7d-4b6b-a430-caef7d36d48a,7,3,bf58c21b-8fd2-4fae-bd4c-bee1449172df,,94.50398924452927,94.50398924452927,94.50398924452927,118.82680487492735,,3,10,1.0
10,0,3,24772ae0-aab1-4019-94b1-1bb6463b66c0,6,3,144d3529-6e5f-4c8e-9ec5-f4cac7d27e26,,95.94843089699327,95.94843089699327,95.94843089699327,123.03213488050392,,3,9,1.0
11,2000,3,15551b1a-44ed-49fa-b371-f7e7028a945d,8,3,1fef9fb8-72dc-4f1d-aadc-91869c2d937c,,104.80224356717619,104.80224356717619,104.80224356717619,131.00382858839592,,3,9,1.0
12,1000,4,2083fd01-0a7d-4b6b-a430-caef7d36d48a,7,15,b92de8da-862d-421f-a70b-648791f161aa,,118.82680487492735,118.82680487492735,118.82680487492735,130.7048080054141,,3,9,1.0
13,1001,0,2083fd01-0a7d-4b6b-a430-caef7d36d48a,7,0,b562c838-b0af-43bb-bb7c-e890e23a17ca,119.0,119.0,119.0,119.0,126.32904227985405,,4,8,1.0
14,1001,1,2083fd01-0a7d-4b6b-a430-caef7d36d48a,7,1,6df570ac-8086-437b-bd85-29ff2ea4fc87,119.0,119.0,119.0,119.0,148.7040656714013,,4,8,1.0
15,2001,0,15551b1a-44ed-49fa-b371-f7e7028a945d,8,0,b562c838-b0af-43bb-bb7c-e890e23a17ca,123.0,123.0,123.0,126.32904227985405,134.12239862011114,,5,6,1.0
16,2001,1,15551b1a-44ed-49fa-b371-f7e7028a945d,8,1,9d592833-630b-4b80-b79c-9e28b3fa7d2a,123.0,123.0,123.0,123.0,154.10435545855142,,5,6,1.0
