,worker_id,worker_creation_timestamp,instance_id,model_id,instance_loaded_timestamp
0,2789c1f3-f778-46a9-90f3-b72c057a592d,0,19473b32-3839-48e2-a813-df7e0647b430,1,0
1,ba69869c-11af-44e0-9241-43c5c907f05d,0,0ac9caad-5084-4e04-a25c-e2e85269b9d8,1,0
2,cf652d83-0be4-4b7d-a8de-a02ea9461cff,0,2339a042-7251-4194-b192-1896b521c149,1,0
3,40e5eb06-580a-47a1-a29d-e8f2f574b071,0,6bfe0275-33d2-407d-a03d-536622986cd0,3,0
4,11e8a91a-6f11-4ff2-a54c-f20e433bbf77,0,dca6af50-cff3-4d2e-bf74-1ef4167fad1d,3,0
5,82e0ac7e-c4eb-40e9-93d9-060984ea52cf,0,9da24e28-df74-4f96-bc9c-1448cb7054a5,3,0
6,40c8b8b7-7ec0-4afb-af41-c76a8b5b7e59,0,0c848e40-279a-4101-9506-bc25202e4488,0,0
7,40c8b8b7-7ec0-4afb-af41-c76a8b5b7e59,0,59b133cd-da3b-4e79-be17-e28c1bdc69b6,2,0
8,fb001dc9-b4e5-4b70-b132-50aec6f2397a,0,edde2147-6cdc-47ca-9047-88f582148453,14,0
9,1a51a602-901a-46d5-9b5c-8bbddec0c182,0,f9940046-c3d6-4d7f-bb12-83f4f2266ac1,15,0
10,f2c7c0dc-e705-4a92-8019-4f903e4339cf,0,f5e93ff6-9337-4db6-8682-635177b9961a,16,0
