,time,event
0,19.0,"[19] [Event ID: 0] Job Sent to Scheduler {'job': [Job 0, Workflow 6], 'from_client_id': UUID('7422dc0c-c05c-416f-bfd9-e8b78372d401'), 'ignore_transfer_time': True}"
1,19.0,"[19] [Event ID: 1] Job Arrival at Scheduler {'job': [Job 0, Workflow 6]}"
2,19.0,"[19] [Event ID: 2] Tasks Assigned to Worker {'tasks': [[Job ID 0, Task ID 0]], 'worker_id': UUID('64b7deb6-c4de-4f9a-a657-82a47a9429ac'), 'force_instance_id': UUID('e5600d0d-58f8-4598-9021-275f86e1daac')}"
3,19.0,"[19] [Event ID: 2] Tasks Assigned to Worker {'tasks': [[Job ID 0, Task ID 1]], 'worker_id': UUID('17c7a552-ec82-4e68-8988-aac538ecb8d6'), 'force_instance_id': UUID('36d42cde-0227-4dfb-bda8-a17a7a4d80ff')}"
4,19.0,"[19] [Event ID: 3] Tasks Inputs Sent to Worker {'tasks': [[Job ID 0, Task ID 0]], 'from_worker_id': UUID('53d0fa62-6cce-4044-85ce-fe8249b9c9e0'), 'to_worker_id': UUID('64b7deb6-c4de-4f9a-a657-82a47a9429ac'), 'force_instance_id': UUID('e5600d0d-58f8-4598-9021-275f86e1daac'), 'ignore_transfer_time': True}"
5,19.0,"[19] [Event ID: 3] Tasks Inputs Sent to Worker {'tasks': [[Job ID 0, Task ID 1]], 'from_worker_id': UUID('53d0fa62-6cce-4044-85ce-fe8249b9c9e0'), 'to_worker_id': UUID('17c7a552-ec82-4e68-8988-aac538ecb8d6'), 'force_instance_id': UUID('36d42cde-0227-4dfb-bda8-a17a7a4d80ff'), 'ignore_transfer_time': True}"
6,19.0,"[19] [Event ID: 4] Tasks Inputs Arrival at Worker {'tasks': [[Job ID 0, Task ID 0]], 'from_worker_id': UUID('53d0fa62-6cce-4044-85ce-fe8249b9c9e0'), 'to_worker_id': UUID('64b7deb6-c4de-4f9a-a657-82a47a9429ac'), 'force_instance_id': UUID('e5600d0d-58f8-4598-9021-275f86e1daac')}"
7,19.0,"[19] [Event ID: 4] Tasks Inputs Arrival at Worker {'tasks': [[Job ID 0, Task ID 1]], 'from_worker_id': UUID('53d0fa62-6cce-4044-85ce-fe8249b9c9e0'), 'to_worker_id': UUID('17c7a552-ec82-4e68-8988-aac538ecb8d6'), 'force_instance_id': UUID('36d42cde-0227-4dfb-bda8-a17a7a4d80ff')}"
8,19.0,"[19] [Event ID: 11] Batch Started at Worker {'batch': [Batch 1ff26501-c881-4858-9e06-85f1f9abc1ea | Model ID 0] <Jobs [0]>, 'model_instance_id': UUID('e5600d0d-58f8-4598-9021-275f86e1daac'), 'worker_id': UUID('64b7deb6-c4de-4f9a-a657-82a47a9429ac')}"
9,19.0,"[19] [Event ID: 11] Batch Started at Worker {'batch': [Batch 1c5ca318-8cfe-40d2-8090-86f6186e4e18 | Model ID 1] <Jobs [0]>, 'model_instance_id': UUID('36d42cde-0227-4dfb-bda8-a17a7a4d80ff'), 'worker_id': UUID('17c7a552-ec82-4e68-8988-aac538ecb8d6')}"
10,24.0,"[24] [Event ID: 0] Job Sent to Scheduler {'job': [Job 1000, Workflow 7], 'from_client_id': UUID('eac30458-e789-4017-b614-2beb1df322c6'), 'ignore_transfer_time': True}"
11,24.0,"[24] [Event ID: 1] Job Arrival at Scheduler {'job': [Job 1000, Workflow 7]}"
12,24.0,"[24] [Event ID: 2] Tasks Assigned to Worker {'tasks': [[Job ID 1000, Task ID 0]], 'worker_id': UUID('5227dd1b-cd3a-4f34-98aa-7c1cf586f6ce'), 'force_instance_id': UUID('1c8446b9-2e6f-4175-b12a-13dd5bcde2c0')}"
13,24.0,"[24] [Event ID: 3] Tasks Inputs Sent to Worker {'tasks': [[Job ID 1000, Task ID 0]], 'from_worker_id': UUID('53d0fa62-6cce-4044-85ce-fe8249b9c9e0'), 'to_worker_id': UUID('5227dd1b-cd3a-4f34-98aa-7c1cf586f6ce'), 'force_instance_id': UUID('1c8446b9-2e6f-4175-b12a-13dd5bcde2c0'), 'ignore_transfer_time': True}"
14,24.0,"[24] [Event ID: 4] Tasks Inputs Arrival at Worker {'tasks': [[Job ID 1000, Task ID 0]], 'from_worker_id': UUID('53d0fa62-6cce-4044-85ce-fe8249b9c9e0'), 'to_worker_id': UUID('5227dd1b-cd3a-4f34-98aa-7c1cf586f6ce'), 'force_instance_id': UUID('1c8446b9-2e6f-4175-b12a-13dd5bcde2c0')}"
15,24.0,"[24] [Event ID: 11] Batch Started at Worker {'batch': [Batch 3a7d6467-e38b-4b32-94fc-d386405b7933 | Model ID 15] <Jobs [1000]>, 'model_instance_id': UUID('1c8446b9-2e6f-4175-b12a-13dd5bcde2c0'), 'worker_id': UUID('5227dd1b-cd3a-4f34-98aa-7c1cf586f6ce')}"
16,26.0,"[26] [Event ID: 0] Job Sent to Scheduler {'job': [Job 2000, Workflow 8], 'from_client_id': UUID('54336bbc-dbe1-4ca4-b3f9-fa97c69b7cc8'), 'ignore_transfer_time': True}"
17,26.0,"[26] [Event ID: 1] Job Arrival at Scheduler {'job': [Job 2000, Workflow 8]}"
18,26.0,"[26] [Event ID: 2] Tasks Assigned to Worker {'tasks': [[Job ID 2000, Task ID 0]], 'worker_id': UUID('0c6abe9b-b167-4b25-8841-a41cf5877ec5'), 'force_instance_id': UUID('2ed05e2a-27ca-4e18-a791-c29bc808cc81')}"
19,26.0,"[26] [Event ID: 3] Tasks Inputs Sent to Worker {'tasks': [[Job ID 2000, Task ID 0]], 'from_worker_id': UUID('53d0fa62-6cce-4044-85ce-fe8249b9c9e0'), 'to_worker_id': UUID('0c6abe9b-b167-4b25-8841-a41cf5877ec5'), 'force_instance_id': UUID('2ed05e2a-27ca-4e18-a791-c29bc808cc81'), 'ignore_transfer_time': True}"
20,26.0,"[26] [Event ID: 4] Tasks Inputs Arrival at Worker {'tasks': [[Job ID 2000, Task ID 0]], 'from_worker_id': UUID('53d0fa62-6cce-4044-85ce-fe8249b9c9e0'), 'to_worker_id': UUID('0c6abe9b-b167-4b25-8841-a41cf5877ec5'), 'force_instance_id': UUID('2ed05e2a-27ca-4e18-a791-c29bc808cc81')}"
21,26.0,"[26] [Event ID: 11] Batch Started at Worker {'batch': [Batch 6df81820-98b8-4b91-9348-ac72259d9b5a | Model ID 16] <Jobs [2000]>, 'model_instance_id': UUID('2ed05e2a-27ca-4e18-a791-c29bc808cc81'), 'worker_id': UUID('0c6abe9b-b167-4b25-8841-a41cf5877ec5')}"
22,26.612492601824776,"[26.612492601824776] [Event ID: 12] Batch Finished at Worker {'batch': [Batch 1ff26501-c881-4858-9e06-85f1f9abc1ea | Model ID 0] <Jobs [0]>, 'model_instance_id': UUID('e5600d0d-58f8-4598-9021-275f86e1daac'), 'worker_id': UUID('64b7deb6-c4de-4f9a-a657-82a47a9429ac')}"
23,35.61813248991132,"[35.61813248991132] [Event ID: 12] Batch Finished at Worker {'batch': [Batch 3a7d6467-e38b-4b32-94fc-d386405b7933 | Model ID 15] <Jobs [1000]>, 'model_instance_id': UUID('1c8446b9-2e6f-4175-b12a-13dd5bcde2c0'), 'worker_id': UUID('5227dd1b-cd3a-4f34-98aa-7c1cf586f6ce')}"
24,35.61813248991132,"[35.61813248991132] [Event ID: 9] Tasks Arrival at Scheduler {'tasks': [[Job ID 1000, Task ID 1], [Job ID 1000, Task ID 2]]}"
25,35.61813248991132,"[35.61813248991132] [Event ID: 2] Tasks Assigned to Worker {'tasks': [[Job ID 1000, Task ID 1]], 'worker_id': UUID('64b7deb6-c4de-4f9a-a657-82a47a9429ac'), 'force_instance_id': UUID('e5600d0d-58f8-4598-9021-275f86e1daac')}"
26,35.61813248991132,"[35.61813248991132] [Event ID: 2] Tasks Assigned to Worker {'tasks': [[Job ID 1000, Task ID 2]], 'worker_id': UUID('5b510372-3064-46f6-a403-f976ab4e3041'), 'force_instance_id': UUID('c65b4714-7d26-424d-a62b-58fe6eb71c97')}"
27,35.61813248991132,"[35.61813248991132] [Event ID: 5] Tasks Outputs Assigned to Worker {'job_task_ids': [(1000, 0)], 'from_worker_id': UUID('5227dd1b-cd3a-4f34-98aa-7c1cf586f6ce'), 'to_worker_id': UUID('64b7deb6-c4de-4f9a-a657-82a47a9429ac')}"
28,35.61813248991132,"[35.61813248991132] [Event ID: 5] Tasks Outputs Assigned to Worker {'job_task_ids': [(1000, 0)], 'from_worker_id': UUID('5227dd1b-cd3a-4f34-98aa-7c1cf586f6ce'), 'to_worker_id': UUID('5b510372-3064-46f6-a403-f976ab4e3041')}"
29,35.61813248991132,"[35.61813248991132] [Event ID: 6] Tasks Outputs Sent to Worker {'tasks': [[Job ID 1000, Task ID 0]], 'from_worker_id': UUID('5227dd1b-cd3a-4f34-98aa-7c1cf586f6ce'), 'to_worker_id': UUID('64b7deb6-c4de-4f9a-a657-82a47a9429ac'), 'ignore_transfer_time': True}"
30,35.61813248991132,"[35.61813248991132] [Event ID: 6] Tasks Outputs Sent to Worker {'tasks': [[Job ID 1000, Task ID 0]], 'from_worker_id': UUID('5227dd1b-cd3a-4f34-98aa-7c1cf586f6ce'), 'to_worker_id': UUID('5b510372-3064-46f6-a403-f976ab4e3041'), 'ignore_transfer_time': True}"
31,35.61813248991132,"[35.61813248991132] [Event ID: 7] Tasks Outputs Arrival at Worker {'tasks': [[Job ID 1000, Task ID 0]], 'from_worker_id': UUID('5227dd1b-cd3a-4f34-98aa-7c1cf586f6ce'), 'to_worker_id': UUID('64b7deb6-c4de-4f9a-a657-82a47a9429ac')}"
32,35.61813248991132,"[35.61813248991132] [Event ID: 7] Tasks Outputs Arrival at Worker {'tasks': [[Job ID 1000, Task ID 0]], 'from_worker_id': UUID('5227dd1b-cd3a-4f34-98aa-7c1cf586f6ce'), 'to_worker_id': UUID('5b510372-3064-46f6-a403-f976ab4e3041')}"
33,35.61813248991132,"[35.61813248991132] [Event ID: 11] Batch Started at Worker {'batch': [Batch 56631253-2c2a-4ef9-aa58-fd9ca73bec2d | Model ID 0] <Jobs [1000]>, 'model_instance_id': UUID('e5600d0d-58f8-4598-9021-275f86e1daac'), 'worker_id': UUID('64b7deb6-c4de-4f9a-a657-82a47a9429ac')}"
34,35.61813248991132,"[35.61813248991132] [Event ID: 11] Batch Started at Worker {'batch': [Batch c61c23e6-2714-418a-9c63-3d21250b7bd2 | Model ID 1] <Jobs [1000]>, 'model_instance_id': UUID('c65b4714-7d26-424d-a62b-58fe6eb71c97'), 'worker_id': UUID('5b510372-3064-46f6-a403-f976ab4e3041')}"
35,42.87399145601206,"[42.87399145601206] [Event ID: 12] Batch Finished at Worker {'batch': [Batch 56631253-2c2a-4ef9-aa58-fd9ca73bec2d | Model ID 0] <Jobs [1000]>, 'model_instance_id': UUID('e5600d0d-58f8-4598-9021-275f86e1daac'), 'worker_id': UUID('64b7deb6-c4de-4f9a-a657-82a47a9429ac')}"
36,43.0,"[43] [Event ID: 0] Job Sent to Scheduler {'job': [Job 1, Workflow 6], 'from_client_id': UUID('7422dc0c-c05c-416f-bfd9-e8b78372d401'), 'ignore_transfer_time': True}"
37,43.0,"[43] [Event ID: 1] Job Arrival at Scheduler {'job': [Job 1, Workflow 6]}"
38,43.0,"[43] [Event ID: 2] Tasks Assigned to Worker {'tasks': [[Job ID 1, Task ID 0]], 'worker_id': UUID('64b7deb6-c4de-4f9a-a657-82a47a9429ac'), 'force_instance_id': UUID('e5600d0d-58f8-4598-9021-275f86e1daac')}"
39,43.0,"[43] [Event ID: 2] Tasks Assigned to Worker {'tasks': [[Job ID 1, Task ID 1]], 'worker_id': UUID('53d0fa62-6cce-4044-85ce-fe8249b9c9e0'), 'force_instance_id': UUID('dc2551b6-f728-4cc2-a4be-b9cfa080157b')}"
40,43.0,"[43] [Event ID: 3] Tasks Inputs Sent to Worker {'tasks': [[Job ID 1, Task ID 0]], 'from_worker_id': UUID('53d0fa62-6cce-4044-85ce-fe8249b9c9e0'), 'to_worker_id': UUID('64b7deb6-c4de-4f9a-a657-82a47a9429ac'), 'force_instance_id': UUID('e5600d0d-58f8-4598-9021-275f86e1daac'), 'ignore_transfer_time': True}"
41,43.0,"[43] [Event ID: 3] Tasks Inputs Sent to Worker {'tasks': [[Job ID 1, Task ID 1]], 'from_worker_id': UUID('53d0fa62-6cce-4044-85ce-fe8249b9c9e0'), 'to_worker_id': UUID('53d0fa62-6cce-4044-85ce-fe8249b9c9e0'), 'force_instance_id': UUID('dc2551b6-f728-4cc2-a4be-b9cfa080157b'), 'ignore_transfer_time': True}"
42,43.0,"[43] [Event ID: 4] Tasks Inputs Arrival at Worker {'tasks': [[Job ID 1, Task ID 0]], 'from_worker_id': UUID('53d0fa62-6cce-4044-85ce-fe8249b9c9e0'), 'to_worker_id': UUID('64b7deb6-c4de-4f9a-a657-82a47a9429ac'), 'force_instance_id': UUID('e5600d0d-58f8-4598-9021-275f86e1daac')}"
43,43.0,"[43] [Event ID: 4] Tasks Inputs Arrival at Worker {'tasks': [[Job ID 1, Task ID 1]], 'from_worker_id': UUID('53d0fa62-6cce-4044-85ce-fe8249b9c9e0'), 'to_worker_id': UUID('53d0fa62-6cce-4044-85ce-fe8249b9c9e0'), 'force_instance_id': UUID('dc2551b6-f728-4cc2-a4be-b9cfa080157b')}"
44,43.0,"[43] [Event ID: 11] Batch Started at Worker {'batch': [Batch 7355ce66-3c60-478f-915c-f676fd2a45fa | Model ID 0] <Jobs [1]>, 'model_instance_id': UUID('e5600d0d-58f8-4598-9021-275f86e1daac'), 'worker_id': UUID('64b7deb6-c4de-4f9a-a657-82a47a9429ac')}"
45,43.0,"[43] [Event ID: 11] Batch Started at Worker {'batch': [Batch 5fdd82da-2e5b-4f4e-8e91-518f8c986d83 | Model ID 1] <Jobs [1]>, 'model_instance_id': UUID('dc2551b6-f728-4cc2-a4be-b9cfa080157b'), 'worker_id': UUID('53d0fa62-6cce-4044-85ce-fe8249b9c9e0')}"
46,46.21656842492939,"[46.21656842492939] [Event ID: 12] Batch Finished at Worker {'batch': [Batch 6df81820-98b8-4b91-9348-ac72259d9b5a | Model ID 16] <Jobs [2000]>, 'model_instance_id': UUID('2ed05e2a-27ca-4e18-a791-c29bc808cc81'), 'worker_id': UUID('0c6abe9b-b167-4b25-8841-a41cf5877ec5')}"
47,46.21656842492939,"[46.21656842492939] [Event ID: 9] Tasks Arrival at Scheduler {'tasks': [[Job ID 2000, Task ID 1], [Job ID 2000, Task ID 2]]}"
48,46.62519004253423,"[46.62519004253423] [Event ID: 12] Batch Finished at Worker {'batch': [Batch 1c5ca318-8cfe-40d2-8090-86f6186e4e18 | Model ID 1] <Jobs [0]>, 'model_instance_id': UUID('36d42cde-0227-4dfb-bda8-a17a7a4d80ff'), 'worker_id': UUID('17c7a552-ec82-4e68-8988-aac538ecb8d6')}"
49,46.62519004253423,"[46.62519004253423] [Event ID: 2] Tasks Assigned to Worker {'tasks': [[Job ID 2000, Task ID 2]], 'worker_id': UUID('17c7a552-ec82-4e68-8988-aac538ecb8d6'), 'force_instance_id': UUID('36d42cde-0227-4dfb-bda8-a17a7a4d80ff')}"
