,worker_id,worker_creation_timestamp,instance_id,model_id,instance_loaded_timestamp,worker_mem_size_gb
0,556f62a5-9084-4ce5-8ad6-2bc98a4f111e,0,4a9b3fde-2d5a-47d5-bbfe-50e1d63ae4c0,1,0,24
1,8b6d6ca9-c913-4407-b6cc-000c9d5d8a7c,0,104097b1-9759-42ea-a000-6ee3ecd4d82b,1,0,24
2,f9e463e0-c4b0-4070-b1b6-fec6e32cce92,0,bc8a8769-6142-4049-a5f2-d980670c83df,1,0,24
3,8c76b4a0-d633-4ab3-821b-7e2f1b17c0ed,0,9fc6c74c-81fa-41f3-a95e-339853f395b3,3,0,6
4,a31afa54-f5dd-433f-85ab-0bb75e58fa34,0,9a1b00b3-1334-46da-98f1-c8d32c9ed425,3,0,6
5,85ff67db-b149-47c6-86c5-18cc2a144e83,0,04cbb3d1-d574-414c-8f85-82b286f981ce,3,0,6
6,682b7b9f-8602-4f76-aae5-a99e36845c04,0,00113740-f041-4713-a25f-bef3008124f9,0,0,6
7,682b7b9f-8602-4f76-aae5-a99e36845c04,0,67edf39d-df3f-433e-b1b7-340c7c86b84b,2,0,6
8,6bae536e-fdb6-48a5-8356-64acc160367b,0,a218aba4-f83b-49fd-8611-50bd0e25c433,14,0,6
9,03bad68f-c0c3-4ecb-bdab-cbbe43e25f7d,0,dda8b9f0-850d-4474-8f77-b7b63e72ef49,15,0,6
10,cc8e7bc4-e3b6-47d9-b7f3-013ebd12287a,0,e7d5fd16-b940-44fe-9cb6-76b529d53f59,16,0,6
