,time,worker_id,model_id,queue_size
29,500,7d504677-6757-4b72-8b23-8de24b8f06cb,16,0
30,500,08b61b21-8dcb-490c-8a32-81ce834b2838,0,0
31,500,08b61b21-8dcb-490c-8a32-81ce834b2838,0,0
32,500,08b61b21-8dcb-490c-8a32-81ce834b2838,0,0
33,500,08b61b21-8dcb-490c-8a32-81ce834b2838,1,0
34,500,08b61b21-8dcb-490c-8a32-81ce834b2838,1,0
35,500,08b61b21-8dcb-490c-8a32-81ce834b2838,1,0
36,500,08b61b21-8dcb-490c-8a32-81ce834b2838,2,0
37,500,08b61b21-8dcb-490c-8a32-81ce834b2838,2,0
38,500,08b61b21-8dcb-490c-8a32-81ce834b2838,2,0
39,500,08b61b21-8dcb-490c-8a32-81ce834b2838,3,0
40,500,08b61b21-8dcb-490c-8a32-81ce834b2838,3,0
41,500,08b61b21-8dcb-490c-8a32-81ce834b2838,3,0
42,500,08b61b21-8dcb-490c-8a32-81ce834b2838,14,0
43,500,08b61b21-8dcb-490c-8a32-81ce834b2838,15,0
44,500,08b61b21-8dcb-490c-8a32-81ce834b2838,16,0
45,500,bfb28864-1419-471f-9b71-06d35d26a872,0,0
46,500,bfb28864-1419-471f-9b71-06d35d26a872,0,0
47,500,bfb28864-1419-471f-9b71-06d35d26a872,0,0
48,500,bfb28864-1419-471f-9b71-06d35d26a872,1,0
49,500,bfb28864-1419-471f-9b71-06d35d26a872,1,0
50,500,bfb28864-1419-471f-9b71-06d35d26a872,1,0
51,500,bfb28864-1419-471f-9b71-06d35d26a872,2,0
52,500,bfb28864-1419-471f-9b71-06d35d26a872,2,0
53,500,bfb28864-1419-471f-9b71-06d35d26a872,2,0
54,500,bfb28864-1419-471f-9b71-06d35d26a872,3,0
55,500,bfb28864-1419-471f-9b71-06d35d26a872,3,0
56,500,bfb28864-1419-471f-9b71-06d35d26a872,3,0
57,500,bfb28864-1419-471f-9b71-06d35d26a872,14,0
58,500,bfb28864-1419-471f-9b71-06d35d26a872,15,0
59,500,bfb28864-1419-471f-9b71-06d35d26a872,16,0
60,500,9f3a57bd-7723-48f0-98ec-aebc596b3bfc,0,0
61,500,9f3a57bd-7723-48f0-98ec-aebc596b3bfc,0,0
62,500,9f3a57bd-7723-48f0-98ec-aebc596b3bfc,0,0
63,500,9f3a57bd-7723-48f0-98ec-aebc596b3bfc,1,0
64,500,9f3a57bd-7723-48f0-98ec-aebc596b3bfc,1,0
65,500,9f3a57bd-7723-48f0-98ec-aebc596b3bfc,1,0
66,500,9f3a57bd-7723-48f0-98ec-aebc596b3bfc,2,0
67,500,9f3a57bd-7723-48f0-98ec-aebc596b3bfc,2,0
68,500,9f3a57bd-7723-48f0-98ec-aebc596b3bfc,2,0
69,500,9f3a57bd-7723-48f0-98ec-aebc596b3bfc,3,0
70,500,9f3a57bd-7723-48f0-98ec-aebc596b3bfc,3,0
71,500,9f3a57bd-7723-48f0-98ec-aebc596b3bfc,3,0
72,500,9f3a57bd-7723-48f0-98ec-aebc596b3bfc,14,0
73,500,9f3a57bd-7723-48f0-98ec-aebc596b3bfc,15,0
74,500,9f3a57bd-7723-48f0-98ec-aebc596b3bfc,16,0
75,500,034a0ee4-6259-4c2b-82f4-cfe7aa7820b2,0,0
76,500,034a0ee4-6259-4c2b-82f4-cfe7aa7820b2,0,0
77,500,034a0ee4-6259-4c2b-82f4-cfe7aa7820b2,0,0
78,500,034a0ee4-6259-4c2b-82f4-cfe7aa7820b2,1,0
79,500,034a0ee4-6259-4c2b-82f4-cfe7aa7820b2,1,0
80,500,034a0ee4-6259-4c2b-82f4-cfe7aa7820b2,1,0
81,500,034a0ee4-6259-4c2b-82f4-cfe7aa7820b2,2,0
82,500,034a0ee4-6259-4c2b-82f4-cfe7aa7820b2,2,0
83,500,034a0ee4-6259-4c2b-82f4-cfe7aa7820b2,2,0
84,500,034a0ee4-6259-4c2b-82f4-cfe7aa7820b2,3,0
85,500,034a0ee4-6259-4c2b-82f4-cfe7aa7820b2,3,0
86,500,034a0ee4-6259-4c2b-82f4-cfe7aa7820b2,3,0
87,500,034a0ee4-6259-4c2b-82f4-cfe7aa7820b2,14,0
88,500,034a0ee4-6259-4c2b-82f4-cfe7aa7820b2,15,0
89,500,034a0ee4-6259-4c2b-82f4-cfe7aa7820b2,16,0
90,500,57376568-95f5-4fdb-9b7c-86737ec7be27,0,0
91,500,57376568-95f5-4fdb-9b7c-86737ec7be27,0,0
92,500,57376568-95f5-4fdb-9b7c-86737ec7be27,0,0
93,500,57376568-95f5-4fdb-9b7c-86737ec7be27,1,0
94,500,57376568-95f5-4fdb-9b7c-86737ec7be27,1,0
95,500,57376568-95f5-4fdb-9b7c-86737ec7be27,1,0
96,500,57376568-95f5-4fdb-9b7c-86737ec7be27,2,0
97,500,57376568-95f5-4fdb-9b7c-86737ec7be27,2,0
98,500,57376568-95f5-4fdb-9b7c-86737ec7be27,2,0
99,500,57376568-95f5-4fdb-9b7c-86737ec7be27,3,0
100,500,57376568-95f5-4fdb-9b7c-86737ec7be27,3,0
101,500,57376568-95f5-4fdb-9b7c-86737ec7be27,3,0
102,500,57376568-95f5-4fdb-9b7c-86737ec7be27,14,0
103,500,57376568-95f5-4fdb-9b7c-86737ec7be27,15,0
104,500,57376568-95f5-4fdb-9b7c-86737ec7be27,16,0
105,500,20979360-2e4d-47aa-ba97-c0a5f499fd90,0,0
106,500,20979360-2e4d-47aa-ba97-c0a5f499fd90,0,0
107,500,20979360-2e4d-47aa-ba97-c0a5f499fd90,0,0
108,500,20979360-2e4d-47aa-ba97-c0a5f499fd90,1,0
109,500,20979360-2e4d-47aa-ba97-c0a5f499fd90,1,0
110,500,20979360-2e4d-47aa-ba97-c0a5f499fd90,1,0
111,500,20979360-2e4d-47aa-ba97-c0a5f499fd90,2,0
112,500,20979360-2e4d-47aa-ba97-c0a5f499fd90,2,0
113,500,20979360-2e4d-47aa-ba97-c0a5f499fd90,2,0
114,500,20979360-2e4d-47aa-ba97-c0a5f499fd90,3,0
115,500,20979360-2e4d-47aa-ba97-c0a5f499fd90,3,0
116,500,20979360-2e4d-47aa-ba97-c0a5f499fd90,3,0
117,500,20979360-2e4d-47aa-ba97-c0a5f499fd90,14,0
118,500,20979360-2e4d-47aa-ba97-c0a5f499fd90,15,0
119,500,20979360-2e4d-47aa-ba97-c0a5f499fd90,16,0
120,500,1bd6d2f0-a8c1-4809-a00c-cb2585696672,0,0
121,500,1bd6d2f0-a8c1-4809-a00c-cb2585696672,0,0
122,500,1bd6d2f0-a8c1-4809-a00c-cb2585696672,0,0
123,500,1bd6d2f0-a8c1-4809-a00c-cb2585696672,1,0
124,500,1bd6d2f0-a8c1-4809-a00c-cb2585696672,1,0
125,500,1bd6d2f0-a8c1-4809-a00c-cb2585696672,1,0
126,500,1bd6d2f0-a8c1-4809-a00c-cb2585696672,2,0
127,500,1bd6d2f0-a8c1-4809-a00c-cb2585696672,2,0
128,500,1bd6d2f0-a8c1-4809-a00c-cb2585696672,2,0
129,500,1bd6d2f0-a8c1-4809-a00c-cb2585696672,3,0
130,500,1bd6d2f0-a8c1-4809-a00c-cb2585696672,3,0
131,500,1bd6d2f0-a8c1-4809-a00c-cb2585696672,3,0
132,500,1bd6d2f0-a8c1-4809-a00c-cb2585696672,14,0
133,500,1bd6d2f0-a8c1-4809-a00c-cb2585696672,15,0
134,500,1bd6d2f0-a8c1-4809-a00c-cb2585696672,16,0
135,500,f144d00e-87da-44d7-8d4c-6c04add85605,0,0
136,500,f144d00e-87da-44d7-8d4c-6c04add85605,0,0
137,500,f144d00e-87da-44d7-8d4c-6c04add85605,0,0
138,500,f144d00e-87da-44d7-8d4c-6c04add85605,1,0
139,500,f144d00e-87da-44d7-8d4c-6c04add85605,1,0
140,500,f144d00e-87da-44d7-8d4c-6c04add85605,1,0
141,500,f144d00e-87da-44d7-8d4c-6c04add85605,2,0
142,500,f144d00e-87da-44d7-8d4c-6c04add85605,2,0
143,500,f144d00e-87da-44d7-8d4c-6c04add85605,2,0
144,500,f144d00e-87da-44d7-8d4c-6c04add85605,3,0
145,500,f144d00e-87da-44d7-8d4c-6c04add85605,3,0
146,500,f144d00e-87da-44d7-8d4c-6c04add85605,3,0
147,500,f144d00e-87da-44d7-8d4c-6c04add85605,14,0
148,500,f144d00e-87da-44d7-8d4c-6c04add85605,15,0
149,500,f144d00e-87da-44d7-8d4c-6c04add85605,16,0
150,500,0d1d314d-b9ff-4e2b-a984-2157fc15be55,0,0
151,500,0d1d314d-b9ff-4e2b-a984-2157fc15be55,0,0
152,500,0d1d314d-b9ff-4e2b-a984-2157fc15be55,0,0
153,500,0d1d314d-b9ff-4e2b-a984-2157fc15be55,1,0
154,500,0d1d314d-b9ff-4e2b-a984-2157fc15be55,1,0
155,500,0d1d314d-b9ff-4e2b-a984-2157fc15be55,1,0
156,500,0d1d314d-b9ff-4e2b-a984-2157fc15be55,2,0
157,500,0d1d314d-b9ff-4e2b-a984-2157fc15be55,2,0
158,500,0d1d314d-b9ff-4e2b-a984-2157fc15be55,2,0
159,500,0d1d314d-b9ff-4e2b-a984-2157fc15be55,3,0
160,500,0d1d314d-b9ff-4e2b-a984-2157fc15be55,3,0
161,500,0d1d314d-b9ff-4e2b-a984-2157fc15be55,3,0
162,500,0d1d314d-b9ff-4e2b-a984-2157fc15be55,14,0
163,500,0d1d314d-b9ff-4e2b-a984-2157fc15be55,15,0
164,500,0d1d314d-b9ff-4e2b-a984-2157fc15be55,16,0
165,1000,c4df44dc-da25-40e6-8129-7038c5cb0d4c,0,0
166,1000,c4df44dc-da25-40e6-8129-7038c5cb0d4c,0,0
167,1000,c4df44dc-da25-40e6-8129-7038c5cb0d4c,0,0
168,1000,c4df44dc-da25-40e6-8129-7038c5cb0d4c,1,0
169,1000,c4df44dc-da25-40e6-8129-7038c5cb0d4c,1,0
170,1000,c4df44dc-da25-40e6-8129-7038c5cb0d4c,1,0
171,1000,c4df44dc-da25-40e6-8129-7038c5cb0d4c,2,0
172,1000,c4df44dc-da25-40e6-8129-7038c5cb0d4c,2,0
173,1000,c4df44dc-da25-40e6-8129-7038c5cb0d4c,2,0
174,1000,c4df44dc-da25-40e6-8129-7038c5cb0d4c,3,0
175,1000,c4df44dc-da25-40e6-8129-7038c5cb0d4c,3,0
176,1000,c4df44dc-da25-40e6-8129-7038c5cb0d4c,3,0
177,1000,c4df44dc-da25-40e6-8129-7038c5cb0d4c,14,0
178,1000,c4df44dc-da25-40e6-8129-7038c5cb0d4c,15,0
179,1000,c4df44dc-da25-40e6-8129-7038c5cb0d4c,16,0
180,1000,7d504677-6757-4b72-8b23-8de24b8f06cb,0,0
181,1000,7d504677-6757-4b72-8b23-8de24b8f06cb,0,0
182,1000,7d504677-6757-4b72-8b23-8de24b8f06cb,0,0
183,1000,7d504677-6757-4b72-8b23-8de24b8f06cb,1,0
184,1000,7d504677-6757-4b72-8b23-8de24b8f06cb,1,0
185,1000,7d504677-6757-4b72-8b23-8de24b8f06cb,1,0
186,1000,7d504677-6757-4b72-8b23-8de24b8f06cb,2,0
187,1000,7d504677-6757-4b72-8b23-8de24b8f06cb,2,0
188,1000,7d504677-6757-4b72-8b23-8de24b8f06cb,2,0
189,1000,7d504677-6757-4b72-8b23-8de24b8f06cb,3,0
190,1000,7d504677-6757-4b72-8b23-8de24b8f06cb,3,0
191,1000,7d504677-6757-4b72-8b23-8de24b8f06cb,3,0
192,1000,7d504677-6757-4b72-8b23-8de24b8f06cb,14,0
193,1000,7d504677-6757-4b72-8b23-8de24b8f06cb,15,0
194,1000,7d504677-6757-4b72-8b23-8de24b8f06cb,16,0
195,1000,08b61b21-8dcb-490c-8a32-81ce834b2838,0,0
196,1000,08b61b21-8dcb-490c-8a32-81ce834b2838,0,0
197,1000,08b61b21-8dcb-490c-8a32-81ce834b2838,0,0
198,1000,08b61b21-8dcb-490c-8a32-81ce834b2838,1,1
199,1000,08b61b21-8dcb-490c-8a32-81ce834b2838,1,1
200,1000,08b61b21-8dcb-490c-8a32-81ce834b2838,1,1
201,1000,08b61b21-8dcb-490c-8a32-81ce834b2838,2,0
202,1000,08b61b21-8dcb-490c-8a32-81ce834b2838,2,0
203,1000,08b61b21-8dcb-490c-8a32-81ce834b2838,2,0
204,1000,08b61b21-8dcb-490c-8a32-81ce834b2838,3,0
205,1000,08b61b21-8dcb-490c-8a32-81ce834b2838,3,0
206,1000,08b61b21-8dcb-490c-8a32-81ce834b2838,3,0
207,1000,08b61b21-8dcb-490c-8a32-81ce834b2838,14,0
208,1000,08b61b21-8dcb-490c-8a32-81ce834b2838,15,0
209,1000,08b61b21-8dcb-490c-8a32-81ce834b2838,16,0
210,1000,bfb28864-1419-471f-9b71-06d35d26a872,0,0
211,1000,bfb28864-1419-471f-9b71-06d35d26a872,0,0
212,1000,bfb28864-1419-471f-9b71-06d35d26a872,0,0
213,1000,bfb28864-1419-471f-9b71-06d35d26a872,1,0
214,1000,bfb28864-1419-471f-9b71-06d35d26a872,1,0
215,1000,bfb28864-1419-471f-9b71-06d35d26a872,1,0
216,1000,bfb28864-1419-471f-9b71-06d35d26a872,2,0
217,1000,bfb28864-1419-471f-9b71-06d35d26a872,2,0
218,1000,bfb28864-1419-471f-9b71-06d35d26a872,2,0
219,1000,bfb28864-1419-471f-9b71-06d35d26a872,3,1
220,1000,bfb28864-1419-471f-9b71-06d35d26a872,3,1
221,1000,bfb28864-1419-471f-9b71-06d35d26a872,3,1
222,1000,bfb28864-1419-471f-9b71-06d35d26a872,14,0
223,1000,bfb28864-1419-471f-9b71-06d35d26a872,15,0
224,1000,bfb28864-1419-471f-9b71-06d35d26a872,16,0
225,1000,9f3a57bd-7723-48f0-98ec-aebc596b3bfc,0,0
226,1000,9f3a57bd-7723-48f0-98ec-aebc596b3bfc,0,0
227,1000,9f3a57bd-7723-48f0-98ec-aebc596b3bfc,0,0
228,1000,9f3a57bd-7723-48f0-98ec-aebc596b3bfc,1,0
229,1000,9f3a57bd-7723-48f0-98ec-aebc596b3bfc,1,0
230,1000,9f3a57bd-7723-48f0-98ec-aebc596b3bfc,1,0
231,1000,9f3a57bd-7723-48f0-98ec-aebc596b3bfc,2,0
232,1000,9f3a57bd-7723-48f0-98ec-aebc596b3bfc,2,0
233,1000,9f3a57bd-7723-48f0-98ec-aebc596b3bfc,2,0
234,1000,9f3a57bd-7723-48f0-98ec-aebc596b3bfc,3,0
235,1000,9f3a57bd-7723-48f0-98ec-aebc596b3bfc,3,0
236,1000,9f3a57bd-7723-48f0-98ec-aebc596b3bfc,3,0
237,1000,9f3a57bd-7723-48f0-98ec-aebc596b3bfc,14,0
238,1000,9f3a57bd-7723-48f0-98ec-aebc596b3bfc,15,0
239,1000,9f3a57bd-7723-48f0-98ec-aebc596b3bfc,16,0
240,1000,034a0ee4-6259-4c2b-82f4-cfe7aa7820b2,0,0
241,1000,034a0ee4-6259-4c2b-82f4-cfe7aa7820b2,0,0
242,1000,034a0ee4-6259-4c2b-82f4-cfe7aa7820b2,0,0
243,1000,034a0ee4-6259-4c2b-82f4-cfe7aa7820b2,1,0
244,1000,034a0ee4-6259-4c2b-82f4-cfe7aa7820b2,1,0
245,1000,034a0ee4-6259-4c2b-82f4-cfe7aa7820b2,1,0
246,1000,034a0ee4-6259-4c2b-82f4-cfe7aa7820b2,2,0
247,1000,034a0ee4-6259-4c2b-82f4-cfe7aa7820b2,2,0
248,1000,034a0ee4-6259-4c2b-82f4-cfe7aa7820b2,2,0
249,1000,034a0ee4-6259-4c2b-82f4-cfe7aa7820b2,3,1
250,1000,034a0ee4-6259-4c2b-82f4-cfe7aa7820b2,3,1
251,1000,034a0ee4-6259-4c2b-82f4-cfe7aa7820b2,3,1
252,1000,034a0ee4-6259-4c2b-82f4-cfe7aa7820b2,14,0
253,1000,034a0ee4-6259-4c2b-82f4-cfe7aa7820b2,15,0
254,1000,034a0ee4-6259-4c2b-82f4-cfe7aa7820b2,16,0
255,1000,57376568-95f5-4fdb-9b7c-86737ec7be27,0,0
256,1000,57376568-95f5-4fdb-9b7c-86737ec7be27,0,0
257,1000,57376568-95f5-4fdb-9b7c-86737ec7be27,0,0
258,1000,57376568-95f5-4fdb-9b7c-86737ec7be27,1,0
259,1000,57376568-95f5-4fdb-9b7c-86737ec7be27,1,0
260,1000,57376568-95f5-4fdb-9b7c-86737ec7be27,1,0
261,1000,57376568-95f5-4fdb-9b7c-86737ec7be27,2,0
262,1000,57376568-95f5-4fdb-9b7c-86737ec7be27,2,0
263,1000,57376568-95f5-4fdb-9b7c-86737ec7be27,2,0
264,1000,57376568-95f5-4fdb-9b7c-86737ec7be27,3,0
265,1000,57376568-95f5-4fdb-9b7c-86737ec7be27,3,0
266,1000,57376568-95f5-4fdb-9b7c-86737ec7be27,3,0
267,1000,57376568-95f5-4fdb-9b7c-86737ec7be27,14,0
268,1000,57376568-95f5-4fdb-9b7c-86737ec7be27,15,0
269,1000,57376568-95f5-4fdb-9b7c-86737ec7be27,16,0
270,1000,20979360-2e4d-47aa-ba97-c0a5f499fd90,0,0
271,1000,20979360-2e4d-47aa-ba97-c0a5f499fd90,0,0
272,1000,20979360-2e4d-47aa-ba97-c0a5f499fd90,0,0
273,1000,20979360-2e4d-47aa-ba97-c0a5f499fd90,1,0
274,1000,20979360-2e4d-47aa-ba97-c0a5f499fd90,1,0
275,1000,20979360-2e4d-47aa-ba97-c0a5f499fd90,1,0
276,1000,20979360-2e4d-47aa-ba97-c0a5f499fd90,2,0
277,1000,20979360-2e4d-47aa-ba97-c0a5f499fd90,2,0
278,1000,20979360-2e4d-47aa-ba97-c0a5f499fd90,2,0
279,1000,20979360-2e4d-47aa-ba97-c0a5f499fd90,3,0
280,1000,20979360-2e4d-47aa-ba97-c0a5f499fd90,3,0
281,1000,20979360-2e4d-47aa-ba97-c0a5f499fd90,3,0
282,1000,20979360-2e4d-47aa-ba97-c0a5f499fd90,14,0
283,1000,20979360-2e4d-47aa-ba97-c0a5f499fd90,15,0
284,1000,20979360-2e4d-47aa-ba97-c0a5f499fd90,16,0
285,1000,1bd6d2f0-a8c1-4809-a00c-cb2585696672,0,0
286,1000,1bd6d2f0-a8c1-4809-a00c-cb2585696672,0,0
287,1000,1bd6d2f0-a8c1-4809-a00c-cb2585696672,0,0
288,1000,1bd6d2f0-a8c1-4809-a00c-cb2585696672,1,0
289,1000,1bd6d2f0-a8c1-4809-a00c-cb2585696672,1,0
290,1000,1bd6d2f0-a8c1-4809-a00c-cb2585696672,1,0
291,1000,1bd6d2f0-a8c1-4809-a00c-cb2585696672,2,0
292,1000,1bd6d2f0-a8c1-4809-a00c-cb2585696672,2,0
293,1000,1bd6d2f0-a8c1-4809-a00c-cb2585696672,2,0
294,1000,1bd6d2f0-a8c1-4809-a00c-cb2585696672,3,0
295,1000,1bd6d2f0-a8c1-4809-a00c-cb2585696672,3,0
296,1000,1bd6d2f0-a8c1-4809-a00c-cb2585696672,3,0
297,1000,1bd6d2f0-a8c1-4809-a00c-cb2585696672,14,0
298,1000,1bd6d2f0-a8c1-4809-a00c-cb2585696672,15,0
299,1000,1bd6d2f0-a8c1-4809-a00c-cb2585696672,16,0
300,1000,f144d00e-87da-44d7-8d4c-6c04add85605,0,0
301,1000,f144d00e-87da-44d7-8d4c-6c04add85605,0,0
302,1000,f144d00e-87da-44d7-8d4c-6c04add85605,0,0
303,1000,f144d00e-87da-44d7-8d4c-6c04add85605,1,0
304,1000,f144d00e-87da-44d7-8d4c-6c04add85605,1,0
305,1000,f144d00e-87da-44d7-8d4c-6c04add85605,1,0
306,1000,f144d00e-87da-44d7-8d4c-6c04add85605,2,0
307,1000,f144d00e-87da-44d7-8d4c-6c04add85605,2,0
308,1000,f144d00e-87da-44d7-8d4c-6c04add85605,2,0
309,1000,f144d00e-87da-44d7-8d4c-6c04add85605,3,0
310,1000,f144d00e-87da-44d7-8d4c-6c04add85605,3,0
311,1000,f144d00e-87da-44d7-8d4c-6c04add85605,3,0
312,1000,f144d00e-87da-44d7-8d4c-6c04add85605,14,0
313,1000,f144d00e-87da-44d7-8d4c-6c04add85605,15,0
314,1000,f144d00e-87da-44d7-8d4c-6c04add85605,16,0
315,1000,0d1d314d-b9ff-4e2b-a984-2157fc15be55,0,0
316,1000,0d1d314d-b9ff-4e2b-a984-2157fc15be55,0,0
317,1000,0d1d314d-b9ff-4e2b-a984-2157fc15be55,0,0
318,1000,0d1d314d-b9ff-4e2b-a984-2157fc15be55,1,0
319,1000,0d1d314d-b9ff-4e2b-a984-2157fc15be55,1,0
320,1000,0d1d314d-b9ff-4e2b-a984-2157fc15be55,1,0
321,1000,0d1d314d-b9ff-4e2b-a984-2157fc15be55,2,0
322,1000,0d1d314d-b9ff-4e2b-a984-2157fc15be55,2,0
323,1000,0d1d314d-b9ff-4e2b-a984-2157fc15be55,2,0
324,1000,0d1d314d-b9ff-4e2b-a984-2157fc15be55,3,0
325,1000,0d1d314d-b9ff-4e2b-a984-2157fc15be55,3,0
326,1000,0d1d314d-b9ff-4e2b-a984-2157fc15be55,3,0
327,1000,0d1d314d-b9ff-4e2b-a984-2157fc15be55,14,0
328,1000,0d1d314d-b9ff-4e2b-a984-2157fc15be55,15,0
329,1000,0d1d314d-b9ff-4e2b-a984-2157fc15be55,16,0
330,1500,c4df44dc-da25-40e6-8129-7038c5cb0d4c,0,0
331,1500,c4df44dc-da25-40e6-8129-7038c5cb0d4c,0,0
332,1500,c4df44dc-da25-40e6-8129-7038c5cb0d4c,0,0
333,1500,c4df44dc-da25-40e6-8129-7038c5cb0d4c,1,2
334,1500,c4df44dc-da25-40e6-8129-7038c5cb0d4c,1,2
335,1500,c4df44dc-da25-40e6-8129-7038c5cb0d4c,1,2
336,1500,c4df44dc-da25-40e6-8129-7038c5cb0d4c,2,0
337,1500,c4df44dc-da25-40e6-8129-7038c5cb0d4c,2,0
338,1500,c4df44dc-da25-40e6-8129-7038c5cb0d4c,2,0
339,1500,c4df44dc-da25-40e6-8129-7038c5cb0d4c,3,0
340,1500,c4df44dc-da25-40e6-8129-7038c5cb0d4c,3,0
341,1500,c4df44dc-da25-40e6-8129-7038c5cb0d4c,3,0
342,1500,c4df44dc-da25-40e6-8129-7038c5cb0d4c,14,0
343,1500,c4df44dc-da25-40e6-8129-7038c5cb0d4c,15,0
344,1500,c4df44dc-da25-40e6-8129-7038c5cb0d4c,16,0
345,1500,7d504677-6757-4b72-8b23-8de24b8f06cb,0,0
346,1500,7d504677-6757-4b72-8b23-8de24b8f06cb,0,0
347,1500,7d504677-6757-4b72-8b23-8de24b8f06cb,0,0
348,1500,7d504677-6757-4b72-8b23-8de24b8f06cb,1,0
349,1500,7d504677-6757-4b72-8b23-8de24b8f06cb,1,0
350,1500,7d504677-6757-4b72-8b23-8de24b8f06cb,1,0
351,1500,7d504677-6757-4b72-8b23-8de24b8f06cb,2,0
352,1500,7d504677-6757-4b72-8b23-8de24b8f06cb,2,0
353,1500,7d504677-6757-4b72-8b23-8de24b8f06cb,2,0
354,1500,7d504677-6757-4b72-8b23-8de24b8f06cb,3,0
355,1500,7d504677-6757-4b72-8b23-8de24b8f06cb,3,0
356,1500,7d504677-6757-4b72-8b23-8de24b8f06cb,3,0
357,1500,7d504677-6757-4b72-8b23-8de24b8f06cb,14,0
358,1500,7d504677-6757-4b72-8b23-8de24b8f06cb,15,0
359,1500,7d504677-6757-4b72-8b23-8de24b8f06cb,16,0
360,1500,08b61b21-8dcb-490c-8a32-81ce834b2838,0,0
361,1500,08b61b21-8dcb-490c-8a32-81ce834b2838,0,0
362,1500,08b61b21-8dcb-490c-8a32-81ce834b2838,0,0
363,1500,08b61b21-8dcb-490c-8a32-81ce834b2838,1,1
364,1500,08b61b21-8dcb-490c-8a32-81ce834b2838,1,1
365,1500,08b61b21-8dcb-490c-8a32-81ce834b2838,1,1
366,1500,08b61b21-8dcb-490c-8a32-81ce834b2838,2,0
367,1500,08b61b21-8dcb-490c-8a32-81ce834b2838,2,0
368,1500,08b61b21-8dcb-490c-8a32-81ce834b2838,2,0
369,1500,08b61b21-8dcb-490c-8a32-81ce834b2838,3,0
370,1500,08b61b21-8dcb-490c-8a32-81ce834b2838,3,0
371,1500,08b61b21-8dcb-490c-8a32-81ce834b2838,3,0
372,1500,08b61b21-8dcb-490c-8a32-81ce834b2838,14,0
373,1500,08b61b21-8dcb-490c-8a32-81ce834b2838,15,0
374,1500,08b61b21-8dcb-490c-8a32-81ce834b2838,16,0
375,1500,bfb28864-1419-471f-9b71-06d35d26a872,0,0
376,1500,bfb28864-1419-471f-9b71-06d35d26a872,0,0
377,1500,bfb28864-1419-471f-9b71-06d35d26a872,0,0
378,1500,bfb28864-1419-471f-9b71-06d35d26a872,1,0
379,1500,bfb28864-1419-471f-9b71-06d35d26a872,1,0
380,1500,bfb28864-1419-471f-9b71-06d35d26a872,1,0
381,1500,bfb28864-1419-471f-9b71-06d35d26a872,2,0
382,1500,bfb28864-1419-471f-9b71-06d35d26a872,2,0
383,1500,bfb28864-1419-471f-9b71-06d35d26a872,2,0
384,1500,bfb28864-1419-471f-9b71-06d35d26a872,3,1
385,1500,bfb28864-1419-471f-9b71-06d35d26a872,3,1
386,1500,bfb28864-1419-471f-9b71-06d35d26a872,3,1
387,1500,bfb28864-1419-471f-9b71-06d35d26a872,14,0
388,1500,bfb28864-1419-471f-9b71-06d35d26a872,15,0
389,1500,bfb28864-1419-471f-9b71-06d35d26a872,16,0
390,1500,9f3a57bd-7723-48f0-98ec-aebc596b3bfc,0,0
391,1500,9f3a57bd-7723-48f0-98ec-aebc596b3bfc,0,0
392,1500,9f3a57bd-7723-48f0-98ec-aebc596b3bfc,0,0
