,job_id,task_id,client_id,workflow_id,model_id,executing_worker_id,arrival_at_scheduler_timestamp,last_dep_dispatch_timestamp,arrival_at_worker_timestamp,execution_start_timestamp,execution_end_timestamp,dropped_timestamp,curr_unfinished_jobs,curr_idle_instances,executing_worker_qlen_at_arrival
0,2000,0,9306a131-fd72-4745-94e1-cff214c97a8f,8,0,f94585b6-2d3b-4cf9-a98d-3f2d53ff313e,16.0,16.0,16.0,16.0,23.691350695046257,,1,11,1.0
1,2000,1,9306a131-fd72-4745-94e1-cff214c97a8f,8,1,0d36cc1d-b802-469d-94c4-3c71ecefefa2,16.0,16.0,16.0,16.0,45.48150493885373,,1,11,1.0
2,2000,2,9306a131-fd72-4745-94e1-cff214c97a8f,8,2,f94585b6-2d3b-4cf9-a98d-3f2d53ff313e,,45.48150493885373,45.48150493885373,45.48150493885373,51.85813617843184,,1,10,1.0
3,0,0,e12e4d37-7276-4980-be6c-5421ef5a25d2,6,0,f94585b6-2d3b-4cf9-a98d-3f2d53ff313e,26.0,26.0,26.0,26.0,33.88008965586739,,2,10,1.0
4,0,1,e12e4d37-7276-4980-be6c-5421ef5a25d2,6,1,4e436106-71b3-445e-8c3f-0a18ceb3547f,26.0,26.0,26.0,26.0,57.0949672121739,,2,10,1.0
5,1000,0,5bb793e1-1975-445e-bce5-346bc9b0de55,7,0,f94585b6-2d3b-4cf9-a98d-3f2d53ff313e,28.0,28.0,28.0,33.88008965586739,41.524378504491494,,3,8,1.0
6,1000,1,5bb793e1-1975-445e-bce5-346bc9b0de55,7,1,8406e3c5-8543-4855-bccf-7196e61b861e,28.0,28.0,28.0,28.0,57.12855029898285,,3,8,1.0
7,0,2,e12e4d37-7276-4980-be6c-5421ef5a25d2,6,2,f94585b6-2d3b-4cf9-a98d-3f2d53ff313e,,57.0949672121739,57.0949672121739,57.0949672121739,63.25672520211496,,3,8,1.0
8,1000,2,5bb793e1-1975-445e-bce5-346bc9b0de55,7,2,f94585b6-2d3b-4cf9-a98d-3f2d53ff313e,,57.12855029898285,57.12855029898285,63.25672520211496,69.72522918649717,,3,8,1.0
9,2001,0,9306a131-fd72-4745-94e1-cff214c97a8f,8,0,f94585b6-2d3b-4cf9-a98d-3f2d53ff313e,43.0,43.0,43.0,43.0,50.44859562216124,,4,8,1.0
10,2001,1,9306a131-fd72-4745-94e1-cff214c97a8f,8,1,0d36cc1d-b802-469d-94c4-3c71ecefefa2,43.0,43.0,43.0,45.48150493885373,75.71015702165704,,4,8,1.0
11,1001,0,5bb793e1-1975-445e-bce5-346bc9b0de55,7,0,f94585b6-2d3b-4cf9-a98d-3f2d53ff313e,49.0,49.0,49.0,50.44859562216124,57.65128680863195,,5,6,1.0
12,1001,1,5bb793e1-1975-445e-bce5-346bc9b0de55,7,1,4e436106-71b3-445e-8c3f-0a18ceb3547f,49.0,49.0,49.0,57.0949672121739,88.23843753378868,,5,6,1.0
13,2001,2,9306a131-fd72-4745-94e1-cff214c97a8f,8,2,f94585b6-2d3b-4cf9-a98d-3f2d53ff313e,,75.71015702165704,75.71015702165704,75.71015702165704,78.19439205516532,,5,7,1.0
14,2000,3,9306a131-fd72-4745-94e1-cff214c97a8f,8,3,697af316-4e05-4d04-8467-10b9bcfdc593,,51.85813617843184,51.85813617843184,51.85813617843184,75.11588363443111,,5,7,1.0
15,1001,2,5bb793e1-1975-445e-bce5-346bc9b0de55,7,2,f94585b6-2d3b-4cf9-a98d-3f2d53ff313e,,88.23843753378868,88.23843753378868,95.95052495892739,100.73582031084307,,5,7,1.0
16,1,0,e12e4d37-7276-4980-be6c-5421ef5a25d2,6,0,f94585b6-2d3b-4cf9-a98d-3f2d53ff313e,58.0,58.0,58.0,58.0,65.52375587154788,,6,7,1.0
17,1,1,e12e4d37-7276-4980-be6c-5421ef5a25d2,6,1,8406e3c5-8543-4855-bccf-7196e61b861e,58.0,58.0,58.0,58.0,86.98206095791974,,6,7,1.0
18,0,3,e12e4d37-7276-4980-be6c-5421ef5a25d2,6,3,d65f1827-4a2b-494a-9430-7eb920c1c09a,,63.25672520211496,63.25672520211496,63.25672520211496,87.21954468466717,,6,6,1.0
19,1,2,e12e4d37-7276-4980-be6c-5421ef5a25d2,6,2,f94585b6-2d3b-4cf9-a98d-3f2d53ff313e,,86.98206095791974,86.98206095791974,86.98206095791974,95.95052495892739,,6,5,1.0
20,1000,3,5bb793e1-1975-445e-bce5-346bc9b0de55,7,3,e83543c5-5c30-44a8-a438-9670078ef0a6,,69.72522918649717,69.72522918649717,69.72522918649717,98.35144542089743,,6,6,1.0
21,2002,0,9306a131-fd72-4745-94e1-cff214c97a8f,8,0,f94585b6-2d3b-4cf9-a98d-3f2d53ff313e,70.0,70.0,70.0,70.0,79.12371624295798,,7,5,1.0
22,2002,1,9306a131-fd72-4745-94e1-cff214c97a8f,8,1,0d36cc1d-b802-469d-94c4-3c71ecefefa2,70.0,70.0,70.0,75.71015702165704,106.05710741779777,,7,5,1.0
23,1002,0,5bb793e1-1975-445e-bce5-346bc9b0de55,7,0,f94585b6-2d3b-4cf9-a98d-3f2d53ff313e,70.0,70.0,70.0,70.0,79.12371624295798,,8,5,2.0
