,time,client_id,workflow_id,job_id,task_id,model_id,worker_id
0,19.0,0,6,0,0,0,N/A
1,19.0,0,6,0,1,1,N/A
2,19.0,0,6,0,0,0,2939ac7f-bb87-40cc-862d-2619326048cb
3,19.0,0,6,0,1,1,ea25555d-7836-4e92-814a-f5cc98924573
4,24.0,1,7,1000,0,15,N/A
5,24.0,1,7,1000,0,15,01b39ac2-76f5-4162-a447-236fcacea39e
6,26.0,2,8,2000,0,16,N/A
7,26.0,2,8,2000,0,16,3f30f78a-65af-4c0f-9ea4-851799114aa6
8,35.61813248991132,1,7,1000,1,0,2939ac7f-bb87-40cc-862d-2619326048cb
9,35.61813248991132,1,7,1000,2,1,ea25555d-7836-4e92-814a-f5cc98924573
10,43.0,0,6,1,0,0,N/A
11,43.0,0,6,1,1,1,N/A
12,43.0,0,6,1,0,0,2939ac7f-bb87-40cc-862d-2619326048cb
13,43.0,0,6,1,1,1,ea25555d-7836-4e92-814a-f5cc98924573
14,46.21656842492939,2,8,2000,1,0,2939ac7f-bb87-40cc-862d-2619326048cb
15,46.21656842492939,2,8,2000,2,1,ea25555d-7836-4e92-814a-f5cc98924573
16,46.62519004253423,0,6,0,2,2,2939ac7f-bb87-40cc-862d-2619326048cb
17,47.0,1,7,1001,0,15,N/A
18,47.0,1,7,1001,0,15,01b39ac2-76f5-4162-a447-236fcacea39e
19,53.0,2,8,2001,0,16,N/A
20,53.0,2,8,2001,0,16,3f30f78a-65af-4c0f-9ea4-851799114aa6
21,53.80895715448565,0,6,0,3,3,9eff8f48-c1a5-4cae-a08b-b37707216dc3
22,57.24045578736215,1,7,1001,1,0,2939ac7f-bb87-40cc-862d-2619326048cb
23,57.24045578736215,1,7,1001,2,1,37a9289a-bb35-44a7-8f9e-8cfd01d23e2d
24,58.0,0,6,2,0,0,N/A
25,58.0,0,6,2,1,1,N/A
26,58.0,0,6,2,0,0,2939ac7f-bb87-40cc-862d-2619326048cb
27,58.0,0,6,2,1,1,ea25555d-7836-4e92-814a-f5cc98924573
28,69.0,2,8,2002,0,16,N/A
29,69.0,2,8,2002,0,16,3f30f78a-65af-4c0f-9ea4-851799114aa6
30,73.0,1,7,1002,0,15,N/A
31,73.0,1,7,1002,0,15,01b39ac2-76f5-4162-a447-236fcacea39e
32,73.08517405321257,2,8,2001,1,0,2939ac7f-bb87-40cc-862d-2619326048cb
