,time,event
0,16.0,"[16] [Event ID: 0] Job Sent to Scheduler {'job': [Job 2000, Workflow 8], 'from_client_id': UUID('3f57737f-c19e-4184-a3d8-a20ff044780a'), 'ignore_transfer_time': True}"
1,16.0,"[16] [Event ID: 1] Job Arrival at Scheduler {'job': [Job 2000, Workflow 8]}"
2,16.0,"[16] [Event ID: 2] Tasks Assigned to Worker {'tasks': [[Job ID 2000, Task ID 0]], 'worker_id': UUID('3395e1c8-91b2-45da-98db-475f51e28200'), 'force_instance_id': UUID('f4ec78cd-9eed-4aea-bb2c-4f43800fd52b')}"
3,16.0,"[16] [Event ID: 2] Tasks Assigned to Worker {'tasks': [[Job ID 2000, Task ID 1]], 'worker_id': UUID('cc6e79ac-4707-4ee5-8d30-37e5e40f91ea'), 'force_instance_id': UUID('6ddad76e-8070-4b89-b3e8-c67620571571')}"
4,16.0,"[16] [Event ID: 3] Tasks Inputs Sent to Worker {'tasks': [[Job ID 2000, Task ID 0]], 'from_worker_id': UUID('1f10220b-f0ab-496a-93bf-0c244edaff8e'), 'to_worker_id': UUID('3395e1c8-91b2-45da-98db-475f51e28200'), 'force_instance_id': UUID('f4ec78cd-9eed-4aea-bb2c-4f43800fd52b'), 'ignore_transfer_time': True}"
5,16.0,"[16] [Event ID: 3] Tasks Inputs Sent to Worker {'tasks': [[Job ID 2000, Task ID 1]], 'from_worker_id': UUID('1f10220b-f0ab-496a-93bf-0c244edaff8e'), 'to_worker_id': UUID('cc6e79ac-4707-4ee5-8d30-37e5e40f91ea'), 'force_instance_id': UUID('6ddad76e-8070-4b89-b3e8-c67620571571'), 'ignore_transfer_time': True}"
6,16.0,"[16] [Event ID: 4] Tasks Inputs Arrival at Worker {'tasks': [[Job ID 2000, Task ID 0]], 'from_worker_id': UUID('1f10220b-f0ab-496a-93bf-0c244edaff8e'), 'to_worker_id': UUID('3395e1c8-91b2-45da-98db-475f51e28200'), 'force_instance_id': UUID('f4ec78cd-9eed-4aea-bb2c-4f43800fd52b')}"
7,16.0,"[16] [Event ID: 4] Tasks Inputs Arrival at Worker {'tasks': [[Job ID 2000, Task ID 1]], 'from_worker_id': UUID('1f10220b-f0ab-496a-93bf-0c244edaff8e'), 'to_worker_id': UUID('cc6e79ac-4707-4ee5-8d30-37e5e40f91ea'), 'force_instance_id': UUID('6ddad76e-8070-4b89-b3e8-c67620571571')}"
8,16.0,"[16] [Event ID: 13] Batch Started at Worker {'batch': [Batch 4b19f149-a43d-4c0c-8463-97f1bce9583e | Model ID 0] <Jobs [2000]>, 'model_instance_id': UUID('f4ec78cd-9eed-4aea-bb2c-4f43800fd52b'), 'worker_id': UUID('3395e1c8-91b2-45da-98db-475f51e28200')}"
9,16.0,"[16] [Event ID: 13] Batch Started at Worker {'batch': [Batch ab630be6-172b-4ea8-9cbe-ec9c8ff240a9 | Model ID 1] <Jobs [2000]>, 'model_instance_id': UUID('6ddad76e-8070-4b89-b3e8-c67620571571'), 'worker_id': UUID('cc6e79ac-4707-4ee5-8d30-37e5e40f91ea')}"
