,time,worker_id,event
0,38.0,N/A,[Job Arrival at Scheduler (Job 2000)] ++
1,38.0,65f5b02c-0c9f-4940-ba54-d8610261a207,[Task Arrival (Job 2000 - Task 0) at [Worker_id:65f5b02c-0c9f-4940-ba54-d8610261a207]] ---
2,38.0,65f5b02c-0c9f-4940-ba54-d8610261a207,"[Batch b0374a31-891b-40a4-a6dc-460fc49cc2aa Start (Jobs 2000) at Worker 65f5b02c-0c9f-4940-ba54-d8610261a207, Model 16]"
3,47.0,N/A,[Job Arrival at Scheduler (Job 0)] ++
4,47.0,0ce75f36-68a1-4501-8658-636155e47094,[Task Arrival (Job 0 - Task 0) at [Worker_id:0ce75f36-68a1-4501-8658-636155e47094]] ---
5,47.0,44c32d46-a76c-4efe-abcd-85b2ad67c1b1,[Task Arrival (Job 0 - Task 1) at [Worker_id:44c32d46-a76c-4efe-abcd-85b2ad67c1b1]] ---
6,47.0,0ce75f36-68a1-4501-8658-636155e47094,"[Batch 411ddace-91d5-4fee-97fd-d5204dcb0184 Start (Jobs 0) at Worker 0ce75f36-68a1-4501-8658-636155e47094, Model 0]"
7,47.0,44c32d46-a76c-4efe-abcd-85b2ad67c1b1,"[Batch db563725-2d1b-4e00-84f0-daec4f8e86e1 Start (Jobs 0) at Worker 44c32d46-a76c-4efe-abcd-85b2ad67c1b1, Model 1]"
8,48.0,N/A,[Job Arrival at Scheduler (Job 1000)] ++
9,48.0,d08e568c-1937-4fc7-856e-84caa77b47f9,[Task Arrival (Job 1000 - Task 0) at [Worker_id:d08e568c-1937-4fc7-856e-84caa77b47f9]] ---
10,48.0,d08e568c-1937-4fc7-856e-84caa77b47f9,"[Batch b2ab71be-6680-4454-91df-a8d5c59ae4ff Start (Jobs 1000) at Worker d08e568c-1937-4fc7-856e-84caa77b47f9, Model 15]"
11,54.74348829633843,0ce75f36-68a1-4501-8658-636155e47094,[Batch 411ddace-91d5-4fee-97fd-d5204dcb0184 End (Jobs 0) at Worker 0ce75f36-68a1-4501-8658-636155e47094]
12,58.48798824659046,d08e568c-1937-4fc7-856e-84caa77b47f9,[Batch b2ab71be-6680-4454-91df-a8d5c59ae4ff End (Jobs 1000) at Worker d08e568c-1937-4fc7-856e-84caa77b47f9]
13,58.48798824659046,0ce75f36-68a1-4501-8658-636155e47094,"[Tasks Arrival at Worker (Job ID, Task ID: [(1000, 1)]) at 0ce75f36-68a1-4501-8658-636155e47094] ---"
14,58.48798824659046,bdadb4bb-7ebb-47f9-8beb-a0a08acec188,"[Tasks Arrival at Worker (Job ID, Task ID: [(1000, 2)]) at bdadb4bb-7ebb-47f9-8beb-a0a08acec188] ---"
15,58.48798824659046,0ce75f36-68a1-4501-8658-636155e47094,"[Batch 96d783ca-5369-4433-88f6-0a53fdc14efd Start (Jobs 1000) at Worker 0ce75f36-68a1-4501-8658-636155e47094, Model 0]"
16,58.48798824659046,bdadb4bb-7ebb-47f9-8beb-a0a08acec188,"[Batch bf0a0b61-122c-4e3e-b818-f87abdf039e1 Start (Jobs 1000) at Worker bdadb4bb-7ebb-47f9-8beb-a0a08acec188, Model 1]"
17,63.27405059485273,65f5b02c-0c9f-4940-ba54-d8610261a207,[Batch b0374a31-891b-40a4-a6dc-460fc49cc2aa End (Jobs 2000) at Worker 65f5b02c-0c9f-4940-ba54-d8610261a207]
