,workflow_id,task_id,mean_queueing_time,std_queueing_time,mean_dispatch_time,std_dispatch_time
0,6.0,0.0,1.8507605889351184,2.2950200500774587,0.0,0.0
1,6.0,1.0,26.47355659868236,16.262010096799184,0.0,0.0
2,6.0,2.0,5.4332975764628975,7.670111188046483,0.0,0.0
3,6.0,3.0,11.151178515197568,12.041212021285794,0.0,0.0
4,6.0,4.0,0.1023589377175089,0.39118099088069314,0.0,0.0
5,7.0,0.0,1.8181992553763264,2.2818291273130056,0.0,0.0
6,7.0,1.0,27.04079132310348,15.685657105886477,0.0,0.0
7,7.0,2.0,5.501795821761803,7.7147513557659835,0.0,0.0
8,7.0,3.0,11.106054846358564,12.163720095239702,0.0,0.0
9,7.0,4.0,1.3350151379815303,2.8835955268882874,0.0,0.0
10,8.0,0.0,1.8700551857386454,2.3723856097187834,0.0,0.0
11,8.0,1.0,26.24844882954682,16.054135334217033,0.0,0.0
12,8.0,2.0,5.001705281011607,7.77583106605709,0.0,0.0
13,8.0,3.0,10.265067835703881,11.781052580124788,0.0,0.0
14,8.0,4.0,5.082041109254755,7.071693925909157,0.0,0.0
