,time,event
0,18.0,"[18] [Event ID: 0] Job Sent to Scheduler {'job': [Job 1000, Workflow 7], 'from_client_id': UUID('061a46af-9d0b-4d9d-82f1-adb280250677'), 'ignore_transfer_time': False}"
1,18.88,"[18.88] [Event ID: 1] Job Arrival at Scheduler {'job': [Job 1000, Workflow 7]}"
2,18.88,"[18.88] [Event ID: 2] Tasks Assigned to Worker {'tasks': [[Job ID 1000, Task ID 0]], 'worker_id': UUID('ce7d67eb-0f47-4331-a867-5724d13a0b1e'), 'force_instance_id': UUID('02001da7-e811-46be-9136-1aedbf0b4c8d')}"
3,18.88,"[18.88] [Event ID: 2] Tasks Assigned to Worker {'tasks': [[Job ID 1000, Task ID 1]], 'worker_id': UUID('f7995de4-4443-4d6d-be11-3f4d6ffd2d66'), 'force_instance_id': UUID('2ba4814f-ef1a-4483-b3f4-8b367ef84fde')}"
4,18.88,"[18.88] [Event ID: 3] Tasks Inputs Sent to Worker {'tasks': [[Job ID 1000, Task ID 0]], 'from_worker_id': UUID('cb03b13c-9161-4082-99d5-8dd18534ca26'), 'to_worker_id': UUID('ce7d67eb-0f47-4331-a867-5724d13a0b1e'), 'force_instance_id': UUID('02001da7-e811-46be-9136-1aedbf0b4c8d'), 'ignore_transfer_time': False}"
5,18.88,"[18.88] [Event ID: 3] Tasks Inputs Sent to Worker {'tasks': [[Job ID 1000, Task ID 1]], 'from_worker_id': UUID('cb03b13c-9161-4082-99d5-8dd18534ca26'), 'to_worker_id': UUID('f7995de4-4443-4d6d-be11-3f4d6ffd2d66'), 'force_instance_id': UUID('2ba4814f-ef1a-4483-b3f4-8b367ef84fde'), 'ignore_transfer_time': False}"
6,18.959999999999997,"[18.959999999999997] [Event ID: 4] Tasks Inputs Arrival at Worker {'tasks': [[Job ID 1000, Task ID 0]], 'from_worker_id': UUID('cb03b13c-9161-4082-99d5-8dd18534ca26'), 'to_worker_id': UUID('ce7d67eb-0f47-4331-a867-5724d13a0b1e'), 'force_instance_id': UUID('02001da7-e811-46be-9136-1aedbf0b4c8d')}"
7,18.959999999999997,"[18.959999999999997] [Event ID: 13] Batch Started at Worker {'batch': [Batch a0aec71c-315f-44b1-97be-2b7cf75b7878 | Model ID 0] <Jobs [1000]>, 'model_instance_id': UUID('02001da7-e811-46be-9136-1aedbf0b4c8d'), 'worker_id': UUID('ce7d67eb-0f47-4331-a867-5724d13a0b1e')}"
8,19.68,"[19.68] [Event ID: 4] Tasks Inputs Arrival at Worker {'tasks': [[Job ID 1000, Task ID 1]], 'from_worker_id': UUID('cb03b13c-9161-4082-99d5-8dd18534ca26'), 'to_worker_id': UUID('f7995de4-4443-4d6d-be11-3f4d6ffd2d66'), 'force_instance_id': UUID('2ba4814f-ef1a-4483-b3f4-8b367ef84fde')}"
9,19.68,"[19.68] [Event ID: 13] Batch Started at Worker {'batch': [Batch 255b8ea3-a1a4-4652-b6d1-03eaac7d6d9b | Model ID 1] <Jobs [1000]>, 'model_instance_id': UUID('2ba4814f-ef1a-4483-b3f4-8b367ef84fde'), 'worker_id': UUID('f7995de4-4443-4d6d-be11-3f4d6ffd2d66')}"
10,23.0,"[23] [Event ID: 0] Job Sent to Scheduler {'job': [Job 0, Workflow 6], 'from_client_id': UUID('c4939a32-3226-4941-992d-025d201164b1'), 'ignore_transfer_time': False}"
11,23.88,"[23.88] [Event ID: 1] Job Arrival at Scheduler {'job': [Job 0, Workflow 6]}"
12,23.88,"[23.88] [Event ID: 2] Tasks Assigned to Worker {'tasks': [[Job ID 0, Task ID 1]], 'worker_id': UUID('e3d3ecf4-9313-45f9-8e4d-c7ad4a838c17'), 'force_instance_id': UUID('643371fb-7582-47f5-978d-6027b5f451f2')}"
13,23.88,"[23.88] [Event ID: 3] Tasks Inputs Sent to Worker {'tasks': [[Job ID 0, Task ID 1]], 'from_worker_id': UUID('cb03b13c-9161-4082-99d5-8dd18534ca26'), 'to_worker_id': UUID('e3d3ecf4-9313-45f9-8e4d-c7ad4a838c17'), 'force_instance_id': UUID('643371fb-7582-47f5-978d-6027b5f451f2'), 'ignore_transfer_time': False}"
14,24.68,"[24.68] [Event ID: 4] Tasks Inputs Arrival at Worker {'tasks': [[Job ID 0, Task ID 1]], 'from_worker_id': UUID('cb03b13c-9161-4082-99d5-8dd18534ca26'), 'to_worker_id': UUID('e3d3ecf4-9313-45f9-8e4d-c7ad4a838c17'), 'force_instance_id': UUID('643371fb-7582-47f5-978d-6027b5f451f2')}"
