,time,client_id,workflow_id,job_id,task_id,model_id,worker_id
0,16.0,2,8,2000,0,16,N/A
1,16.0,2,8,2000,0,16,17d692bd-0d52-4612-a233-d92422151be5
2,26.0,0,6,0,0,0,N/A
3,26.0,0,6,0,1,1,N/A
4,26.0,0,6,0,0,0,b094d18d-71f8-46a5-b124-90b8f988bc84
5,26.0,0,6,0,1,1,b74e100e-5e7b-4867-a27f-e605c9e88df2
6,28.0,1,7,1000,0,15,N/A
7,28.0,1,7,1000,0,15,9ef715f2-7ec0-4a75-bd8c-95f29b6ef78f
8,36.38474516570379,2,8,2000,1,0,b094d18d-71f8-46a5-b124-90b8f988bc84
9,36.38474516570379,2,8,2000,2,1,12d3ef55-994d-450b-870b-844366788ad5
10,38.684042808418,1,7,1000,1,0,b094d18d-71f8-46a5-b124-90b8f988bc84
11,38.684042808418,1,7,1000,2,1,12d3ef55-994d-450b-870b-844366788ad5
12,43.0,2,8,2001,0,16,N/A
13,43.0,2,8,2001,0,16,17d692bd-0d52-4612-a233-d92422151be5
14,49.0,1,7,1001,0,15,N/A
15,49.0,1,7,1001,0,15,9ef715f2-7ec0-4a75-bd8c-95f29b6ef78f
16,57.01287733548875,0,6,0,2,2,b094d18d-71f8-46a5-b124-90b8f988bc84
17,58.0,0,6,1,0,0,N/A
18,58.0,0,6,1,1,1,N/A
19,58.0,0,6,1,0,0,b094d18d-71f8-46a5-b124-90b8f988bc84
20,58.0,0,6,1,1,1,4d846c5f-fbaf-4264-8928-8fe8d5fac261
21,58.19994760415811,1,7,1001,1,0,b094d18d-71f8-46a5-b124-90b8f988bc84
22,58.19994760415811,1,7,1001,2,1,b74e100e-5e7b-4867-a27f-e605c9e88df2
23,64.38738366736732,2,8,2001,1,0,b094d18d-71f8-46a5-b124-90b8f988bc84
24,64.38738366736732,2,8,2001,2,1,b74e100e-5e7b-4867-a27f-e605c9e88df2
25,65.42540474971989,0,6,0,3,3,1d8f10a3-cade-4f43-a710-cfbf6968aaa5
26,69.39027895063731,2,8,2000,3,2,b094d18d-71f8-46a5-b124-90b8f988bc84
27,70.0,2,8,2002,0,16,N/A
28,70.0,1,7,1002,0,15,N/A
29,70.0,2,8,2002,0,16,17d692bd-0d52-4612-a233-d92422151be5
30,70.0,1,7,1002,0,15,9ef715f2-7ec0-4a75-bd8c-95f29b6ef78f
31,75.85878293501952,2,8,2000,4,3,ab1177cc-ab21-47b7-b20f-1691a8cf01c2
32,79.0,0,6,2,0,0,N/A
33,79.0,0,6,2,1,1,N/A
34,79.0,0,6,2,0,0,b094d18d-71f8-46a5-b124-90b8f988bc84
35,79.0,0,6,2,1,1,4d846c5f-fbaf-4264-8928-8fe8d5fac261
36,82.71358661400669,1,7,1002,1,0,b094d18d-71f8-46a5-b124-90b8f988bc84
37,82.71358661400669,1,7,1002,2,1,4d846c5f-fbaf-4264-8928-8fe8d5fac261
38,86.87762510959209,0,6,1,2,2,b094d18d-71f8-46a5-b124-90b8f988bc84
39,88.61354096437597,2,8,2002,1,0,b094d18d-71f8-46a5-b124-90b8f988bc84
40,88.61354096437597,2,8,2002,2,1,4d846c5f-fbaf-4264-8928-8fe8d5fac261
41,89.3434179257729,1,7,1001,3,2,b094d18d-71f8-46a5-b124-90b8f988bc84
42,91.0974567504545,0,6,0,4,14,240789d9-82c1-42d1-aa9a-6c7d859152e1
43,94.0,1,7,1003,0,15,N/A
44,94.0,1,7,1003,0,15,9ef715f2-7ec0-4a75-bd8c-95f29b6ef78f
45,98.37233990855705,1,7,1000,3,2,b094d18d-71f8-46a5-b124-90b8f988bc84
46,102.51920526310754,1,7,1003,1,0,b094d18d-71f8-46a5-b124-90b8f988bc84
47,102.51920526310754,1,7,1003,2,1,12d3ef55-994d-450b-870b-844366788ad5
48,103.54109443704837,0,6,1,3,3,c6714dcf-4b07-4d6d-936d-e26944ee4968
49,108.0,0,6,3,0,0,N/A
50,108.0,0,6,3,1,1,N/A
51,108.0,0,6,3,0,0,b094d18d-71f8-46a5-b124-90b8f988bc84
52,108.0,0,6,3,1,1,b74e100e-5e7b-4867-a27f-e605c9e88df2
53,111.0,2,8,2003,0,16,N/A
54,111.0,2,8,2003,0,16,17d692bd-0d52-4612-a233-d92422151be5
55,112.21266753529196,1,7,1000,4,3,1d8f10a3-cade-4f43-a710-cfbf6968aaa5
56,112.21266753529196,1,7,1001,4,3,ab1177cc-ab21-47b7-b20f-1691a8cf01c2
57,119.51956369310972,2,8,2001,3,2,b094d18d-71f8-46a5-b124-90b8f988bc84
58,126.61091623182051,0,6,1,4,14,240789d9-82c1-42d1-aa9a-6c7d859152e1
59,129.0123275563903,2,8,2001,4,3,c6714dcf-4b07-4d6d-936d-e26944ee4968
60,133.0,1,7,1004,0,15,N/A
61,133.0,1,7,1004,0,15,9ef715f2-7ec0-4a75-bd8c-95f29b6ef78f
62,133.69829719579985,1,7,1003,3,2,b094d18d-71f8-46a5-b124-90b8f988bc84
63,133.991878331898,2,8,2003,1,0,b094d18d-71f8-46a5-b124-90b8f988bc84
64,133.991878331898,2,8,2003,2,1,12d3ef55-994d-450b-870b-844366788ad5
65,137.76899623898998,1,7,1003,4,3,1d8f10a3-cade-4f43-a710-cfbf6968aaa5
66,138.6274561667264,1,7,1002,3,2,b094d18d-71f8-46a5-b124-90b8f988bc84
67,138.6274561667264,0,6,2,2,2,b094d18d-71f8-46a5-b124-90b8f988bc84
68,139.0,2,8,2004,0,16,N/A
69,139.0,2,8,2004,0,16,17d692bd-0d52-4612-a233-d92422151be5
70,142.0,0,6,4,0,0,N/A
71,142.0,0,6,4,1,1,N/A
72,142.0,0,6,4,0,0,b094d18d-71f8-46a5-b124-90b8f988bc84
73,142.0,0,6,4,1,1,4d846c5f-fbaf-4264-8928-8fe8d5fac261
74,143.13555293660443,1,7,1004,1,0,b094d18d-71f8-46a5-b124-90b8f988bc84
75,143.13555293660443,1,7,1004,2,1,b74e100e-5e7b-4867-a27f-e605c9e88df2
76,145.02199020090143,1,7,1002,4,3,ab1177cc-ab21-47b7-b20f-1691a8cf01c2
77,148.25122533845786,0,6,3,2,2,b094d18d-71f8-46a5-b124-90b8f988bc84
78,156.5926591357678,0,6,2,3,3,c6714dcf-4b07-4d6d-936d-e26944ee4968
79,159.21631143781943,2,8,2004,1,0,b094d18d-71f8-46a5-b124-90b8f988bc84
80,159.21631143781943,2,8,2004,2,1,b74e100e-5e7b-4867-a27f-e605c9e88df2
81,160.0,1,7,1005,0,15,N/A
82,160.0,1,7,1005,0,15,9ef715f2-7ec0-4a75-bd8c-95f29b6ef78f
83,160.23640199875163,0,6,3,3,3,1d8f10a3-cade-4f43-a710-cfbf6968aaa5
84,164.0,0,6,5,0,0,N/A
85,164.0,0,6,5,1,1,N/A
86,164.0,0,6,5,0,0,b094d18d-71f8-46a5-b124-90b8f988bc84
87,164.0,0,6,5,1,1,b74e100e-5e7b-4867-a27f-e605c9e88df2
88,167.92056852378028,2,8,2003,3,2,b094d18d-71f8-46a5-b124-90b8f988bc84
89,169.62922581485617,1,7,1005,1,0,b094d18d-71f8-46a5-b124-90b8f988bc84
90,169.62922581485617,1,7,1005,2,1,4d846c5f-fbaf-4264-8928-8fe8d5fac261
91,170.04205026597626,2,8,2002,3,2,b094d18d-71f8-46a5-b124-90b8f988bc84
92,174.2236191954547,2,8,2003,4,3,ab1177cc-ab21-47b7-b20f-1691a8cf01c2
93,175.0,2,8,2005,0,16,N/A
94,175.0,2,8,2005,0,16,17d692bd-0d52-4612-a233-d92422151be5
95,176.79196920883254,2,8,2002,4,3,c6714dcf-4b07-4d6d-936d-e26944ee4968
96,179.4566091932198,1,7,1004,3,2,b094d18d-71f8-46a5-b124-90b8f988bc84
97,179.92041651641568,0,6,2,4,14,240789d9-82c1-42d1-aa9a-6c7d859152e1
98,184.33264859397337,1,7,1004,4,3,1d8f10a3-cade-4f43-a710-cfbf6968aaa5
99,188.3084144297152,0,6,3,4,14,240789d9-82c1-42d1-aa9a-6c7d859152e1
100,189.0,1,7,1006,0,15,N/A
101,189.0,0,6,6,0,0,N/A
102,189.0,0,6,6,1,1,N/A
103,189.0,1,7,1006,0,15,9ef715f2-7ec0-4a75-bd8c-95f29b6ef78f
104,189.0,0,6,6,0,0,b094d18d-71f8-46a5-b124-90b8f988bc84
105,189.0,0,6,6,1,1,b74e100e-5e7b-4867-a27f-e605c9e88df2
106,196.32972806823835,2,8,2005,1,0,b094d18d-71f8-46a5-b124-90b8f988bc84
107,196.32972806823835,2,8,2005,2,1,4d846c5f-fbaf-4264-8928-8fe8d5fac261
108,200.74760398187064,1,7,1006,1,0,b094d18d-71f8-46a5-b124-90b8f988bc84
109,200.74760398187064,1,7,1006,2,1,12d3ef55-994d-450b-870b-844366788ad5
110,207.0,2,8,2006,0,16,N/A
111,207.0,2,8,2006,0,16,17d692bd-0d52-4612-a233-d92422151be5
112,213.0,1,7,1007,0,15,N/A
113,213.0,1,7,1007,0,15,9ef715f2-7ec0-4a75-bd8c-95f29b6ef78f
114,216.0,0,6,7,0,0,N/A
115,216.0,0,6,7,1,1,N/A
116,216.0,0,6,7,0,0,b094d18d-71f8-46a5-b124-90b8f988bc84
117,216.0,0,6,7,1,1,b74e100e-5e7b-4867-a27f-e605c9e88df2
118,222.04585267015446,1,7,1007,1,0,b094d18d-71f8-46a5-b124-90b8f988bc84
119,222.04585267015446,1,7,1007,2,1,b74e100e-5e7b-4867-a27f-e605c9e88df2
120,225.14926937326118,0,6,4,2,2,b094d18d-71f8-46a5-b124-90b8f988bc84
121,225.14926937326118,1,7,1005,3,2,b094d18d-71f8-46a5-b124-90b8f988bc84
122,228.1973534135475,2,8,2006,1,0,b094d18d-71f8-46a5-b124-90b8f988bc84
123,228.1973534135475,2,8,2006,2,1,12d3ef55-994d-450b-870b-844366788ad5
124,230.89367034470985,1,7,1006,3,2,b094d18d-71f8-46a5-b124-90b8f988bc84
125,232.0,2,8,2007,0,16,N/A
126,232.0,2,8,2007,0,16,17d692bd-0d52-4612-a233-d92422151be5
127,234.8754573620459,0,6,4,3,3,ab1177cc-ab21-47b7-b20f-1691a8cf01c2
128,235.93866257757054,2,8,2004,3,2,b094d18d-71f8-46a5-b124-90b8f988bc84
129,235.93866257757054,0,6,5,2,2,b094d18d-71f8-46a5-b124-90b8f988bc84
130,240.01813750938575,1,7,1005,4,3,c6714dcf-4b07-4d6d-936d-e26944ee4968
131,240.01813750938575,1,7,1006,4,3,1d8f10a3-cade-4f43-a710-cfbf6968aaa5
132,245.0,1,7,1008,0,15,N/A
133,245.0,0,6,8,0,0,N/A
134,245.0,0,6,8,1,1,N/A
