,time,event
0,18.0,"[18] [Event ID: 0] Job Sent to Scheduler {'job': [Job 1000, Workflow 7], 'from_client_id': UUID('128b7ab3-2770-42b3-9802-b141afec0928'), 'ignore_transfer_time': False}"
1,18.88,"[18.88] [Event ID: 1] Job Arrival at Scheduler {'job': [Job 1000, Workflow 7]}"
2,18.88,"[18.88] [Event ID: 2] Tasks Assigned to Worker {'tasks': [[Job ID 1000, Task ID 0]], 'worker_id': UUID('03dfbbb1-5086-44c1-a5c5-3a38a14e06c7'), 'force_instance_id': UUID('9e244570-ae5d-43f3-b831-0b4d32064bf9')}"
3,18.88,"[18.88] [Event ID: 2] Tasks Assigned to Worker {'tasks': [[Job ID 1000, Task ID 1]], 'worker_id': UUID('5ec33958-87d9-4917-a659-d4486508e596'), 'force_instance_id': UUID('1954988a-afd7-4e86-94d3-e64114ffe0c5')}"
4,18.88,"[18.88] [Event ID: 3] Tasks Inputs Sent to Worker {'tasks': [[Job ID 1000, Task ID 0]], 'from_worker_id': UUID('7827037b-f716-4b05-994b-9331d180526a'), 'to_worker_id': UUID('03dfbbb1-5086-44c1-a5c5-3a38a14e06c7'), 'force_instance_id': UUID('9e244570-ae5d-43f3-b831-0b4d32064bf9'), 'ignore_transfer_time': False}"
5,18.88,"[18.88] [Event ID: 3] Tasks Inputs Sent to Worker {'tasks': [[Job ID 1000, Task ID 1]], 'from_worker_id': UUID('7827037b-f716-4b05-994b-9331d180526a'), 'to_worker_id': UUID('5ec33958-87d9-4917-a659-d4486508e596'), 'force_instance_id': UUID('1954988a-afd7-4e86-94d3-e64114ffe0c5'), 'ignore_transfer_time': False}"
6,18.959999999999997,"[18.959999999999997] [Event ID: 4] Tasks Inputs Arrival at Worker {'tasks': [[Job ID 1000, Task ID 0]], 'from_worker_id': UUID('7827037b-f716-4b05-994b-9331d180526a'), 'to_worker_id': UUID('03dfbbb1-5086-44c1-a5c5-3a38a14e06c7'), 'force_instance_id': UUID('9e244570-ae5d-43f3-b831-0b4d32064bf9')}"
7,18.959999999999997,"[18.959999999999997] [Event ID: 13] Batch Started at Worker {'batch': [Batch 6b976c63-e2af-4a63-b955-1653bdba7827 | Model ID 0] <Jobs [1000]>, 'model_instance_id': UUID('9e244570-ae5d-43f3-b831-0b4d32064bf9'), 'worker_id': UUID('03dfbbb1-5086-44c1-a5c5-3a38a14e06c7')}"
8,19.68,"[19.68] [Event ID: 4] Tasks Inputs Arrival at Worker {'tasks': [[Job ID 1000, Task ID 1]], 'from_worker_id': UUID('7827037b-f716-4b05-994b-9331d180526a'), 'to_worker_id': UUID('5ec33958-87d9-4917-a659-d4486508e596'), 'force_instance_id': UUID('1954988a-afd7-4e86-94d3-e64114ffe0c5')}"
9,19.68,"[19.68] [Event ID: 13] Batch Started at Worker {'batch': [Batch 66ba83af-29dd-4a87-84eb-faa02075604b | Model ID 1] <Jobs [1000]>, 'model_instance_id': UUID('1954988a-afd7-4e86-94d3-e64114ffe0c5'), 'worker_id': UUID('5ec33958-87d9-4917-a659-d4486508e596')}"
10,23.0,"[23] [Event ID: 0] Job Sent to Scheduler {'job': [Job 0, Workflow 6], 'from_client_id': UUID('83c1f4f1-ff50-4f4b-a71b-7cfe2cf8121c'), 'ignore_transfer_time': False}"
11,23.88,"[23.88] [Event ID: 1] Job Arrival at Scheduler {'job': [Job 0, Workflow 6]}"
12,23.88,"[23.88] [Event ID: 2] Tasks Assigned to Worker {'tasks': [[Job ID 0, Task ID 1]], 'worker_id': UUID('8c838fdd-b189-49ed-ace6-a3bc4c9fbf0b'), 'force_instance_id': UUID('997c339e-d36b-41cc-9a46-e9657318a04e')}"
13,23.88,"[23.88] [Event ID: 3] Tasks Inputs Sent to Worker {'tasks': [[Job ID 0, Task ID 1]], 'from_worker_id': UUID('7827037b-f716-4b05-994b-9331d180526a'), 'to_worker_id': UUID('8c838fdd-b189-49ed-ace6-a3bc4c9fbf0b'), 'force_instance_id': UUID('997c339e-d36b-41cc-9a46-e9657318a04e'), 'ignore_transfer_time': False}"
14,24.68,"[24.68] [Event ID: 4] Tasks Inputs Arrival at Worker {'tasks': [[Job ID 0, Task ID 1]], 'from_worker_id': UUID('7827037b-f716-4b05-994b-9331d180526a'), 'to_worker_id': UUID('8c838fdd-b189-49ed-ace6-a3bc4c9fbf0b'), 'force_instance_id': UUID('997c339e-d36b-41cc-9a46-e9657318a04e')}"
15,24.68,"[24.68] [Event ID: 13] Batch Started at Worker {'batch': [Batch 39eaf73c-4a0a-4de5-af02-86edcd0820ef | Model ID 1] <Jobs [0]>, 'model_instance_id': UUID('997c339e-d36b-41cc-9a46-e9657318a04e'), 'worker_id': UUID('8c838fdd-b189-49ed-ace6-a3bc4c9fbf0b')}"
16,26.483755871547867,"[26.483755871547867] [Event ID: 11] Batch Finished at Worker {'batch': [Batch 6b976c63-e2af-4a63-b955-1653bdba7827 | Model ID 0] <Jobs [1000]>, 'model_instance_id': UUID('9e244570-ae5d-43f3-b831-0b4d32064bf9'), 'worker_id': UUID('03dfbbb1-5086-44c1-a5c5-3a38a14e06c7')}"
17,26.483755871547867,"[26.483755871547867] [Event ID: 2] Tasks Assigned to Worker {'tasks': [[Job ID 0, Task ID 0]], 'worker_id': UUID('03dfbbb1-5086-44c1-a5c5-3a38a14e06c7'), 'force_instance_id': UUID('9e244570-ae5d-43f3-b831-0b4d32064bf9')}"
18,26.483755871547867,"[26.483755871547867] [Event ID: 3] Tasks Inputs Sent to Worker {'tasks': [[Job ID 0, Task ID 0]], 'from_worker_id': UUID('7827037b-f716-4b05-994b-9331d180526a'), 'to_worker_id': UUID('03dfbbb1-5086-44c1-a5c5-3a38a14e06c7'), 'force_instance_id': UUID('9e244570-ae5d-43f3-b831-0b4d32064bf9'), 'ignore_transfer_time': False}"
19,26.483755871547867,"[26.483755871547867] [Event ID: 12] Check Queue for Execution at Worker {'model_id': 0, 'worker_id': UUID('03dfbbb1-5086-44c1-a5c5-3a38a14e06c7')}"
20,26.563755871547865,"[26.563755871547865] [Event ID: 4] Tasks Inputs Arrival at Worker {'tasks': [[Job ID 0, Task ID 0]], 'from_worker_id': UUID('7827037b-f716-4b05-994b-9331d180526a'), 'to_worker_id': UUID('03dfbbb1-5086-44c1-a5c5-3a38a14e06c7'), 'force_instance_id': UUID('9e244570-ae5d-43f3-b831-0b4d32064bf9')}"
21,26.563755871547865,"[26.563755871547865] [Event ID: 13] Batch Started at Worker {'batch': [Batch be604ef3-c734-4331-8ce4-35617998b94c | Model ID 0] <Jobs [0]>, 'model_instance_id': UUID('9e244570-ae5d-43f3-b831-0b4d32064bf9'), 'worker_id': UUID('03dfbbb1-5086-44c1-a5c5-3a38a14e06c7')}"
22,29.0,"[29] [Event ID: 0] Job Sent to Scheduler {'job': [Job 2000, Workflow 8], 'from_client_id': UUID('14fd2737-d6ef-49ad-a636-fbba8a540fd8'), 'ignore_transfer_time': False}"
23,29.88,"[29.88] [Event ID: 1] Job Arrival at Scheduler {'job': [Job 2000, Workflow 8]}"
24,29.88,"[29.88] [Event ID: 2] Tasks Assigned to Worker {'tasks': [[Job ID 2000, Task ID 1]], 'worker_id': UUID('7827037b-f716-4b05-994b-9331d180526a'), 'force_instance_id': UUID('b94a82ed-85e2-4b53-8f12-c0f56db771cd')}"
25,29.88,"[29.88] [Event ID: 3] Tasks Inputs Sent to Worker {'tasks': [[Job ID 2000, Task ID 1]], 'from_worker_id': UUID('7827037b-f716-4b05-994b-9331d180526a'), 'to_worker_id': UUID('7827037b-f716-4b05-994b-9331d180526a'), 'force_instance_id': UUID('b94a82ed-85e2-4b53-8f12-c0f56db771cd'), 'ignore_transfer_time': False}"
26,29.88,"[29.88] [Event ID: 4] Tasks Inputs Arrival at Worker {'tasks': [[Job ID 2000, Task ID 1]], 'from_worker_id': UUID('7827037b-f716-4b05-994b-9331d180526a'), 'to_worker_id': UUID('7827037b-f716-4b05-994b-9331d180526a'), 'force_instance_id': UUID('b94a82ed-85e2-4b53-8f12-c0f56db771cd')}"
27,29.88,"[29.88] [Event ID: 13] Batch Started at Worker {'batch': [Batch dab7d41c-2e11-4ded-888d-82d3a3de5055 | Model ID 1] <Jobs [2000]>, 'model_instance_id': UUID('b94a82ed-85e2-4b53-8f12-c0f56db771cd'), 'worker_id': UUID('7827037b-f716-4b05-994b-9331d180526a')}"
28,33.59339322195994,"[33.59339322195994] [Event ID: 11] Batch Finished at Worker {'batch': [Batch be604ef3-c734-4331-8ce4-35617998b94c | Model ID 0] <Jobs [0]>, 'model_instance_id': UUID('9e244570-ae5d-43f3-b831-0b4d32064bf9'), 'worker_id': UUID('03dfbbb1-5086-44c1-a5c5-3a38a14e06c7')}"
29,33.59339322195994,"[33.59339322195994] [Event ID: 2] Tasks Assigned to Worker {'tasks': [[Job ID 2000, Task ID 0]], 'worker_id': UUID('03dfbbb1-5086-44c1-a5c5-3a38a14e06c7'), 'force_instance_id': UUID('9e244570-ae5d-43f3-b831-0b4d32064bf9')}"
30,33.59339322195994,"[33.59339322195994] [Event ID: 3] Tasks Inputs Sent to Worker {'tasks': [[Job ID 2000, Task ID 0]], 'from_worker_id': UUID('7827037b-f716-4b05-994b-9331d180526a'), 'to_worker_id': UUID('03dfbbb1-5086-44c1-a5c5-3a38a14e06c7'), 'force_instance_id': UUID('9e244570-ae5d-43f3-b831-0b4d32064bf9'), 'ignore_transfer_time': False}"
31,33.59339322195994,"[33.59339322195994] [Event ID: 12] Check Queue for Execution at Worker {'model_id': 0, 'worker_id': UUID('03dfbbb1-5086-44c1-a5c5-3a38a14e06c7')}"
32,33.67339322195994,"[33.67339322195994] [Event ID: 4] Tasks Inputs Arrival at Worker {'tasks': [[Job ID 2000, Task ID 0]], 'from_worker_id': UUID('7827037b-f716-4b05-994b-9331d180526a'), 'to_worker_id': UUID('03dfbbb1-5086-44c1-a5c5-3a38a14e06c7'), 'force_instance_id': UUID('9e244570-ae5d-43f3-b831-0b4d32064bf9')}"
33,33.67339322195994,"[33.67339322195994] [Event ID: 13] Batch Started at Worker {'batch': [Batch c6e70276-a9cc-46a4-ae13-cbf5593b98c6 | Model ID 0] <Jobs [2000]>, 'model_instance_id': UUID('9e244570-ae5d-43f3-b831-0b4d32064bf9'), 'worker_id': UUID('03dfbbb1-5086-44c1-a5c5-3a38a14e06c7')}"
34,41.167073683819495,"[41.167073683819495] [Event ID: 11] Batch Finished at Worker {'batch': [Batch c6e70276-a9cc-46a4-ae13-cbf5593b98c6 | Model ID 0] <Jobs [2000]>, 'model_instance_id': UUID('9e244570-ae5d-43f3-b831-0b4d32064bf9'), 'worker_id': UUID('03dfbbb1-5086-44c1-a5c5-3a38a14e06c7')}"
35,41.167073683819495,"[41.167073683819495] [Event ID: 12] Check Queue for Execution at Worker {'model_id': 0, 'worker_id': UUID('03dfbbb1-5086-44c1-a5c5-3a38a14e06c7')}"
36,48.662060957919735,"[48.662060957919735] [Event ID: 11] Batch Finished at Worker {'batch': [Batch 66ba83af-29dd-4a87-84eb-faa02075604b | Model ID 1] <Jobs [1000]>, 'model_instance_id': UUID('1954988a-afd7-4e86-94d3-e64114ffe0c5'), 'worker_id': UUID('5ec33958-87d9-4917-a659-d4486508e596')}"
37,48.662060957919735,"[48.662060957919735] [Event ID: 9] Tasks Arrival at Scheduler {'tasks': [[Job ID 1000, Task ID 2]]}"
38,48.662060957919735,"[48.662060957919735] [Event ID: 2] Tasks Assigned to Worker {'tasks': [[Job ID 1000, Task ID 2]], 'worker_id': UUID('03dfbbb1-5086-44c1-a5c5-3a38a14e06c7'), 'force_instance_id': UUID('890bdf6c-203f-4d0f-9a40-a6fccf475900')}"
